left,top,width,height,text,label
1247,51,332,54,FACTURE,O
527,333,92,20,Facturé,O
626,333,25,20,a:,O
1079,326,29,20,N°,O
1115,326,91,20,Facture,O
1212,326,16,20,#,O
1234,336,8,4,-,O
1249,326,240,22,FA06/2018/075066,NUMBER
1079,355,29,20,N°,O
1115,355,33,20,BC,O
1154,355,15,20,#,O
1175,365,8,4,-,O
1191,355,110,20,BC01262,PO_NUMBER
526,376,176,25,YourCompany,O
526,411,43,19,250,O
575,411,111,19,Executive,O
693,411,52,19,Park,O
751,411,49,19,Blvd,O
1079,412,57,20,Date,O
1143,422,7,4,-,O
1158,412,142,20,2018-09-06,INVOICE_DATE
526,439,40,19,San,O
573,439,107,19,Francisco,O
687,454,4,8,",",O
698,439,71,19,94134,O
527,469,27,18,+1,O
561,467,56,24,(650),O
623,468,109,19,555-0111,O
556,602,55,30,Détail,O
1168,602,38,30,até,O
1325,606,50,17,Taux,O
1498,606,39,16,Prix,O
556,673,73,21,Espace,LINE/DESCRIPTION
636,673,24,17,de,LINE/DESCRIPTION
666,673,61,16,travail,LINE/DESCRIPTION
736,673,97,17,individuel,LINE/DESCRIPTION
1163,670,52,27,"29,00",LINE/QUANTITY
1318,674,64,19,"876,00",LINE/PRICE
1470,674,23,16,25,LINE/SUB_TOTAL
1500,674,64,19,"404,00",LINE/SUB_TOTAL
555,739,125,21,Assemblage,LINE/DESCRIPTION
686,739,24,17,de,LINE/DESCRIPTION
718,739,75,17,Cuisine,LINE/DESCRIPTION
800,739,76,21,(Etapes,LINE/DESCRIPTION
884,739,127,21,Importantes),LINE/DESCRIPTION
1164,740,51,18,"11,00",LINE/QUANTITY
1318,736,64,29,"420,00",LINE/PRICE
1476,740,11,15,4,LINE/SUB_TOTAL
1494,740,64,19,"620,00",LINE/SUB_TOTAL
57,776,91,20,Lumber,SUPPLIER
155,777,35,19,Inc,SUPPLIER
57,810,47,16,1337,ADDRESS
110,810,13,16,N,ADDRESS
129,810,34,16,San,ADDRESS
168,810,75,20,Joaquin,ADDRESS
249,810,19,16,St,ADDRESS
555,805,54,17,Tiroir,LINE/DESCRIPTION
616,805,39,17,noir,LINE/DESCRIPTION
1163,802,52,29,"91,00",LINE/QUANTITY
1324,806,52,18,"20,00",LINE/PRICE
1477,806,7,15,1,LINE/SUB_TOTAL
1494,806,64,19,"820,00",LINE/SUB_TOTAL
56,835,86,16,Stockton,ADDRESS
148,848,4,6,",",ADDRESS
157,835,60,16,95202,ADDRESS
56,859,151,20,(828)-316-0593,ADDRESS
556,871,71,17,Bureau,LINE/DESCRIPTION
635,871,161,21,personnalisable,LINE/DESCRIPTION
1163,856,52,41,"72,00",LINE/QUANTITY
1318,872,64,19,"500,00",LINE/PRICE
1471,872,22,16,36,LINE/SUB_TOTAL
1500,872,64,19,"000,00",LINE/SUB_TOTAL
56,885,277,20,lumber-inv92@example.com,ADDRESS
556,936,78,21,Logiciel,LINE/DESCRIPTION
641,936,24,17,de,LINE/DESCRIPTION
672,936,112,21,conception,LINE/DESCRIPTION
792,936,24,17,de,LINE/DESCRIPTION
823,936,69,17,bureau,LINE/DESCRIPTION
1163,933,52,27,"44,00",LINE/QUANTITY
1318,937,64,19,"235,00",LINE/PRICE
1471,937,22,16,10,LINE/SUB_TOTAL
1500,937,64,19,"340,00",LINE/SUB_TOTAL
556,1002,73,21,Espace,LINE/DESCRIPTION
636,1002,24,17,de,LINE/DESCRIPTION
666,1002,61,16,travail,LINE/DESCRIPTION
736,1002,97,17,individuel,LINE/DESCRIPTION
1164,999,55,27,"14,00",LINE/QUANTITY
1318,1003,64,19,"876,00",LINE/PRICE
1471,1003,22,15,12,LINE/SUB_TOTAL
1500,1002,64,19,"264,00",LINE/SUB_TOTAL
555,1068,74,17,Grande,LINE/DESCRIPTION
635,1068,49,17,table,LINE/DESCRIPTION
691,1068,24,17,de,LINE/DESCRIPTION
723,1068,76,17,réunion,LINE/DESCRIPTION
1163,1065,52,27,"22,00",LINE/QUANTITY
1309,1069,11,15,4,LINE/PRICE
1327,1069,64,19,"500,00",LINE/PRICE
1471,1069,22,16,99,LINE/SUB_TOTAL
1500,1069,64,18,"000,00",LINE/SUB_TOTAL
1158,1162,71,17,TOTAL,O
1236,1162,28,16,HT,O
1388,1163,34,16,189,TOTAL_UNTAXED
1428,1163,65,19,"448,00",TOTAL_UNTAXED
1500,1162,14,17,€,TOTAL_UNTAXED
1175,1228,70,17,TAXES,O
1393,1229,23,16,32,TAX_AMOUNT
1423,1229,64,19,"063,74",TAX_AMOUNT
1494,1228,14,17,€,TAX_AMOUNT
1152,1294,71,17,TOTAL,O
1229,1294,41,17,TTC,O
1387,1295,32,15,221,TOTAL_AMOUNT
1429,1295,64,19,"511,74",TOTAL_AMOUNT
1500,1294,14,17,€,TOTAL_AMOUNT
533,1642,78,20,Arégler,O
616,1644,60,14,avant:,O
681,1642,114,16,2018-24-07,INVOICE_DUE_DATE
533,1674,111,16,Commandé,O
649,1679,37,15,par:,O
691,1674,45,16,John,O
742,1674,38,16,Doe,O
63,1936,36,16,Nos,O
105,1936,124,16,coordonnées,O
235,1936,92,16,bancaires,O
63,1960,73,20,Banque,O
63,1985,23,16,N°,O
91,1985,23,16,de,O
120,1987,72,17,compte,O
63,2010,135,16,57657656576,O
63,2035,50,16,Swift,O
63,2060,71,16,SF7575,O
