left,top,width,height,text,label
55,776,175,24,YourCompany,SUPPLIER
56,810,36,16,250,ADDRESS
97,810,95,16,Executive,ADDRESS
198,810,44,16,Park,ADDRESS
248,810,42,16,Blvd,ADDRESS
56,835,33,16,San,ADDRESS
96,835,98,19,"Francisco,",ADDRESS
200,835,61,16,94134,ADDRESS
56,860,23,16,+1,ADDRESS
85,859,48,20,(650),ADDRESS
139,860,92,16,555-0111,ADDRESS
82,886,208,19,‘o@yourcompany.com,ADDRESS
63,1936,36,16,Nos,O
105,1936,124,16,coordonnées,O
235,1936,92,16,bancaires,O
63,1960,73,20,Banque,O
63,1985,23,16,N°,O
91,1985,23,16,de,O
120,1987,72,17,compte,O
63,2010,135,16,57657656576,O
63,2035,50,16,Swift,O
63,2060,71,16,SF7575,O
527,333,92,20,Facturé,O
626,333,25,20,a:,O
526,376,176,25,YourCompany,O
526,411,43,19,250,O
575,411,111,19,Executive,O
693,411,52,19,Park,O
751,411,49,19,Blvd,O
526,439,40,19,San,O
573,439,107,19,Francisco,O
687,454,4,8,",",O
698,439,71,19,94134,O
527,469,27,18,+1,O
561,467,56,24,(650),O
623,468,109,19,555-0111,O
556,606,55,17,Détail,O
555,673,81,21,Support,LINE/DESCRIPTION
643,673,24,17,de,LINE/DESCRIPTION
674,673,69,17,bureau,LINE/DESCRIPTION
750,677,47,13,avec,LINE/DESCRIPTION
804,673,55,17,écran,LINE/DESCRIPTION
555,739,103,17,Architecte,LINE/DESCRIPTION
666,739,87,21,Principal,LINE/DESCRIPTION
761,739,122,20,(Facturation,LINE/DESCRIPTION
890,743,33,13,sur,LINE/DESCRIPTION
930,739,77,17,Feuilles,LINE/DESCRIPTION
1014,739,24,17,de,LINE/DESCRIPTION
555,760,75,21,Temps),LINE/DESCRIPTION
556,826,71,17,Bureau,LINE/DESCRIPTION
634,826,73,21,d'angle,LINE/DESCRIPTION
714,826,52,17,assis,LINE/DESCRIPTION
773,826,11,17,a,LINE/DESCRIPTION
791,826,58,17,droite,LINE/DESCRIPTION
555,892,74,17,Grande,LINE/DESCRIPTION
635,892,78,17,armoire,LINE/DESCRIPTION
556,958,78,21,Logiciel,LINE/DESCRIPTION
641,958,24,17,de,LINE/DESCRIPTION
672,958,112,21,conception,LINE/DESCRIPTION
792,958,24,17,de,LINE/DESCRIPTION
823,958,69,17,bureau,LINE/DESCRIPTION
556,1024,67,21,Lampe,LINE/DESCRIPTION
630,1024,24,17,de,LINE/DESCRIPTION
661,1024,69,17,bureau,LINE/DESCRIPTION
533,1642,78,20,Arégler,O
616,1644,60,14,avant:,O
681,1642,114,16,2021-10-12,INVOICE_DUE_DATE
533,1674,111,16,Commandé,O
649,1679,37,15,par:,O
691,1674,45,16,John,O
742,1674,38,16,Doe,O
1247,51,332,54,FACTURE,O
1079,326,29,20,N°,O
1115,326,91,20,Facture,O
1212,326,16,20,#,O
1234,336,8,4,-,O
1249,326,240,22,FA10/2021/080500,NUMBER
1079,355,29,20,N°,O
1115,355,33,20,BC,O
1154,355,15,20,#,O
1175,365,8,4,-,O
1191,355,110,20,BC06838,PO_NUMBER
1079,412,57,20,Date,O
1143,422,7,4,-,O
1158,412,142,20,2021-26-10,INVOICE_DATE
1167,602,39,31,até,O
1325,606,50,17,Taux,O
1498,606,39,16,Prix,O
1168,674,41,19,"5,00",LINE/QUANTITY
1309,674,82,19,"2.010,00",LINE/PRICE
1471,674,22,16,10,LINE/SUB_TOTAL
1500,674,64,19,"050,00",LINE/SUB_TOTAL
1168,739,41,20,"6,00",LINE/QUANTITY
1319,740,63,19,"150,00",LINE/PRICE
1485,739,64,20,"900,00",LINE/SUB_TOTAL
1162,827,53,19,"26,00",LINE/QUANTITY
1318,827,64,19,"600,00",LINE/PRICE
1471,827,22,16,15,LINE/SUB_TOTAL
1500,827,64,18,"600,00",LINE/SUB_TOTAL
1162,893,53,19,"32,00",LINE/QUANTITY
1318,893,64,19,"800,00",LINE/PRICE
1470,893,23,16,25,LINE/SUB_TOTAL
1500,893,64,18,"600,00",LINE/SUB_TOTAL
1162,959,53,19,"45,00",LINE/QUANTITY
1318,959,64,19,"235,00",LINE/PRICE
1471,959,22,16,10,LINE/SUB_TOTAL
1500,959,64,18,"575,00",LINE/SUB_TOTAL
1162,1025,53,19,"64,00",LINE/QUANTITY
1324,1025,52,19,"35,00",LINE/PRICE
1476,1025,11,15,2,LINE/SUB_TOTAL
1494,1025,64,19,"240,00",LINE/SUB_TOTAL
1163,1118,70,17,TOTAL,O
1241,1118,27,16,HT,O
1398,1119,22,16,64,TOTAL_UNTAXED
1427,1119,65,19,"965,00",TOTAL_UNTAXED
1498,1118,14,17,€,TOTAL_UNTAXED
1180,1180,70,30,TAXES,O
1398,1185,22,16,10,TAX_AMOUNT
1427,1185,65,19,"983,00",TAX_AMOUNT
1498,1184,14,17,€,TAX_AMOUNT
1156,1249,71,17,TOTAL,O
1233,1249,41,17,TTC,O
1398,1250,22,16,75,TOTAL_AMOUNT
1427,1250,65,19,"948,00",TOTAL_AMOUNT
1498,1249,14,17,€,TOTAL_AMOUNT
