left,top,width,height,text,label
56,776,92,20,Biotech,SUPPLIER
56,810,35,16,215,ADDRESS
97,810,44,16,Vine,ADDRESS
147,810,18,16,St,ADDRESS
56,835,94,19,"Scranton,",ADDRESS
156,835,60,16,18503,ADDRESS
56,860,166,16,4+1555-555-5555,ADDRESS
56,885,345,20,admin@yourcompany.example.com,ADDRESS
63,1936,36,16,Nos,O
105,1936,124,16,coordonnées,O
235,1936,92,16,bancaires,O
63,1960,73,20,Banque,O
63,1985,23,16,N°,O
91,1985,23,16,de,O
120,1987,72,17,compte,O
63,2010,135,16,57657656576,O
63,2035,50,16,Swift,O
63,2060,71,16,SF7575,O
527,333,92,20,Facturé,O
626,333,25,20,a:,O
526,376,176,25,YourCompany,O
526,411,43,19,250,O
575,411,111,19,Executive,O
693,411,52,19,Park,O
751,411,49,19,Blvd,O
526,439,40,19,San,O
573,439,107,19,Francisco,O
687,454,4,8,",",O
698,439,71,19,94134,O
527,469,27,18,+1,O
561,467,56,24,(650),O
623,468,109,19,555-0111,O
556,606,55,17,Détail,O
556,673,68,21,Design,LINE/DESCRIPTION
632,673,103,17,d'intérieur,LINE/DESCRIPTION
741,673,62,17,virtuel,LINE/DESCRIPTION
556,739,51,17,Hotel,LINE/DESCRIPTION
555,805,103,17,Architecte,LINE/DESCRIPTION
665,805,65,17,Junior,LINE/DESCRIPTION
736,805,122,21,(Facturation,LINE/DESCRIPTION
865,809,33,13,sur,LINE/DESCRIPTION
905,805,78,17,Feuilles,LINE/DESCRIPTION
990,805,24,17,de,LINE/DESCRIPTION
555,826,75,21,Temps),LINE/DESCRIPTION
555,892,103,17,Architecte,LINE/DESCRIPTION
666,892,87,21,Principal,LINE/DESCRIPTION
761,892,122,20,(Facturation,LINE/DESCRIPTION
890,896,33,13,sur,LINE/DESCRIPTION
930,892,77,17,Feuilles,LINE/DESCRIPTION
1014,892,24,17,de,LINE/DESCRIPTION
555,913,75,21,Temps),LINE/DESCRIPTION
556,979,71,17,Bureau,LINE/DESCRIPTION
634,979,73,21,d'angle,LINE/DESCRIPTION
714,983,46,13,avec,LINE/DESCRIPTION
768,979,53,21,siége,LINE/DESCRIPTION
828,979,11,16,a,LINE/DESCRIPTION
846,979,73,21,gauche,LINE/DESCRIPTION
556,1045,87,17,Poubelle,LINE/DESCRIPTION
650,1045,10,16,a,LINE/DESCRIPTION
668,1045,66,21,pédale,LINE/DESCRIPTION
533,1642,78,20,Arégler,O
616,1644,60,14,avant:,O
681,1642,114,16,2020-27-06,INVOICE_DUE_DATE
533,1674,111,16,Commandé,O
649,1679,37,15,par:,O
691,1674,45,16,John,O
742,1674,38,16,Doe,O
1247,51,332,54,FACTURE,O
1079,326,29,20,N°,O
1115,326,91,20,Facture,O
1212,326,16,20,#,O
1234,336,8,4,-,O
1249,326,239,22,FA06/2020/051838,NUMBER
1079,355,29,20,N°,O
1115,355,33,20,BC,O
1154,355,15,20,#,O
1175,365,8,4,-,O
1191,355,110,20,BC03566,PO_NUMBER
1079,412,57,20,Date,O
1143,422,7,4,-,O
1158,412,142,20,2020-12-06,INVOICE_DATE
1175,602,34,31,até,O
1327,606,49,17,Taux,O
1498,606,39,16,Prix,O
1166,674,52,19,"27,00",LINE/QUANTITY
1326,674,52,19,"20,50",LINE/PRICE
1485,674,64,19,"553,50",LINE/SUB_TOTAL
1166,740,52,19,"59,00",LINE/QUANTITY
1319,740,64,19,"400,00",LINE/PRICE
1470,740,23,16,23,LINE/SUB_TOTAL
1500,740,64,18,"600,00",LINE/SUB_TOTAL
1166,806,52,19,"83,00",LINE/QUANTITY
1326,806,52,19,"85,00",LINE/PRICE
1476,806,11,15,7,LINE/SUB_TOTAL
1494,806,64,19,"055,00",LINE/SUB_TOTAL
1166,893,52,19,"60,00",LINE/QUANTITY
1320,893,64,19,"150,00",LINE/PRICE
1476,893,11,16,9,LINE/SUB_TOTAL
1494,893,64,19,"000,00",LINE/SUB_TOTAL
1166,980,52,19,"73,00",LINE/QUANTITY
1326,980,52,19,"78,00",LINE/PRICE
1476,980,11,16,5,LINE/SUB_TOTAL
1494,980,64,19,"694,00",LINE/SUB_TOTAL
1166,1046,52,19,"47,00",LINE/QUANTITY
1326,1046,52,19,"10,00",LINE/PRICE
1485,1046,64,19,"470,00",LINE/SUB_TOTAL
1163,1139,70,17,TOTAL,O
1241,1139,27,16,HT,O
1398,1140,22,16,46,TOTAL_UNTAXED
1427,1140,65,19,"372,50",TOTAL_UNTAXED
1498,1139,14,17,€,TOTAL_UNTAXED
1180,1201,70,30,TAXES,O
1403,1206,11,16,9,TAX_AMOUNT
1421,1206,64,19,"194,24",TAX_AMOUNT
1493,1205,14,17,€,TAX_AMOUNT
1156,1271,71,17,TOTAL,O
1233,1271,41,17,TTC,O
1398,1272,22,16,55,TOTAL_AMOUNT
1427,1272,65,19,"566,74",TOTAL_AMOUNT
1498,1271,14,17,€,TOTAL_AMOUNT
