left,top,width,height,text,label
1247,51,332,54,FACTURE,O
1079,326,29,20,N°,O
1115,326,91,20,Facture,O
1212,326,16,20,#,O
1234,336,8,4,-,O
1249,326,240,22,FA12/2017/031669,NUMBER
527,333,92,20,Facturé,O
626,333,25,20,a:,O
1079,355,29,20,N°,O
1115,355,33,20,BC,O
1154,355,29,20,#-,O
1191,355,110,20,BC09103,PO_NUMBER
526,376,176,25,YourCompany,O
526,411,43,19,250,O
575,411,111,19,Executive,O
693,411,52,19,Park,O
751,411,49,19,Blvd,O
1079,412,57,20,Date,O
1143,422,7,4,-,O
1158,412,142,20,2017-23-12,INVOICE_DATE
526,439,40,19,San,O
573,439,107,19,Francisco,O
687,454,4,8,",",O
698,439,71,19,94134,O
527,469,27,18,+1,O
561,467,56,24,(650),O
623,468,109,19,555-0111,O
556,602,55,30,Détail,O
1168,602,38,30,até,O
1325,606,50,17,Taux,O
1498,606,39,16,Prix,O
556,673,71,17,Bureau,LINE/DESCRIPTION
635,673,161,21,personnalisable,LINE/DESCRIPTION
1163,670,52,27,"67,00",LINE/QUANTITY
1318,674,64,19,"500,00",LINE/PRICE
1471,674,22,16,33,LINE/SUB_TOTAL
1500,674,64,19,"500,00",LINE/SUB_TOTAL
555,739,81,21,Support,LINE/DESCRIPTION
643,739,24,17,de,LINE/DESCRIPTION
674,739,69,17,bureau,LINE/DESCRIPTION
751,743,46,13,avec,LINE/DESCRIPTION
804,739,55,17,écran,LINE/DESCRIPTION
1164,740,51,18,"15,00",LINE/QUANTITY
1309,740,82,19,"2.010,00",LINE/PRICE
1470,740,23,16,30,LINE/SUB_TOTAL
1501,740,63,18,"150,00",LINE/SUB_TOTAL
55,776,86,20,Gemini,SUPPLIER
149,776,113,20,Furniture,SUPPLIER
56,810,36,16,317,ADDRESS
97,810,83,16,Fairchild,ADDRESS
187,810,23,16,Dr,ADDRESS
555,805,74,17,Grande,LINE/DESCRIPTION
635,805,78,17,armoire,LINE/DESCRIPTION
1163,802,52,29,"36,00",LINE/QUANTITY
1318,806,64,19,"800,00",LINE/PRICE
1470,806,23,16,28,LINE/SUB_TOTAL
1500,806,64,19,"800,00",LINE/SUB_TOTAL
56,835,80,16,Fairfield,ADDRESS
143,848,2,6,",",ADDRESS
150,835,60,16,94535,ADDRESS
56,860,64,16,+1312,ADDRESS
126,860,36,16,349,ADDRESS
167,860,48,16,2324,ADDRESS
596,871,3,3,.,LINE/DESCRIPTION
54,885,165,20,john.b@tech.info,ADDRESS
555,871,69,17,Chaise,LINE/DESCRIPTION
631,871,24,17,de,LINE/DESCRIPTION
662,872,69,16,bureau,LINE/DESCRIPTION
1169,872,41,19,"8,00",LINE/QUANTITY
1324,872,52,19,"55,00",LINE/PRICE
1485,872,64,19,"440,00",LINE/SUB_TOTAL
1158,965,71,17,TOTAL,O
1236,965,28,16,HT,O
1393,966,23,16,92,TOTAL_UNTAXED
1423,966,64,18,"890,00",TOTAL_UNTAXED
1494,965,14,17,€,TOTAL_UNTAXED
1175,1031,70,17,TAXES,O
1394,1032,22,15,12,TAX_AMOUNT
1423,1032,64,19,"548,00",TAX_AMOUNT
1494,1031,14,17,€,TAX_AMOUNT
1152,1096,71,17,TOTAL,O
1229,1096,41,17,TTC,O
1388,1097,33,16,105,TOTAL_AMOUNT
1428,1097,65,19,"438,00",TOTAL_AMOUNT
1500,1096,14,17,€,TOTAL_AMOUNT
533,1642,78,20,Arégler,O
616,1644,60,14,avant:,O
681,1642,114,16,2018-06-02,INVOICE_DUE_DATE
533,1674,111,16,Commandé,O
649,1679,37,15,par:,O
691,1674,45,16,John,O
742,1674,38,16,Doe,O
63,1936,36,16,Nos,O
105,1936,124,16,coordonnées,O
235,1936,92,16,bancaires,O
63,1960,73,20,Banque,O
63,1985,23,16,N°,O
91,1985,23,16,de,O
120,1987,72,17,compte,O
63,2010,135,16,57657656576,O
63,2035,50,16,Swift,O
63,2060,71,16,SF7575,O
