left,top,width,height,text,label
1247,51,332,54,FACTURE,O
1079,326,29,20,N°,O
1115,326,91,20,Facture,O
1212,326,16,20,#,O
1234,336,8,4,-,O
1249,326,239,22,FA10/2017/015537,NUMBER
527,333,92,20,Facturé,O
626,333,25,20,a:,O
1079,355,29,20,N°,O
1115,355,33,20,BC,O
1154,355,15,20,#,O
1175,365,8,4,-,O
1191,355,110,20,BC03578,PO_NUMBER
526,376,176,25,YourCompany,O
526,411,43,19,250,O
575,411,111,19,Executive,O
693,411,52,19,Park,O
751,411,49,19,Blvd,O
1079,412,57,20,Date,O
1143,422,7,4,-,O
1158,412,142,20,2017-12-10,INVOICE_DATE
526,439,40,19,San,O
573,439,107,19,Francisco,O
687,454,4,8,",",O
698,439,71,19,94134,O
527,469,27,18,+1,O
561,467,56,24,(650),O
623,468,109,19,555-0111,O
556,602,55,30,Détail,O
1173,602,38,30,até,O
1329,606,49,17,Taux,O
1499,606,39,16,Prix,O
555,673,81,17,Armoire,LINE/DESCRIPTION
643,677,46,13,avec,LINE/DESCRIPTION
697,674,63,20,portes,LINE/DESCRIPTION
1168,674,52,19,"58,00",LINE/QUANTITY
1322,674,64,18,"120,50",LINE/PRICE
1477,674,11,16,6,LINE/SUB_TOTAL
1494,674,65,19,"989,00",LINE/SUB_TOTAL
555,739,125,21,Assemblage,LINE/DESCRIPTION
686,739,24,17,de,LINE/DESCRIPTION
718,739,75,17,Cuisine,LINE/DESCRIPTION
800,739,76,21,(Etapes,LINE/DESCRIPTION
884,739,127,21,Importantes),LINE/DESCRIPTION
1168,740,52,19,"18,00",LINE/QUANTITY
1321,740,65,18,"420,00",LINE/PRICE
1477,740,11,15,7,LINE/SUB_TOTAL
1494,740,65,19,"560,00",LINE/SUB_TOTAL
55,776,45,20,The,SUPPLIER
106,776,95,20,Jackson,SUPPLIER
208,776,76,24,Group,SUPPLIER
57,810,47,16,1611,ADDRESS
110,810,60,19,Peony,ADDRESS
175,810,24,16,Dr,ADDRESS
55,835,55,20,Tracy,ADDRESS
115,848,3,6,",",ADDRESS
124,835,60,16,95377,ADDRESS
1163,833,70,17,TOTAL,O
1241,833,27,16,HT,O
1398,834,22,15,14,TOTAL_UNTAXED
1427,834,65,19,"549,00",TOTAL_UNTAXED
1498,833,14,17,€,TOTAL_UNTAXED
56,859,151,20,(334)-502-1024,ADDRESS
54,881,308,28,jackson.group82@example.com,ADDRESS
1180,882,70,38,TAXES,O
1403,900,82,19,"2210,90",TAX_AMOUNT
1493,899,14,17,€,TAX_AMOUNT
1156,965,71,17,TOTAL,O
1233,965,41,17,TTC,O
1398,966,22,16,16,TOTAL_AMOUNT
1427,966,65,19,"759,90",TOTAL_AMOUNT
1498,965,14,17,€,TOTAL_AMOUNT
533,1642,78,20,Arégler,O
616,1644,60,14,avant:,O
681,1642,114,16,2017-11-12,INVOICE_DUE_DATE
533,1674,111,16,Commandé,O
649,1679,37,15,par:,O
691,1674,45,16,John,O
742,1674,38,16,Doe,O
63,1936,36,16,Nos,O
105,1936,124,16,coordonnées,O
235,1936,92,16,bancaires,O
63,1960,73,20,Banque,O
63,1985,23,16,N°,O
91,1985,23,16,de,O
120,1987,72,17,compte,O
63,2010,135,16,57657656576,O
63,2035,50,16,Swift,O
63,2060,71,16,SF7575,O
