left,top,width,height,text,label
951,69,74,26,Ready,SUPPLIER
1034,70,47,20,Mat,SUPPLIER
950,113,63,20,7500,ADDRESS
1020,113,28,20,W,ADDRESS
1056,112,64,21,Linne,ADDRESS
1129,112,59,21,Road,ADDRESS
80,124,218,52,FACTU,O
310,124,75,51,RE,O
949,155,69,25,Tracy,ADDRESS
1032,155,30,20,CA,ADDRESS
1070,155,79,20,95304,ADDRESS
951,192,60,25,Etats,ADDRESS
1020,196,52,21,Unis,ADDRESS
77,317,92,20,Facturé,O
177,317,11,20,a,O
555,317,58,20,Date,O
883,317,92,20,Facture,O
983,317,29,20,N°,O
1285,317,106,20,Monrant,O
1399,317,11,20,a,O
1419,316,71,26,régler,O
75,359,177,25,YourCompany,O
555,364,43,15,nov,INVOICE_DATE
606,359,35,24,"30,",INVOICE_DATE
649,359,63,20,2017,INVOICE_DATE
883,358,248,22,FA11/2017/071332,NUMBER
1285,359,29,20,95,O
1322,359,86,24,"707,30",O
1414,359,15,20,€,O
76,401,47,20,250,O
131,400,118,21,Executive,O
258,400,54,21,Park,O
321,400,51,21,Blvd,O
555,423,128,21,Gaede,O
883,424,39,20,ae,O
77,443,79,20,94134,O
163,443,42,20,San,O
214,443,115,20,Francisco,O
576,430,37,14,are,O
642,430,114,14,crecneance,O
899,430,107,14,ererence,O
554,465,42,21,déc,INVOICE_DUE_DATE
604,466,36,23,"30,",INVOICE_DUE_DATE
648,466,62,20,2017,INVOICE_DUE_DATE
883,466,115,20,BCO3138,PO_NUMBER
77,486,82,20,France,O
77,646,180,20,DESCRIPTION,O
1173,646,33,20,PU,O
1356,646,53,24,QTE,O
1442,646,156,20,SOUS-TOTA,O
76,732,159,21,Combinaison,LINE/DESCRIPTION
243,732,28,21,de,LINE/DESCRIPTION
280,732,83,21,bureau,LINE/DESCRIPTION
1121,733,85,24,"300,00",LINE/QUANTITY
1341,733,69,24,"97,00",LINE/PRICE
1469,733,30,20,29,LINE/SUB_TOTAL
1509,733,83,24,"100,00",LINE/SUB_TOTAL
77,821,86,20,Bureau,LINE/DESCRIPTION
172,820,190,26,personnalisable,LINE/DESCRIPTION
1121,821,85,24,"500,00",LINE/QUANTITY
1341,821,69,24,"96,00",LINE/PRICE
1468,821,31,20,48,LINE/SUB_TOTAL
1506,821,86,24,"000,00",LINE/SUB_TOTAL
75,908,101,21,Armoire,LINE/DESCRIPTION
184,914,54,15,avec,LINE/DESCRIPTION
246,910,77,24,portes,LINE/DESCRIPTION
1122,909,84,24,"120,50",LINE/QUANTITY
1340,909,70,24,"46,00",LINE/PRICE
1485,909,13,20,5,LINE/SUB_TOTAL
1507,909,85,23,"543,00",LINE/SUB_TOTAL
998,1694,62,21,Total,O
1070,1695,35,20,HT,O
1400,1695,30,20,82,TOTAL_UNTAXED
1438,1695,107,24,"643,00",TOTAL_UNTAXED
1533,1690,15,35,€,TOTAL_UNTAXED
1033,1783,71,20,Taxes,O
1384,1783,46,20,+13,TAX_AMOUNT
1438,1783,107,23,"064,30",TAX_AMOUNT
1534,1778,16,35,€,TAX_AMOUNT
984,1872,62,21,Total,O
1054,1873,51,20,TTC,O
1401,1873,29,20,95,TOTAL_AMOUNT
1438,1873,107,23,"707,30",TOTAL_AMOUNT
1531,1868,18,35,€,TOTAL_AMOUNT
1011,1966,18,20,A,O
1037,1971,67,20,payer,O
1401,1966,29,20,95,O
1439,1966,85,23,"707,30",O
1530,1966,15,20,€,O
