left,top,width,height,text,label
80,124,305,52,FACTURE,O
77,317,92,20,Facturé,O
177,317,11,20,a,O
75,358,46,21,The,O
128,358,96,21,Jackson,O
232,359,76,25,Group,O
78,401,61,20,1611,O
148,401,74,25,Peony,O
231,401,29,20,Dr,O
75,443,69,25,Tracy,O
151,443,37,20,CA,O
196,443,78,20,95377,O
77,481,60,25,Etats,O
146,485,52,21,Unis,O
77,646,180,20,DESCRIPTION,O
77,733,134,20,Restaurant,LINE/DESCRIPTION
77,820,99,26,Flipover,LINE/DESCRIPTION
75,908,101,21,Armoire,LINE/DESCRIPTION
184,914,54,15,avec,LINE/DESCRIPTION
246,910,77,24,portes,LINE/DESCRIPTION
972,69,73,21,Wood,SUPPLIER
1054,70,86,20,Corner,SUPPLIER
975,113,61,20,1839,ADDRESS
1043,112,72,21,Arbor,ADDRESS
1121,113,57,25,Way,ADDRESS
972,154,93,21,Turlock,ADDRESS
1072,155,37,20,CA,ADDRESS
1117,155,79,20,95380,ADDRESS
974,192,60,25,Etats,ADDRESS
1043,196,52,21,Unis,ADDRESS
480,317,57,20,Date,O
830,317,92,20,Facture,O
931,317,29,20,N°,O
1261,317,105,20,Monrant,O
1374,316,11,21,a,O
1394,316,71,26,régler,O
477,358,28,26,jul,INVOICE_DATE
514,359,36,24,"26,",INVOICE_DATE
558,359,63,20,2018,INVOICE_DATE
830,358,248,22,FA07/2018/089820,NUMBER
1260,359,30,20,53,O
1299,359,83,24,"135,35",O
1389,359,15,20,€,O
480,424,57,20,Date,O
545,423,136,21,d'écheance,O
830,424,123,20,Reference,O
477,465,28,26,jul,INVOICE_DUE_DATE
514,466,36,24,"26,",INVOICE_DUE_DATE
558,466,62,20,2018,INVOICE_DUE_DATE
830,466,116,20,BC04074,PO_NUMBER
1173,646,33,20,PU,O
1356,646,53,24,QTE,O
1442,646,156,20,SOUS-TOTA,O
1154,733,53,23,"8,00",LINE/QUANTITY
1341,733,69,24,"92,00",LINE/PRICE
1506,733,85,24,"736,00",LINE/SUB_TOTAL
1101,821,106,24,"1700,00",LINE/QUANTITY
1341,821,69,24,"23,00",LINE/PRICE
1469,821,30,20,39,LINE/SUB_TOTAL
1509,821,83,24,"100,00",LINE/SUB_TOTAL
1122,909,84,24,"120,50",LINE/QUANTITY
1341,908,69,25,"83,00",LINE/PRICE
1471,909,28,20,10,LINE/SUB_TOTAL
1506,909,86,24,"001,50",LINE/SUB_TOTAL
1017,1694,62,21,Total,O
1089,1695,35,20,HT,O
1400,1695,30,20,49,TOTAL_UNTAXED
1438,1695,107,24,"837,50",TOTAL_UNTAXED
1531,1689,18,36,€,TOTAL_UNTAXED
1053,1783,70,20,Taxes,O
1400,1783,30,20,+3,TAX_AMOUNT
1438,1783,84,24,"297,85",TAX_AMOUNT
1530,1783,15,20,€,TAX_AMOUNT
1004,1872,61,21,Total,O
1073,1873,51,20,TTC,O
1401,1873,29,20,53,TOTAL_AMOUNT
1440,1873,105,23,"135,35€",TOTAL_AMOUNT
1030,1966,19,20,A,O
1056,1971,68,20,payer,O
1401,1966,29,20,53,O
1440,1966,105,24,"135,35€",O
