left,top,width,height,text,label
888,70,61,20,Deco,O
956,69,80,21,Addict,SUPPLIER
887,113,30,20,77,O
924,113,67,20,Santa,ADDRESS
1001,112,95,21,Barbara,ADDRESS
1106,112,29,21,Rd,ADDRESS
80,124,171,52,FACT,O
258,125,40,51,U,O
310,124,37,51,R,O
354,125,31,50,E,O
888,154,103,21,Pleasant,ADDRESS
999,154,38,21,Hill,ADDRESS
1046,155,37,20,CA,ADDRESS
1091,155,78,20,94523,ADDRESS
888,192,60,25,Etats,ADDRESS
957,196,52,21,Unis,ADDRESS
77,317,92,20,Facturé,O
177,317,11,20,a,O
524,317,57,20,Date,O
860,317,92,20,Facture,O
961,317,29,20,N°,O
1275,317,105,20,Monrant,O
1388,317,11,20,a,O
1408,316,71,26,régler,O
77,358,92,21,Lumber,O
178,359,34,20,Inc,O
523,364,44,15,nov,INVOICE_DATE
576,359,34,23,"14,",INVOICE_DATE
618,359,63,20,2017,INVOICE_DATE
860,358,247,22,FA11/2017/054281,NUMBER
1275,359,45,20,177,O
1328,359,85,24,"840,00",O
1421,359,15,20,€,O
78,401,61,20,1337,O
148,401,16,20,N,O
173,401,42,20,San,O
223,400,94,26,Joaquin,O
325,401,24,20,St,O
524,423,127,21,Sueaiech,O
860,424,39,20,aug,O
76,442,108,21,Stockton,O
192,443,37,20,CA,O
236,443,79,20,95202,O
544,430,37,14,ate,O
611,429,114,15,d'écheance,O
877,429,106,15,eference,O
82,481,6,3,;,O
182,485,3,4,.,O
522,465,42,21,déc,INVOICE_DUE_DATE
572,466,36,23,"29,",INVOICE_DUE_DATE
616,466,63,20,2017,INVOICE_DUE_DATE
860,466,115,20,BCO3181,PO_NUMBER
77,486,60,20,Etats,O
146,486,52,20,Unis,O
77,646,180,20,DESCRIPTION,O
1173,646,33,20,PU,O
1356,646,53,24,QTE,O
1442,646,156,20,SOUS-TOTA,O
77,728,65,35,Hotel,LINE/DESCRIPTION
1120,733,86,24,"400,00",LINE/QUANTITY
1342,733,68,24,"10,00",LINE/PRICE
1484,733,108,23,"4000,00",LINE/SUB_TOTAL
76,820,90,21,Grande,LINE/DESCRIPTION
174,820,95,21,armoire,LINE/DESCRIPTION
1120,821,86,24,"800,00",LINE/QUANTITY
1341,821,69,23,"64,00",LINE/PRICE
1469,821,30,20,51,LINE/SUB_TOTAL
1507,821,85,24,"200,00",LINE/SUB_TOTAL
76,908,91,26,Canapé,LINE/DESCRIPTION
175,908,55,21,trois,LINE/DESCRIPTION
238,908,74,26,places,LINE/DESCRIPTION
1101,909,106,24,"1000,00",LINE/QUANTITY
1341,909,69,24,"93,00",LINE/PRICE
1470,909,29,20,93,LINE/SUB_TOTAL
1506,909,86,24,"000,00",LINE/SUB_TOTAL
997,1694,61,21,Total,O
1068,1695,35,20,HT,O
1384,1695,45,20,148,TOTAL_UNTAXED
1437,1695,85,24,"200,00",TOTAL_UNTAXED
1530,1695,15,20,€,TOTAL_UNTAXED
1032,1783,70,20,Taxes,O
1384,1783,46,20,+29,TAX_AMOUNT
1438,1783,107,24,"640,00",TAX_AMOUNT
1534,1778,16,35,€,TAX_AMOUNT
983,1872,61,21,Total,O
1052,1873,51,20,TTC,O
1384,1873,45,20,177,TOTAL_AMOUNT
1437,1873,85,24,"840,00",TOTAL_AMOUNT
1530,1873,15,20,€,TOTAL_AMOUNT
1009,1966,18,20,A,O
1035,1971,68,20,payer,O
1384,1966,45,20,177,O
1437,1966,85,24,"840,00",O
1530,1966,15,20,€,O
