left,top,width,height,text,label
80,124,305,52,FACTURE,O
77,317,92,20,Facturé,O
177,317,11,20,a,O
75,359,177,25,YourCompany,O
76,401,47,20,250,O
131,400,118,21,Executive,O
258,400,54,21,Park,O
321,400,51,21,Blvd,O
77,443,79,20,94134,O
163,443,42,20,San,O
214,443,115,20,Francisco,O
77,486,82,20,France,O
77,646,180,20,DESCRIPTION,O
76,732,81,21,Chaise,LINE/DESCRIPTION
164,732,29,21,de,LINE/DESCRIPTION
201,732,84,21,bureau,LINE/DESCRIPTION
76,820,91,26,Canapé,LINE/DESCRIPTION
175,820,55,21,trois,LINE/DESCRIPTION
238,820,74,26,places,LINE/DESCRIPTION
77,909,83,25,Espace,LINE/DESCRIPTION
167,908,29,21,de,LINE/DESCRIPTION
203,908,76,21,travail,LINE/DESCRIPTION
289,908,116,21,individuel,LINE/DESCRIPTION
77,997,83,25,Espace,LINE/DESCRIPTION
167,996,29,21,de,LINE/DESCRIPTION
203,996,76,21,travail,LINE/DESCRIPTION
289,996,116,21,individuel,LINE/DESCRIPTION
77,1085,134,20,Restaurant,LINE/DESCRIPTION
76,1172,90,21,Grande,LINE/DESCRIPTION
174,1172,95,21,armoire,LINE/DESCRIPTION
76,1260,91,26,Canapé,LINE/DESCRIPTION
175,1260,55,21,trois,LINE/DESCRIPTION
238,1260,74,26,places,LINE/DESCRIPTION
76,1348,90,21,Grande,LINE/DESCRIPTION
174,1348,95,21,armoire,LINE/DESCRIPTION
844,70,61,20,Marc,O
914,70,71,20,Demo,SUPPLIER
843,113,62,20,3575,O
914,113,75,20,Buena,ADDRESS
996,112,61,21,Vista,ADDRESS
1065,113,92,20,Avenue,ADDRESS
844,155,88,25,Eugene,O
939,155,58,20,COR,ADDRESS
1006,155,78,20,97401,ADDRESS
844,192,60,25,Etats,O
913,196,52,21,Unis,ADDRESS
555,317,58,20,Date,O
883,317,92,20,Facture,O
983,317,29,20,N°,O
1285,317,106,20,Monrant,O
1399,317,11,20,a,O
1419,316,71,26,régler,O
552,358,37,26,jan,INVOICE_DATE
597,359,36,24,"30,",INVOICE_DATE
641,359,62,20,2022,INVOICE_DATE
883,358,248,22,FA01/2022/025906,NUMBER
1284,359,46,20,205,O
1339,359,84,23,"692,18",O
1431,359,16,20,€,O
555,424,58,20,Date,O
620,423,136,21,d'écheance,O
883,424,123,20,Reference,O
554,471,38,15,avr,INVOICE_DUE_DATE
600,466,36,24,"30,",INVOICE_DUE_DATE
644,466,63,20,2022,INVOICE_DUE_DATE
883,466,114,20,BCO3115,PO_NUMBER
1173,646,33,20,PU,O
1356,646,53,24,QTE,O
1442,646,156,20,SOUS-TOTA,O
1139,733,68,24,"55,00",LINE/QUANTITY
1341,733,69,24,"59,00",LINE/PRICE
1485,733,13,20,3,LINE/SUB_TOTAL
1506,733,86,23,"245,00",LINE/SUB_TOTAL
1101,821,106,24,"1.000,00",LINE/QUANTITY
1341,820,69,25,"83,00",LINE/PRICE
1469,821,30,20,83,LINE/SUB_TOTAL
1506,821,86,24,"000,00",LINE/SUB_TOTAL
1120,909,86,24,"876,00",LINE/QUANTITY
1356,909,53,24,"7,00",LINE/PRICE
1485,909,13,20,6,LINE/SUB_TOTAL
1508,909,84,23,"132,00",LINE/SUB_TOTAL
1120,997,86,24,"876,00",LINE/QUANTITY
1342,997,68,23,"14,00",LINE/PRICE
1471,997,28,20,12,LINE/SUB_TOTAL
1507,997,85,24,"264,00",LINE/SUB_TOTAL
1154,1085,53,23,"8,00",LINE/QUANTITY
1341,1085,69,23,"74,00",LINE/PRICE
1506,1085,85,24,"592,00",LINE/SUB_TOTAL
1120,1173,86,24,"800,00",LINE/QUANTITY
1342,1173,68,24,"18,00",LINE/PRICE
1471,1173,29,20,14,LINE/SUB_TOTAL
1506,1173,86,24,"400,00",LINE/SUB_TOTAL
1101,1261,106,24,"1.000,00",LINE/QUANTITY
1342,1261,68,24,"10,00",LINE/PRICE
1471,1261,28,20,10,LINE/SUB_TOTAL
1506,1261,86,24,"000,00",LINE/SUB_TOTAL
1120,1349,86,24,"800,00",LINE/QUANTITY
1341,1349,69,24,"55,00",LINE/PRICE
1468,1349,32,20,44,LINE/SUB_TOTAL
1506,1349,86,24,"000,00",LINE/SUB_TOTAL
997,1694,61,21,Total,O
1068,1695,35,20,HT,O
1384,1695,45,20,173,TOTAL_UNTAXED
1437,1695,85,24,"633,00",TOTAL_UNTAXED
1530,1695,15,20,€,TOTAL_UNTAXED
1032,1783,70,20,Taxes,O
1384,1783,46,20,+32,TAX_AMOUNT
1438,1783,85,24,"059,18",TAX_AMOUNT
1530,1783,15,20,€,TAX_AMOUNT
983,1872,61,21,Total,O
1052,1873,51,20,TTC,O
1383,1873,45,20,205,TOTAL_AMOUNT
1437,1873,85,24,"692,18",TOTAL_AMOUNT
1530,1873,15,20,€,TOTAL_AMOUNT
1009,1966,18,20,A,O
1035,1971,68,20,payer,O
1383,1966,45,20,205,O
1437,1966,85,24,"692,18",O
1530,1966,15,20,€,O
