left,top,width,height,text,label
80,124,305,52,FACTURE,O
77,317,92,20,Facturé,O
177,317,11,20,a,O
75,359,72,20,Azure,O
157,358,91,21,Interior,O
75,401,64,20,4557,O
148,401,32,20,De,O
188,400,55,21,Silva,O
251,401,24,20,St,O
77,443,104,20,Fremont,O
188,443,37,20,CA,O
233,443,78,20,94538,O
483,317,58,20,Date,O
480,358,37,26,jan,INVOICE_DATE
524,359,37,23,"03,",INVOICE_DATE
569,359,61,20,2015,INVOICE_DATE
483,424,58,20,Date,O
548,423,136,21,d'écheance,O
954,69,46,21,The,SUPPLIER
1007,69,96,21,Jackson,SUPPLIER
1111,70,77,25,Group,SUPPLIER
482,471,38,15,avr,INVOICE_DUE_DATE
527,466,37,24,"03,",INVOICE_DUE_DATE
572,466,62,20,2015,INVOICE_DUE_DATE
77,481,60,25,Etats,O
146,485,52,21,Unis,O
77,646,180,20,DESCRIPTION,O
76,732,90,21,Grande,LINE/DESCRIPTION
173,732,61,21,table,LINE/DESCRIPTION
241,732,29,21,de,LINE/DESCRIPTION
278,732,92,21,réunion,LINE/DESCRIPTION
77,821,86,20,Bureau,LINE/DESCRIPTION
171,820,86,26,d'angle,LINE/DESCRIPTION
265,820,56,21,assis,LINE/DESCRIPTION
329,820,11,21,a,LINE/DESCRIPTION
348,820,73,21,droite,LINE/DESCRIPTION
76,908,91,26,Canapé,LINE/DESCRIPTION
175,908,55,21,trois,LINE/DESCRIPTION
238,908,74,26,places,LINE/DESCRIPTION
75,996,69,21,Tiroir,LINE/DESCRIPTION
76,1085,97,25,Support,LINE/DESCRIPTION
180,1084,29,21,de,LINE/DESCRIPTION
217,1084,83,21,bureau,LINE/DESCRIPTION
309,1090,55,15,avec,LINE/DESCRIPTION
371,1084,66,21,écran,LINE/DESCRIPTION
75,1172,129,21,Architecte,LINE/DESCRIPTION
211,1172,77,21,Junior,LINE/DESCRIPTION
295,1171,149,26,(Facturation,LINE/DESCRIPTION
452,1178,38,15,sur,LINE/DESCRIPTION
498,1172,91,21,Feuilles,LINE/DESCRIPTION
597,1172,28,21,de,LINE/DESCRIPTION
632,1171,88,27,Temps),LINE/DESCRIPTION
77,1261,86,20,Bureau,LINE/DESCRIPTION
172,1260,190,26,personnalisable,LINE/DESCRIPTION
957,113,61,20,1611,ADDRESS
1027,113,75,25,Peony,ADDRESS
1110,113,29,20,Dr,ADDRESS
954,155,69,25,Tracy,ADDRESS
1030,155,37,20,CA,ADDRESS
1075,155,79,20,95377,ADDRESS
956,192,61,25,Etats,ADDRESS
1025,196,53,21,Unis,ADDRESS
833,317,92,20,Facture,O
934,317,29,20,N°,O
1262,317,106,20,Monrant,O
1376,317,11,20,a,O
1396,316,71,26,régler,O
833,358,248,22,FA01/2015/086852,NUMBER
1261,359,46,20,652,O
1316,359,85,24,"546,00",O
1408,359,16,20,€,O
834,424,122,20,Reference,O
833,466,116,20,BC01326,PO_NUMBER
1173,646,33,20,PU,O
1356,646,53,24,QTE,O
1442,646,156,20,SOUS-TOTA,O
1099,733,15,20,4,LINE/QUANTITY
1122,733,85,24,"500,00",LINE/QUANTITY
1341,733,69,24,"63,00",LINE/PRICE
1451,733,140,23,"283500,00",LINE/SUB_TOTAL
1121,821,85,24,"600,00",LINE/QUANTITY
1340,821,70,23,"44,00",LINE/PRICE
1469,821,30,20,26,LINE/SUB_TOTAL
1506,821,86,24,"400,00",LINE/SUB_TOTAL
1101,909,106,24,"1000,00",LINE/QUANTITY
1341,909,69,24,"22,00",LINE/PRICE
1469,909,30,20,22,LINE/SUB_TOTAL
1506,909,86,24,"000,00",LINE/SUB_TOTAL
1122,997,84,24,"100,00",LINE/QUANTITY
1341,997,69,24,"31,00",LINE/PRICE
1485,997,13,20,3,LINE/SUB_TOTAL
1508,997,84,23,"100,00",LINE/SUB_TOTAL
1100,1085,107,24,"2.010,00",LINE/QUANTITY
1341,1085,69,23,"94,00",LINE/PRICE
1453,1085,138,23,"188940,00",LINE/SUB_TOTAL
1138,1173,69,24,"85,00",LINE/QUANTITY
1341,1173,69,24,"63,00",LINE/PRICE
1485,1173,13,20,5,LINE/SUB_TOTAL
1507,1173,85,23,"355,00",LINE/SUB_TOTAL
1121,1261,85,24,"500,00",LINE/QUANTITY
1341,1261,69,24,"93,00",LINE/PRICE
1468,1261,31,20,46,LINE/SUB_TOTAL
1507,1261,85,24,"500,00",LINE/SUB_TOTAL
997,1694,61,21,Total,O
1068,1695,35,20,HT,O
1383,1695,45,20,575,TOTAL_UNTAXED
1437,1695,85,24,"795,00",TOTAL_UNTAXED
1530,1695,15,20,€,TOTAL_UNTAXED
1032,1783,70,20,Taxes,O
1384,1783,46,20,+76,TAX_AMOUNT
1438,1783,107,24,"751,00",TAX_AMOUNT
1531,1778,19,35,€,TAX_AMOUNT
983,1872,61,21,Total,O
1052,1873,51,20,TTC,O
1383,1873,46,20,652,TOTAL_AMOUNT
1438,1873,84,24,"546,00",TOTAL_AMOUNT
1530,1873,15,20,€,TOTAL_AMOUNT
1009,1966,18,20,A,O
1035,1971,68,20,payer,O
1383,1966,46,20,652,O
1438,1966,84,24,"546,00",O
1530,1966,15,20,€,O
