left,top,width,height,text,label
82,51,184,26,YourCompany,O
1366,55,139,34,FACTU,O
1511,55,50,33,RE,O
83,93,48,21,250,O
139,93,123,21,Executive,O
270,93,58,21,Park,O
335,93,55,21,Blvd,O
84,136,80,21,94134,O
170,136,45,22,San,O
224,136,119,21,Francisco,O
84,179,85,21,France,O
889,163,288,36,FACTU/2015/04/0053,NUMBER
1313,168,151,23,07/04/2015,INVOICE_DATE
84,316,76,21,Azure,SUPPLIER
168,316,96,21,Interior,SUPPLIER
84,358,65,22,4557,ADDRESS
157,358,34,21,De,ADDRESS
198,358,59,21,Silva,ADDRESS
264,358,25,21,St,ADDRESS
86,401,107,21,Fremont,ADDRESS
200,401,39,21,CA,ADDRESS
246,401,80,21,94538,ADDRESS
86,439,63,26,Etats,ADDRESS
157,444,54,21,Unis,ADDRESS
82,520,1489,87,ee,O
1409,516,162,121,oe,LINE/SUB_TOTAL
107,643,77,26,Dépot,LINE/DESCRIPTION
1393,643,14,21,5,LINE/SUB_TOTAL
1416,643,87,25,"380,50",LINE/SUB_TOTAL
1508,643,16,21,€,LINE/SUB_TOTAL
107,730,89,21,Bureau,LINE/DESCRIPTION
205,736,58,20,pour,LINE/DESCRIPTION
269,732,84,24,quatre,LINE/DESCRIPTION
361,736,129,20,personnes,LINE/DESCRIPTION
1378,730,45,21,135,LINE/SUB_TOTAL
1431,730,87,25,"000,00",LINE/SUB_TOTAL
1525,730,16,21,€,LINE/SUB_TOTAL
107,817,110,21,Poubelle,LINE/DESCRIPTION
224,817,12,21,a,LINE/DESCRIPTION
245,817,83,26,pédale,LINE/DESCRIPTION
1404,817,87,25,"504,00",LINE/SUB_TOTAL
1498,817,15,21,€,LINE/SUB_TOTAL
101,899,75,37,Tiroir,LINE/DESCRIPTION
1395,904,129,25,"1700,00€",LINE/SUB_TOTAL
360,974,87,24,Merci,O
448,981,72,23,pour,O
526,976,76,23,votre,O
608,974,104,24,fidélité,O
717,975,11,23,!,O
1230,987,121,27,TOTAL:,O
1364,987,58,26,142,TOTAL_AMOUNT
1431,987,109,31,"584,50",TOTAL_AMOUNT
1548,987,20,27,€,TOTAL_AMOUNT
