left,top,width,height,text,label
82,51,184,26,YourCompany,O
1366,55,139,34,FACTU,O
1511,55,50,33,RE,O
83,93,48,21,250,O
139,93,123,21,Executive,O
270,93,58,21,Park,O
335,93,55,21,Blvd,O
84,136,80,21,94134,O
170,136,45,22,San,O
224,136,119,21,Francisco,O
84,179,85,21,France,O
889,168,288,23,FACTU/2015/03/0050,NUMBER
1313,168,151,23,22/03/2015,INVOICE_DATE
86,316,95,21,Biotech,SUPPLIER
85,358,47,21,215,ADDRESS
139,358,58,21,Vine,ADDRESS
204,358,25,22,St,ADDRESS
85,401,112,21,Scranton,ADDRESS
206,401,36,21,PA,ADDRESS
250,401,79,22,18503,ADDRESS
86,439,63,26,Etats,ADDRESS
157,444,54,21,Unis,ADDRESS
107,643,89,21,Bureau,LINE/DESCRIPTION
205,649,58,20,pour,LINE/DESCRIPTION
269,645,84,24,quatre,LINE/DESCRIPTION
361,649,129,20,personnes,LINE/DESCRIPTION
1384,643,32,21,54,LINE/SUB_TOTAL
1422,643,88,25,"000,00",LINE/SUB_TOTAL
1517,643,16,21,€,LINE/SUB_TOTAL
106,730,93,21,Grande,LINE/DESCRIPTION
206,730,64,21,table,LINE/DESCRIPTION
276,730,30,21,de,LINE/DESCRIPTION
314,730,97,21,réunion,LINE/DESCRIPTION
1384,730,32,21,27,LINE/SUB_TOTAL
1422,730,88,25,"000,00",LINE/SUB_TOTAL
1517,730,16,21,€,LINE/SUB_TOTAL
106,817,84,21,Chaise,LINE/DESCRIPTION
197,817,30,21,de,LINE/DESCRIPTION
235,817,87,21,bureau,LINE/DESCRIPTION
1393,817,15,21,6,LINE/SUB_TOTAL
1415,817,87,25,"204,00",LINE/SUB_TOTAL
1508,817,16,21,€,LINE/SUB_TOTAL
107,904,84,26,Design,LINE/DESCRIPTION
199,904,134,21,d'intérieur,LINE/DESCRIPTION
339,904,83,21,virtuel,LINE/DESCRIPTION
1395,904,129,25,"1427,42€",LINE/SUB_TOTAL
107,992,89,21,Bureau,LINE/DESCRIPTION
205,992,198,26,personnalisable,LINE/DESCRIPTION
1384,992,32,21,40,LINE/SUB_TOTAL
1423,992,87,25,"200,00",LINE/SUB_TOTAL
1517,992,16,21,€,LINE/SUB_TOTAL
105,1079,135,21,Architecte,LINE/DESCRIPTION
248,1079,109,26,Principal,LINE/DESCRIPTION
366,1078,155,26,(Facturation,LINE/DESCRIPTION
528,1085,40,15,sur,LINE/DESCRIPTION
575,1079,96,21,Feuilles,LINE/DESCRIPTION
678,1079,30,21,de,LINE/DESCRIPTION
714,1078,92,27,Temps),LINE/DESCRIPTION
1394,1079,14,21,9,LINE/SUB_TOTAL
1416,1079,86,25,"360,00",LINE/SUB_TOTAL
1508,1079,16,21,€,LINE/SUB_TOTAL
107,1166,82,26,Lampe,LINE/DESCRIPTION
196,1166,30,21,de,LINE/DESCRIPTION
234,1166,87,21,bureau,LINE/DESCRIPTION
1405,1166,86,25,"168,00",LINE/SUB_TOTAL
1497,1166,16,21,€,LINE/SUB_TOTAL
105,1253,135,21,Architecte,LINE/DESCRIPTION
248,1253,109,26,Principal,LINE/DESCRIPTION
366,1252,155,27,(Facturation,LINE/DESCRIPTION
528,1259,40,15,sur,LINE/DESCRIPTION
575,1253,96,21,Feuilles,LINE/DESCRIPTION
678,1253,30,21,de,LINE/DESCRIPTION
714,1252,92,27,Temps),LINE/DESCRIPTION
1386,1253,30,21,17,LINE/SUB_TOTAL
1423,1253,87,25,"820,00",LINE/SUB_TOTAL
1517,1253,16,21,€,LINE/SUB_TOTAL
360,1323,87,24,Merci,O
448,1330,72,23,pour,O
526,1325,76,23,votre,O
608,1323,104,25,fidélité,O
718,1324,10,23,!,O
1230,1335,121,27,TOTAL:,O
1364,1335,58,26,156,TOTAL_AMOUNT
1433,1335,106,26,"179,42",TOTAL_AMOUNT
1548,1335,20,27,€,TOTAL_AMOUNT
1342,1348,9,27,ul,O
1493,1356,5,10,5,TOTAL_AMOUNT
