left,top,width,height,text,label
82,51,184,26,YourCompany,O
1366,55,139,34,FACTU,O
1511,55,50,33,RE,O
83,93,48,21,250,O
139,93,123,21,Executive,O
270,93,58,21,Park,O
335,93,55,21,Blvd,O
84,136,80,21,94134,O
170,136,45,22,San,O
224,136,119,21,Francisco,O
84,179,85,21,France,O
889,168,288,23,FACTU/2021/03/0043,NUMBER
1313,168,152,23,07/03/2021,INVOICE_DATE
84,316,76,21,Azure,SUPPLIER
168,316,96,21,Interior,SUPPLIER
84,358,65,21,4557,ADDRESS
157,358,34,21,De,ADDRESS
198,358,59,21,Silva,ADDRESS
264,358,25,21,St,ADDRESS
86,401,107,21,Fremont,ADDRESS
200,401,39,21,CA,ADDRESS
246,401,80,21,94538,ADDRESS
86,439,63,26,Etats,ADDRESS
157,444,54,21,Unis,ADDRESS
82,520,1489,87,ee,O
1409,516,162,121,oe,LINE/SUB_TOTAL
105,643,88,21,Virtual,LINE/DESCRIPTION
202,643,74,21,Home,LINE/DESCRIPTION
283,643,93,26,Staging,LINE/DESCRIPTION
1395,643,129,25,"1606,50€",LINE/SUB_TOTAL
105,730,135,21,Architecte,LINE/DESCRIPTION
248,730,109,26,Principal,LINE/DESCRIPTION
366,729,155,27,(Facturation,LINE/DESCRIPTION
528,736,40,15,sur,LINE/DESCRIPTION
575,730,96,21,Feuilles,LINE/DESCRIPTION
678,730,30,21,de,LINE/DESCRIPTION
714,729,92,27,Temps),LINE/DESCRIPTION
1386,730,30,21,16,LINE/SUB_TOTAL
1423,730,87,25,"380,00",LINE/SUB_TOTAL
1517,730,16,21,€,LINE/SUB_TOTAL
107,817,110,21,Poubelle,LINE/DESCRIPTION
224,817,12,21,a,LINE/DESCRIPTION
245,817,83,26,pédale,LINE/DESCRIPTION
1404,817,87,25,"660,00",LINE/SUB_TOTAL
1498,817,15,21,€,LINE/SUB_TOTAL
107,904,86,26,Espace,LINE/DESCRIPTION
200,904,30,21,de,LINE/DESCRIPTION
236,904,81,21,travail,LINE/DESCRIPTION
326,904,123,21,individuel,LINE/DESCRIPTION
1404,904,87,25,"924,18",LINE/SUB_TOTAL
1498,904,15,21,€,LINE/SUB_TOTAL
106,992,95,26,Canapé,LINE/DESCRIPTION
207,992,58,21,trois,LINE/DESCRIPTION
273,992,78,26,places,LINE/DESCRIPTION
1394,992,14,21,9,LINE/SUB_TOTAL
1415,992,87,25,"600,00",LINE/SUB_TOTAL
1508,992,16,21,€,LINE/SUB_TOTAL
107,1074,68,37,Hotel,LINE/DESCRIPTION
1385,1079,30,22,35,LINE/SUB_TOTAL
1423,1079,87,25,"520,00",LINE/SUB_TOTAL
1517,1079,16,21,€,LINE/SUB_TOTAL
105,1166,135,21,Architecte,LINE/DESCRIPTION
246,1166,80,21,Junior,LINE/DESCRIPTION
333,1165,155,27,(Facturation,LINE/DESCRIPTION
496,1172,39,15,sur,LINE/DESCRIPTION
542,1166,96,21,Feuilles,LINE/DESCRIPTION
645,1166,30,21,de,LINE/DESCRIPTION
681,1164,92,28,Temps),LINE/DESCRIPTION
1393,1166,15,21,6,LINE/SUB_TOTAL
1416,1166,108,25,"324,00",LINE/SUB_TOTAL
1510,1162,18,34,€,LINE/SUB_TOTAL
105,1253,135,21,Architecte,LINE/DESCRIPTION
246,1253,80,21,Junior,LINE/DESCRIPTION
333,1252,155,27,(Facturation,LINE/DESCRIPTION
496,1259,39,15,sur,LINE/DESCRIPTION
542,1253,96,21,Feuilles,LINE/DESCRIPTION
645,1253,30,21,de,LINE/DESCRIPTION
681,1252,92,27,Temps),LINE/DESCRIPTION
1393,1253,15,21,8,LINE/SUB_TOTAL
1415,1253,87,25,"466,00",LINE/SUB_TOTAL
1508,1253,16,21,€,LINE/SUB_TOTAL
107,1340,89,21,Bureau,LINE/DESCRIPTION
205,1340,198,26,personnalisable,LINE/DESCRIPTION
1393,1340,15,21,7,LINE/SUB_TOTAL
1415,1340,87,25,"800,00",LINE/SUB_TOTAL
1508,1340,16,21,€,LINE/SUB_TOTAL
107,1427,89,21,Bureau,LINE/DESCRIPTION
204,1427,90,26,d'angle,LINE/DESCRIPTION
301,1433,58,15,avec,LINE/DESCRIPTION
365,1427,64,26,siége,LINE/DESCRIPTION
436,1427,13,21,a,LINE/DESCRIPTION
456,1427,90,26,gauche,LINE/DESCRIPTION
1395,1427,129,25,"1778,40€",LINE/SUB_TOTAL
360,1497,87,24,Merci,O
448,1504,72,23,pour,O
526,1499,76,22,votre,O
608,1497,104,24,fidélité,O
717,1498,11,23,!,O
1251,1509,122,27,TOTAL:,O
1384,1509,39,27,89,TOTAL_AMOUNT
1431,1509,109,31,"059,08",TOTAL_AMOUNT
1548,1509,20,26,€,TOTAL_AMOUNT
