left,top,width,height,text,label
82,51,184,26,YourCompany,O
1366,55,139,34,FACTU,O
1511,55,50,33,RE,O
83,93,48,21,250,O
139,93,123,21,Executive,O
270,93,58,21,Park,O
335,93,55,21,Blvd,O
84,136,80,21,94134,O
170,136,45,22,San,O
224,136,119,21,Francisco,O
84,179,85,21,France,O
889,168,288,23,FACTU/2021/11/0053,NUMBER
1315,168,150,23,17/11/2021,INVOICE_DATE
86,316,95,21,Lumber,SUPPLIER
189,316,36,21,Inc,SUPPLIER
86,358,63,21,1337,ADDRESS
157,358,18,21,N,ADDRESS
183,358,44,21,San,ADDRESS
234,358,99,26,Joaquin,ADDRESS
340,358,25,21,St,ADDRESS
85,401,113,21,Stockton,ADDRESS
205,401,39,21,CA,ADDRESS
251,401,80,21,95202,ADDRESS
86,439,63,26,Etats,ADDRESS
157,444,54,21,Unis,ADDRESS
106,643,93,21,Grande,LINE/DESCRIPTION
206,643,64,21,table,LINE/DESCRIPTION
276,643,30,21,de,LINE/DESCRIPTION
314,643,97,21,réunion,LINE/DESCRIPTION
1375,643,49,21,480,LINE/SUB_TOTAL
1431,643,88,25,"600,00",LINE/SUB_TOTAL
1525,643,16,21,€,LINE/SUB_TOTAL
106,730,77,21,Grand,LINE/DESCRIPTION
192,730,87,21,bureau,LINE/DESCRIPTION
1384,730,32,21,76,LINE/SUB_TOTAL
1423,730,87,25,"381,20",LINE/SUB_TOTAL
1517,730,16,21,€,LINE/SUB_TOTAL
105,817,135,21,Architecte,LINE/DESCRIPTION
248,817,109,26,Principal,LINE/DESCRIPTION
366,816,155,27,(Facturation,LINE/DESCRIPTION
528,823,40,15,sur,LINE/DESCRIPTION
575,817,96,21,Feuilles,LINE/DESCRIPTION
678,817,30,21,de,LINE/DESCRIPTION
714,816,92,27,Temps),LINE/DESCRIPTION
1394,817,108,25,"9720,00",LINE/SUB_TOTAL
1508,817,16,21,€,LINE/SUB_TOTAL
106,904,84,21,Chaise,LINE/DESCRIPTION
197,904,30,21,de,LINE/DESCRIPTION
235,904,87,21,bureau,LINE/DESCRIPTION
330,904,65,21,noire,LINE/DESCRIPTION
1386,904,29,21,18,LINE/SUB_TOTAL
1423,904,87,25,"810,00",LINE/SUB_TOTAL
1517,904,16,21,€,LINE/SUB_TOTAL
107,987,82,26,Ecrans,LINE/DESCRIPTION
197,992,113,21,ant-bruit,LINE/DESCRIPTION
1386,992,29,21,12,LINE/SUB_TOTAL
1423,992,87,25,"628,00",LINE/SUB_TOTAL
1517,992,16,21,€,LINE/SUB_TOTAL
105,1079,71,21,Tiroir,LINE/DESCRIPTION
184,1079,50,21,noir,LINE/DESCRIPTION
1395,1079,13,21,1,LINE/SUB_TOTAL
1416,1079,86,25,"940,00",LINE/SUB_TOTAL
1508,1079,16,21,€,LINE/SUB_TOTAL
106,1166,84,21,Chaise,LINE/DESCRIPTION
197,1166,30,21,de,LINE/DESCRIPTION
235,1166,87,21,bureau,LINE/DESCRIPTION
1393,1166,14,21,5,LINE/SUB_TOTAL
1415,1166,109,25,"610,00",LINE/SUB_TOTAL
1512,1162,15,33,€,LINE/SUB_TOTAL
107,1253,89,21,Bureau,LINE/DESCRIPTION
205,1253,198,26,personnalisable,LINE/DESCRIPTION
1384,1253,31,21,43,LINE/SUB_TOTAL
1423,1253,87,25,"200,00",LINE/SUB_TOTAL
1517,1253,16,21,€,LINE/SUB_TOTAL
106,1340,84,21,Chaise,LINE/DESCRIPTION
197,1340,30,21,de,LINE/DESCRIPTION
235,1340,87,21,bureau,LINE/DESCRIPTION
1392,1340,132,25,"4158,00€",LINE/SUB_TOTAL
107,1427,89,21,Bureau,LINE/DESCRIPTION
205,1427,198,26,personnalisable,LINE/DESCRIPTION
1383,1427,33,21,46,LINE/SUB_TOTAL
1423,1427,87,25,"800,00",LINE/SUB_TOTAL
1517,1427,16,21,€,LINE/SUB_TOTAL
360,1497,87,24,Merci,O
448,1504,72,23,pour,O
526,1499,76,22,votre,O
608,1497,104,24,fidélité,O
717,1498,11,23,!,O
1230,1509,121,26,TOTAL:,O
1362,1509,60,27,699,TOTAL_AMOUNT
1431,1509,109,27,"847,20",TOTAL_AMOUNT
1548,1509,20,26,€,TOTAL_AMOUNT
1346,1530,5,5,.,O
1493,1530,5,10,’,TOTAL_AMOUNT
