left,top,width,height,text,label
82,51,184,26,YourCompany,O
1366,55,195,34,FACTURE,O
83,93,48,21,250,O
139,93,123,21,Executive,O
270,93,58,21,Park,O
335,93,55,21,Blvd,O
84,136,80,21,94134,O
170,136,45,22,San,O
224,136,119,21,Francisco,O
84,179,85,21,France,O
889,168,289,23,FACTU/2019/03/0054,NUMBER
1315,168,150,23,18/03/2019,INVOICE_DATE
84,316,47,21,The,SUPPLIER
138,316,100,21,Jackson,SUPPLIER
245,316,80,26,Group,SUPPLIER
86,358,63,21,1611,ADDRESS
157,358,79,26,Peony,ADDRESS
243,358,31,21,Dr,ADDRESS
84,401,72,26,Tracy,ADDRESS
162,401,39,21,CA,ADDRESS
208,401,80,21,95377,ADDRESS
86,439,63,26,Etats,ADDRESS
157,444,54,22,Unis,ADDRESS
107,643,66,21,Boite,LINE/DESCRIPTION
180,643,30,21,de,LINE/DESCRIPTION
218,645,137,24,rangement,LINE/DESCRIPTION
1404,643,87,25,"856,80",LINE/SUB_TOTAL
1498,643,15,21,€,LINE/SUB_TOTAL
360,713,87,24,Merci,O
448,720,72,23,pour,O
526,715,76,23,votre,O
608,713,104,25,fidélité,O
717,714,11,23,!,O
1299,725,122,27,TOTAL:,O
1432,725,109,31,"856,80",TOTAL_AMOUNT
1548,725,20,27,€,TOTAL_AMOUNT
