left,top,width,height,text,label
1416,52,153,26,FACTURE,O
1296,190,274,23,INV/10/2016/016766,NUMBER
109,233,77,26,Ready,SUPPLIER
194,234,50,20,Mat,SUPPLIER
1302,236,59,20,Date,O
108,276,63,20,7500,ADDRESS
177,276,29,20,W,ADDRESS
213,275,67,21,Linne,ADDRESS
288,275,62,21,Road,ADDRESS
1107,257,59,20,a,O
1262,276,140,21,d'échéance,O
1492,257,72,20,ae,O
107,317,71,25,Tracy,ADDRESS
185,317,38,20,CA,ADDRESS
230,317,78,20,95304,ADDRESS
1063,321,148,23,15/10/2016,INVOICE_DATE
1259,321,148,23,13/01/2017,INVOICE_DUE_DATE
1461,321,134,22,PO042643,PO_NUMBER
109,359,62,20,Etats,ADDRESS
179,358,54,21,Unis,ADDRESS
1042,446,95,21,Lumber,O
1144,447,36,20,Inc,O
1043,489,61,20,1337,O
1111,489,18,20,N,O
1136,489,45,20,San,O
1188,488,97,26,Joaquin,O
1292,489,25,20,St,O
1041,529,113,21,Stockton,O
1161,530,38,20,CA,O
1206,529,77,21,95202,O
1042,567,62,25,Etats,O
1112,571,54,21,Unis,O
337,674,144,34,Description,O
791,674,113,33,Quantité,O
987,678,50,21,Prix,O
1044,678,98,21,unitaire,O
1388,679,109,20,Montant,O
104,765,93,21,Service,LINE/DESCRIPTION
203,765,75,21,Client,LINE/DESCRIPTION
285,764,97,26,(Heures,LINE/DESCRIPTION
389,764,139,27,Prépayées),LINE/DESCRIPTION
821,765,53,21,34.0,LINE/QUANTITY
1011,765,16,21,€,LINE/PRICE
1034,765,84,25,"190,00",LINE/PRICE
1214,765,54,21,20.0,LINE/TAX
1378,765,36,21,€7,LINE/SUB_TOTAL
1421,765,86,25,"752,00",LINE/SUB_TOTAL
105,850,89,20,Bureau,LINE/DESCRIPTION
202,849,198,26,personnalisable,LINE/DESCRIPTION
820,849,54,21,71.0,LINE/QUANTITY
1011,849,16,21,€,LINE/PRICE
1032,849,86,25,"500,00",LINE/PRICE
1214,849,54,21,20.0,LINE/TAX
1370,849,15,21,€,LINE/SUB_TOTAL
1390,849,31,21,42,LINE/SUB_TOTAL
1428,849,86,25,"600,00",LINE/SUB_TOTAL
105,934,110,21,Poubelle,LINE/DESCRIPTION
222,934,13,21,a,LINE/DESCRIPTION
242,934,84,26,pédale,LINE/DESCRIPTION
820,934,54,21,82.0,LINE/QUANTITY
1019,934,16,21,€,LINE/PRICE
1041,934,69,25,"10,00",LINE/PRICE
1214,934,54,21,20.0,LINE/TAX
1389,934,15,21,€,LINE/SUB_TOTAL
1410,934,85,25,"984,00",LINE/SUB_TOTAL
104,1019,134,21,Architecte,LINE/DESCRIPTION
244,1019,79,21,Junior,LINE/DESCRIPTION
330,1018,154,27,(Facturation,LINE/DESCRIPTION
491,1025,39,15,sur,LINE/DESCRIPTION
537,1019,95,21,Feuilles,LINE/DESCRIPTION
639,1019,30,21,de,LINE/DESCRIPTION
820,1019,54,21,51.0,LINE/QUANTITY
1019,1019,91,25,"€85,00",LINE/PRICE
1214,1019,54,21,20.0,LINE/TAX
1378,1019,35,21,€5,LINE/SUB_TOTAL
1421,1019,86,25,"202,00",LINE/SUB_TOTAL
104,1059,91,27,Temps),LINE/DESCRIPTION
104,1145,164,21,Combinaison,LINE/DESCRIPTION
275,1145,30,21,de,LINE/DESCRIPTION
312,1145,87,21,bureau,LINE/DESCRIPTION
830,1145,36,21,1.0,LINE/QUANTITY
1011,1145,16,21,€,LINE/PRICE
1033,1145,85,25,"300,00",LINE/PRICE
1215,1145,53,21,10.0,LINE/TAX
1389,1145,15,21,€,LINE/SUB_TOTAL
1410,1145,85,25,"330,00",LINE/SUB_TOTAL
197,1325,109,20,Montant,O
314,1325,35,20,HT,O
532,1324,15,22,€,TOTAL_UNTAXED
552,1324,32,21,47,TOTAL_UNTAXED
589,1324,87,25,"415,00",TOTAL_UNTAXED
236,1371,73,20,Taxes,O
540,1370,37,21,€9,TAX_AMOUNT
582,1370,87,25,"453,00",TAX_AMOUNT
190,1418,109,20,Montant,O
305,1417,51,21,TTC,O
532,1417,52,22,€56,TOTAL_AMOUNT
590,1417,86,25,"868,00",TOTAL_AMOUNT
