left,top,width,height,text,label
1416,52,153,26,FACTURE,O
1351,146,30,20,N°,O
1387,145,30,21,de,O
1424,145,90,21,facture,O
1296,190,274,23,INV/03/2020/009750,NUMBER
109,234,63,20,Deco,SUPPLIER
178,233,84,21,Addict,SUPPLIER
1302,236,59,20,Date,O
108,276,31,20,77,ADDRESS
145,276,70,20,Santa,ADDRESS
224,275,98,21,Barbara,ADDRESS
331,275,31,21,Rd,ADDRESS
1107,257,59,20,a,O
1262,276,140,21,d'échéance,O
1492,257,72,20,ae,O
109,316,107,21,Pleasant,ADDRESS
224,316,41,21,Hill,ADDRESS
273,317,38,20,CA,ADDRESS
318,317,78,20,94523,ADDRESS
1061,321,150,23,06/03/2020,INVOICE_DATE
1257,321,150,23,06/03/2020,INVOICE_DUE_DATE
1461,321,134,22,PO079296,PO_NUMBER
109,354,62,25,Etats,ADDRESS
179,358,54,21,Unis,ADDRESS
1042,401,149,21,Information,O
1198,401,70,21,client,O
1040,447,75,20,Azure,O
1124,447,95,20,Interior,O
1040,489,64,20,4557,O
1111,489,34,20,De,O
1151,488,59,21,Silva,O
1218,489,24,20,St,O
1042,530,106,20,Fremont,O
1155,530,38,20,CA,O
1200,530,78,20,94538,O
1042,567,62,25,Etats,O
1112,571,54,21,Unis,O
300,674,145,34,Description,O
723,674,113,33,Quantité,O
937,678,51,21,Prix,O
995,678,98,21,unitaire,O
1180,674,56,33,TVA,O
1373,679,109,20,Montant,O
104,765,77,21,Grand,LINE/DESCRIPTION
189,765,86,21,bureau,LINE/DESCRIPTION
753,765,53,21,91.0,LINE/QUANTITY
952,765,128,25,"€1299,00",LINE/PRICE
1181,765,54,21,20.0,LINE/TAX
1347,765,15,21,€,LINE/SUB_TOTAL
1369,766,46,20,141,LINE/SUB_TOTAL
1422,765,85,25,"850,80",LINE/SUB_TOTAL
105,849,77,26,Dépét,LINE/DESCRIPTION
753,849,53,21,28.0,LINE/QUANTITY
962,849,15,21,€,LINE/PRICE
984,849,85,25,"100,00",LINE/PRICE
1190,850,36,20,5.5,LINE/TAX
1363,849,36,21,€2,LINE/SUB_TOTAL
1407,849,85,25,"954,00",LINE/SUB_TOTAL
104,934,88,21,Virtual,LINE/DESCRIPTION
200,934,74,21,Home,LINE/DESCRIPTION
280,934,94,26,Staging,LINE/DESCRIPTION
753,934,53,21,52.0,LINE/QUANTITY
970,934,15,21,€,LINE/PRICE
991,934,69,25,"25,50",LINE/PRICE
1363,934,129,25,"€1326,00",LINE/SUB_TOTAL
104,1019,105,21,Armoire,LINE/DESCRIPTION
216,1025,58,15,avec,LINE/DESCRIPTION
281,1021,79,24,portes,LINE/DESCRIPTION
753,1019,53,21,23.0,LINE/QUANTITY
962,1019,15,21,€,LINE/PRICE
984,1019,85,25,"120,50",LINE/PRICE
1182,1019,53,21,10.0,LINE/TAX
1363,1019,128,25,"€3048,65",LINE/SUB_TOTAL
105,1104,89,22,Bureau,LINE/DESCRIPTION
202,1104,198,26,personnalisable,LINE/DESCRIPTION
754,1104,52,21,10.0,LINE/QUANTITY
962,1104,107,25,"€500,00",LINE/PRICE
1181,1104,54,21,20.0,LINE/TAX
1363,1104,129,25,"€6000,00",LINE/SUB_TOTAL
105,1189,110,21,Poubelle,LINE/DESCRIPTION
222,1189,13,21,a,LINE/DESCRIPTION
242,1189,83,26,pédale,LINE/DESCRIPTION
752,1189,54,21,41.0,LINE/QUANTITY
970,1189,15,21,€,LINE/PRICE
992,1189,68,25,"10,00",LINE/PRICE
1181,1189,54,21,20.0,LINE/TAX
1374,1189,15,21,€,LINE/SUB_TOTAL
1394,1189,87,25,"492,00",LINE/SUB_TOTAL
104,1273,88,21,Virtual,LINE/DESCRIPTION
200,1274,74,20,Home,LINE/DESCRIPTION
280,1273,94,26,Staging,LINE/DESCRIPTION
749,1269,57,34,64.0,LINE/QUANTITY
970,1273,90,25,"€25,50",LINE/PRICE
1363,1273,16,21,€,LINE/SUB_TOTAL
1386,1273,106,25,"1632,00",LINE/SUB_TOTAL
104,1358,92,21,Service,LINE/DESCRIPTION
203,1358,75,21,Client,LINE/DESCRIPTION
285,1357,97,26,(Heures,LINE/DESCRIPTION
389,1357,139,27,Prépayées),LINE/DESCRIPTION
753,1358,53,21,90.0,LINE/QUANTITY
962,1358,107,25,"€190,00",LINE/PRICE
1181,1358,54,21,20.0,LINE/TAX
1355,1358,15,21,€,LINE/SUB_TOTAL
1376,1358,31,21,20,LINE/SUB_TOTAL
1413,1358,86,25,"520,00",LINE/SUB_TOTAL
105,1443,89,21,Bureau,LINE/DESCRIPTION
202,1443,198,26,personnalisable,LINE/DESCRIPTION
754,1443,52,21,12.0,LINE/QUANTITY
962,1443,107,25,"€500,00",LINE/PRICE
1181,1443,54,21,20.0,LINE/TAX
1363,1443,37,21,€7,LINE/SUB_TOTAL
1406,1443,86,25,"200,00",LINE/SUB_TOTAL
104,1528,92,21,Grande,LINE/DESCRIPTION
203,1528,64,21,table,LINE/DESCRIPTION
273,1528,30,21,de,LINE/DESCRIPTION
310,1528,96,21,réunion,LINE/DESCRIPTION
753,1528,53,21,78.0,LINE/QUANTITY
952,1528,128,25,"€4500,00",LINE/PRICE
1181,1528,54,21,20.0,LINE/TAX
1347,1528,15,21,€,LINE/SUB_TOTAL
1368,1528,47,21,421,LINE/SUB_TOTAL
1422,1528,85,25,"200,00",LINE/SUB_TOTAL
196,1707,108,20,Montant,O
312,1707,36,20,HT,O
522,1706,69,22,€506,TOTAL_UNTAXED
597,1706,85,25,"248,50",TOTAL_UNTAXED
234,1754,74,20,Taxes,O
530,1753,52,21,€99,TAX_AMOUNT
589,1753,84,25,"974,95",TAX_AMOUNT
189,1801,108,20,Montant,O
304,1801,50,20,TTC,O
522,1800,16,21,€,TOTAL_AMOUNT
543,1800,48,22,606,TOTAL_AMOUNT
597,1800,85,25,"223,45",TOTAL_AMOUNT
