left,top,width,height,text,label
91,86,176,25,YourCompany,SUPPLIER
92,128,46,20,250,ADDRESS
147,128,116,20,Executive,ADDRESS
272,127,54,21,Park,ADDRESS
335,127,51,21,Blvd,ADDRESS
92,170,79,20,94134,ADDRESS
178,170,42,20,San,ADDRESS
229,170,115,20,Francisco,ADDRESS
93,212,81,20,France,ADDRESS
171,348,94,20,Facture,O
274,348,35,20,N°:,O
318,347,247,22,FAQ7/2020/057984,NUMBER
170,389,63,21,Code,O
241,389,66,21,client,O
314,390,80,20,CLO10,O
171,432,29,20,N°,O
208,431,106,21,d'affaire:,O
322,432,82,20,A5896,O
107,581,125,20,Réference,O
588,580,147,26,Désignation,O
107,668,147,24,FURN_7888,O
436,668,98,25,Support,LINE/DESCRIPTION
542,667,28,21,de,LINE/DESCRIPTION
579,667,85,21,bureau,LINE/DESCRIPTION
673,673,55,15,avec,LINE/DESCRIPTION
735,668,68,20,écran,LINE/DESCRIPTION
156,1637,49,15,Base,O
212,1637,27,15,HT,O
365,1637,48,15,Taux,O
549,1636,105,21,Réglement,O
662,1637,14,16,€,O
153,1701,21,15,14,O
181,1701,62,18,"070,00",O
592,1701,39,18,"0,00",O
83,1811,114,22,Réglement,O
205,1813,58,15,avant,O
271,1812,24,16,le:,O
304,1812,112,17,22/07/2020,INVOICE_DUE_DATE
84,1858,24,16,En,O
116,1862,34,12,cas,O
158,1858,24,16,de,O
190,1858,92,21,paiement,O
290,1857,81,22,"anticipé,",O
380,1862,60,12,aucun,O
448,1859,97,20,escompte,O
554,1862,23,12,ne,O
585,1862,23,12,ne,O
616,1862,43,13,sera,O
667,1857,84,18,accordé.,O
82,1880,45,17,Tout,O
135,1880,56,16,retard,O
200,1880,23,16,de,O
232,1880,92,21,paiement,O
331,1880,82,21,engedre,O
421,1884,36,12,une,O
465,1879,83,22,pénalité.,O
870,151,113,19,FACTURE,O
991,151,16,18,A,O
869,184,155,23,YourCompany,O
869,218,39,17,250,O
918,217,103,19,Executive,O
1031,217,48,19,Park,O
1088,217,44,19,Blvd,O
870,251,41,19,San,O
921,251,103,19,Francisco,O
1035,266,2,6,",",O
1048,252,66,18,94134,O
855,313,57,20,Date,O
920,312,149,22,07/07/2020,INVOICE_DATE
969,580,46,25,Qté,O
1142,581,48,20,Prix,O
1198,580,47,21,Uni.,O
1252,581,16,20,€,O
967,668,53,24,"7,00",LINE/QUANTITY
1151,668,107,24,"2010,00",LINE/PRICE
827,1637,48,15,Total,O
883,1637,43,15,€HT,O
1087,1637,79,15,Montant,O
1173,1637,41,15,TVA,O
1221,1636,14,16,€,O
832,1701,21,15,14,TOTAL_UNTAXED
860,1701,63,18,"070,00",TOTAL_UNTAXED
1141,1701,39,18,"0,00",TAX_AMOUNT
1389,581,107,20,Montant,O
1503,581,64,20,€H.T.,O
1418,668,121,24,"14070,00",LINE/SUB_TOTAL
1408,1637,32,15,Net,O
1447,1636,11,16,a,O
1465,1640,55,17,payer,O
1527,1637,14,16,€,O
1429,1701,21,15,14,TOTAL_AMOUNT
1457,1701,63,18,"070,00",TOTAL_AMOUNT
