left,top,width,height,text,label
93,86,61,20,Marc,SUPPLIER
162,86,71,20,Demo,SUPPLIER
92,128,61,20,3575,ADDRESS
163,128,74,20,Buena,ADDRESS
244,128,61,20,Vista,ADDRESS
312,128,93,20,Avenue,ADDRESS
870,151,113,19,FACTURE,O
991,151,16,18,A,O
93,170,87,25,Eugene,ADDRESS
188,170,58,20,COR,ADDRESS
254,170,77,20,97401,ADDRESS
869,168,155,43,YourCompany,O
93,207,60,25,Etats,ADDRESS
161,212,52,20,Unis,ADDRESS
869,218,39,17,250,O
918,217,103,19,Executive,O
1031,217,48,19,Park,O
1088,217,44,19,Blvd,O
870,251,41,19,San,O
921,251,103,19,Francisco,O
1035,266,2,6,",",O
1048,252,66,18,94134,O
855,313,57,20,Date,O
921,312,148,22,27/02/2020,INVOICE_DATE
171,348,94,20,Facture,O
274,348,35,20,N°:,O
318,347,247,22,FAQ2/2020/049928,NUMBER
170,389,63,21,Code,O
240,389,67,21,client,O
314,390,80,20,CLO10,O
171,432,29,20,N°,O
208,431,106,21,d'affaire:,O
322,432,82,20,A5916,O
107,581,125,20,Réference,O
575,576,147,34,Désignation,O
959,580,45,25,Qté,O
1145,580,48,21,Prix,O
1202,580,47,21,Uni.,O
1256,581,15,20,€,O
1391,581,107,20,Montant,O
1504,581,65,20,€H.T.,O
107,668,122,20,E-COM10,O
436,667,106,21,Poubelle,LINE/DESCRIPTION
550,668,11,20,a,LINE/DESCRIPTION
571,667,80,26,pédale,LINE/DESCRIPTION
948,668,69,24,"54,00",LINE/QUANTITY
1175,668,67,24,"10,00",LINE/PRICE
1438,668,84,24,"540,00",LINE/SUB_TOTAL
107,754,148,24,FURN_7800,O
434,753,161,21,Combinaison,LINE/DESCRIPTION
603,753,29,21,de,LINE/DESCRIPTION
640,753,85,21,bureau,LINE/DESCRIPTION
956,754,53,24,"8,00",LINE/QUANTITY
1166,754,84,23,"300,00",LINE/PRICE
1427,754,13,20,2,LINE/SUB_TOTAL
1448,754,85,24,"400,00",LINE/SUB_TOTAL
107,840,148,24,FURN_8999,O
434,840,92,25,Canapé,LINE/DESCRIPTION
534,840,56,20,trois,LINE/DESCRIPTION
598,839,76,26,places,LINE/DESCRIPTION
948,840,69,24,"65,00",LINE/QUANTITY
1156,840,106,23,"1000,00",LINE/PRICE
1418,840,29,20,65,LINE/SUB_TOTAL
1455,840,86,23,"000,00",LINE/SUB_TOTAL
107,925,122,20,E-COM10,O
436,924,106,21,Poubelle,LINE/DESCRIPTION
550,925,11,20,a,LINE/DESCRIPTION
571,924,80,26,pédale,LINE/DESCRIPTION
948,925,69,23,"21,00",LINE/QUANTITY
1175,925,67,24,"10,00",LINE/PRICE
1437,925,85,24,"210,00",LINE/SUB_TOTAL
107,1011,148,24,FURN_0096,O
435,1011,87,20,Bureau,LINE/DESCRIPTION
531,1010,194,26,personnalisable,LINE/DESCRIPTION
948,1011,69,24,"56,00",LINE/QUANTITY
1166,1011,84,24,"500,00",LINE/PRICE
1418,1011,30,20,28,LINE/SUB_TOTAL
1455,1011,86,24,"000,00",LINE/SUB_TOTAL
152,1637,48,16,Base,O
208,1637,26,15,HT,O
384,1637,48,15,Taux,O
590,1636,106,21,Réglement,O
703,1637,14,16,€,O
856,1637,49,15,Total,O
913,1637,43,16,€HT,O
1105,1637,80,15,Montant,O
1191,1637,41,15,TVA,O
1240,1637,14,15,€,O
1415,1637,32,15,Net,O
1453,1636,11,16,a,O
1471,1640,55,17,payer,O
1533,1637,14,16,€,O
147,1701,22,16,96,O
178,1701,61,18,"150,00",O
365,1701,40,15,TVA,O
412,1701,41,15,20%,O
633,1701,39,18,"0,00",O
860,1701,22,16,96,TOTAL_UNTAXED
891,1701,61,18,"150,00",TOTAL_UNTAXED
1134,1701,21,16,18,TAX_AMOUNT
1162,1701,63,18,"990,00",TAX_AMOUNT
1429,1701,32,15,115,TOTAL_AMOUNT
1470,1701,61,18,"140,00",TOTAL_AMOUNT
83,1811,114,22,Réglement,O
205,1813,58,15,avant,O
271,1812,24,16,le:,O
304,1812,112,17,27/05/2020,INVOICE_DUE_DATE
84,1858,24,16,En,O
116,1862,34,12,cas,O
158,1858,24,16,de,O
190,1858,92,21,paiement,O
290,1857,81,22,"anticipé,",O
380,1862,60,12,aucun,O
448,1859,97,20,escompte,O
554,1862,23,12,ne,O
585,1862,23,12,ne,O
616,1862,43,13,sera,O
667,1857,84,18,accordé.,O
82,1880,45,17,Tout,O
135,1880,56,16,retard,O
200,1880,23,16,de,O
232,1880,92,21,paiement,O
331,1880,82,21,engedre,O
421,1884,36,12,une,O
465,1879,83,22,pénalité.,O
