left,top,width,height,text,label
92,86,85,20,Gemini,SUPPLIER
186,86,114,20,Furniture,SUPPLIER
92,128,46,20,317,ADDRESS
147,127,102,21,Fairchild,ADDRESS
259,128,29,20,Dr,ADDRESS
93,169,98,21,Fairfield,ADDRESS
199,170,37,20,CA,ADDRESS
244,170,77,20,94535,ADDRESS
93,207,60,25,Etats,ADDRESS
161,212,52,20,Unis,ADDRESS
171,348,92,20,Facture,O
272,348,35,20,N°:,O
315,347,246,22,FA12/2016/043417,NUMBER
170,389,63,21,Code,O
241,389,66,21,client,O
314,390,80,20,CLO10,O
171,432,29,20,N°,O
208,431,106,21,d'affaire:,O
322,432,82,20,A5910,O
107,581,122,20,Réference,O
531,581,144,25,Désignation,O
107,668,122,20,E-COMO9,O
425,667,74,21,Grand,LINE/DESCRIPTION
509,667,83,21,bureau,LINE/DESCRIPTION
152,1637,48,16,Base,O
208,1637,26,15,HT,O
384,1637,48,15,Taux,O
590,1636,106,21,Réglement,O
703,1637,14,16,€,O
147,1701,22,15,87,O
176,1701,63,18,"033,00",O
365,1701,40,15,TVA,O
412,1701,41,15,20%,O
633,1701,39,18,"0,00",O
83,1811,114,22,Réglement,O
205,1813,58,15,avant,O
271,1812,24,16,le:,O
306,1812,111,17,11/02/2017,INVOICE_DUE_DATE
84,1858,24,16,En,O
116,1862,34,12,cas,O
158,1858,24,16,de,O
190,1858,92,21,paiement,O
290,1857,81,22,"anticipé,",O
380,1862,60,12,aucun,O
448,1859,97,20,escompte,O
554,1862,23,12,ne,O
585,1862,23,12,ne,O
616,1862,43,13,sera,O
667,1857,84,18,accordé.,O
82,1880,45,17,Tout,O
135,1880,56,16,retard,O
200,1880,23,16,de,O
232,1880,92,21,paiement,O
331,1880,82,21,engedre,O
421,1884,36,12,une,O
465,1879,83,22,pénalité.,O
870,151,113,19,FACTURE,O
991,151,16,18,A,O
869,184,155,23,YourCompany,O
869,218,39,17,250,O
918,217,103,19,Executive,O
1031,217,48,19,Park,O
1088,217,44,19,Blvd,O
870,251,41,19,San,O
921,251,103,19,Francisco,O
1035,266,2,6,",",O
1048,252,66,18,94134,O
855,313,57,20,Date,O
922,312,147,22,13/12/2016,INVOICE_DATE
886,581,45,24,Qté,O
1099,580,47,21,Prix,O
1154,580,46,21,Uni.,O
1206,581,16,20,€,O
875,668,69,24,"67,00",LINE/QUANTITY
1109,668,104,24,129900,LINE/PRICE
856,1637,49,15,Total,O
913,1637,43,16,€HT,O
1105,1637,80,15,Montant,O
1191,1637,41,15,TVA,O
1240,1637,14,15,€,O
860,1701,23,16,87,TOTAL_UNTAXED
890,1701,62,18,"033,00",TOTAL_UNTAXED
1134,1701,21,15,17,TAX_AMOUNT
1162,1701,63,18,"406,60",TAX_AMOUNT
1376,581,104,20,Montant,O
1487,581,64,20,€H.T.,O
1402,668,30,20,87,LINE/SUB_TOTAL
1439,668,86,24,"033,00",LINE/SUB_TOTAL
1415,1637,32,15,Net,O
1453,1636,11,16,a,O
1471,1640,55,17,payer,O
1533,1637,14,16,€,O
1429,1701,33,16,104,TOTAL_AMOUNT
1468,1701,63,18,"439,60",TOTAL_AMOUNT
