left,top,width,height,text,label
91,86,176,25,YourCompany,SUPPLIER
92,128,46,20,250,ADDRESS
147,128,116,20,Executive,ADDRESS
272,127,54,21,Park,ADDRESS
335,127,51,21,Blvd,ADDRESS
92,170,79,20,94134,ADDRESS
178,170,42,20,San,ADDRESS
229,170,115,20,Francisco,ADDRESS
93,212,81,20,France,ADDRESS
171,348,94,20,Facture,O
274,348,35,20,N°:,O
318,347,247,22,FA11/2020/033330,NUMBER
170,389,63,21,Code,O
241,389,66,21,client,O
314,390,80,20,CLO10,O
171,432,29,20,N°,O
208,431,106,21,d'affaire:,O
322,432,82,20,A5937,O
107,581,125,20,Réference,O
107,754,122,20,E-COM06,O
107,840,148,24,FURN_8220,O
107,1011,148,24,FURN_8999,O
107,1097,148,24,FURN_0789,O
107,1182,147,24,FURN_8888,O
107,1268,147,24,FURN_0098,O
107,1354,148,24,FURN_0789,O
107,1439,147,24,FURN_8888,O
159,1637,48,15,Base,O
215,1637,26,15,HT,O
149,1701,33,16,134,O
189,1701,62,18,"653,00",O
581,580,147,26,Désignation,O
425,668,136,20,Restaurant,LINE/DESCRIPTION
425,754,86,20,Bureau,LINE/DESCRIPTION
520,753,88,26,d'angle,LINE/DESCRIPTION
616,754,56,20,assis,LINE/DESCRIPTION
680,754,11,20,a,LINE/DESCRIPTION
700,753,74,21,droite,LINE/DESCRIPTION
425,840,86,20,Bureau,LINE/DESCRIPTION
521,846,56,19,pour,LINE/DESCRIPTION
584,841,82,24,quatre,LINE/DESCRIPTION
674,845,126,20,personnes,LINE/DESCRIPTION
425,925,75,25,Dépéot,LINE/DESCRIPTION
424,1010,92,26,Canapé,LINE/DESCRIPTION
523,1011,56,20,trois,LINE/DESCRIPTION
588,1010,75,26,places,LINE/DESCRIPTION
425,1097,83,25,Espace,LINE/DESCRIPTION
516,1096,29,21,de,LINE/DESCRIPTION
552,1096,78,21,travail,LINE/DESCRIPTION
640,1096,119,21,individuel,LINE/DESCRIPTION
425,1182,80,25,Lampe,LINE/DESCRIPTION
512,1181,29,21,de,LINE/DESCRIPTION
550,1181,84,21,bureau,LINE/DESCRIPTION
425,1268,86,20,Bureau,LINE/DESCRIPTION
521,1267,194,26,personnalisable,LINE/DESCRIPTION
425,1354,83,25,Espace,LINE/DESCRIPTION
516,1353,29,21,de,LINE/DESCRIPTION
552,1353,78,21,travail,LINE/DESCRIPTION
640,1353,119,21,individuel,LINE/DESCRIPTION
425,1439,80,25,Lampe,LINE/DESCRIPTION
512,1438,29,21,de,LINE/DESCRIPTION
550,1438,84,21,bureau,LINE/DESCRIPTION
397,1637,48,15,Taux,O
598,1636,105,21,Réglement,O
710,1636,14,16,€,O
377,1701,41,15,TVA,O
424,1701,41,16,20%,O
641,1701,39,18,"0,00",O
83,1811,114,22,Réglement,O
205,1813,58,15,avant,O
271,1812,24,16,le:,O
304,1812,112,16,06/11/2020,INVOICE_DUE_DATE
84,1858,24,16,En,O
116,1862,34,12,cas,O
158,1858,24,16,de,O
190,1858,92,21,paiement,O
290,1857,81,22,"anticipé,",O
380,1862,60,12,aucun,O
448,1859,97,20,escompte,O
554,1862,23,12,ne,O
585,1862,23,12,ne,O
616,1862,43,13,sera,O
667,1857,84,18,accordé.,O
82,1880,45,17,Tout,O
135,1880,56,16,retard,O
200,1880,23,16,de,O
232,1880,92,21,paiement,O
331,1880,82,21,engedre,O
421,1884,36,12,une,O
465,1879,83,22,pénalité.,O
870,151,113,19,FACTURE,O
991,151,16,18,A,O
869,184,155,23,YourCompany,O
869,218,39,17,250,O
918,217,103,19,Executive,O
1031,217,48,19,Park,O
1088,217,44,19,Blvd,O
870,251,41,19,San,O
921,251,103,19,Francisco,O
1035,266,2,6,",",O
1048,252,66,18,94134,O
855,313,57,20,Date,O
920,312,149,22,06/11/2020,INVOICE_DATE
978,581,46,24,Qté,O
967,668,69,24,"89,00",LINE/QUANTITY
967,754,69,23,"21,00",LINE/QUANTITY
969,840,67,23,"14,00",LINE/QUANTITY
968,925,68,23,"98,00",LINE/QUANTITY
976,1011,52,24,"2,00",LINE/QUANTITY
967,1097,69,23,"36,00",LINE/QUANTITY
967,1182,69,23,"31,00",LINE/QUANTITY
967,1268,69,24,"61,00",LINE/QUANTITY
969,1354,67,23,"10,00",LINE/QUANTITY
967,1439,69,23,"76,00",LINE/QUANTITY
864,1637,49,15,Total,O
921,1637,42,16,€HT,O
863,1701,33,15,134,TOTAL_UNTAXED
903,1701,63,18,"653,00",TOTAL_UNTAXED
1157,580,47,21,Prix,O
1213,581,47,20,Uni.,O
1267,581,15,20,€,O
1193,668,53,24,"8,00",LINE/PRICE
1177,754,85,24,"600,00",LINE/PRICE
1166,840,107,23,"2.500,00",LINE/PRICE
1179,925,83,23,"100,00",LINE/PRICE
1168,1011,105,24,"1000,00",LINE/PRICE
1177,1097,85,23,"876,00",LINE/PRICE
1185,1182,69,24,"35,00",LINE/PRICE
1177,1268,85,24,"500,00",LINE/PRICE
1177,1354,85,24,"876,00",LINE/PRICE
1185,1439,69,24,"35,00",LINE/PRICE
1112,1637,80,16,Montant,O
1198,1637,41,15,TVA,O
1247,1637,14,16,€,O
1141,1701,21,16,19,TAX_AMOUNT
1169,1701,63,18,"666,68",TAX_AMOUNT
1394,581,107,20,Montant,O
1508,581,65,20,€H.T.,O
1441,668,85,24,"712,00",LINE/SUB_TOTAL
1423,754,28,20,12,LINE/SUB_TOTAL
1459,754,85,24,"600,00",LINE/SUB_TOTAL
1422,840,29,20,35,LINE/SUB_TOTAL
1459,840,85,24,"000,00",LINE/SUB_TOTAL
1431,925,13,20,9,LINE/SUB_TOTAL
1452,925,85,23,"800,00",LINE/SUB_TOTAL
1430,1011,107,24,"2.000,00",LINE/SUB_TOTAL
1422,1097,29,20,31,LINE/SUB_TOTAL
1460,1097,84,24,"536,00",LINE/SUB_TOTAL
1432,1182,105,23,"1085,00",LINE/SUB_TOTAL
1422,1268,30,20,30,LINE/SUB_TOTAL
1460,1268,84,24,"500,00",LINE/SUB_TOTAL
1430,1354,14,20,8,LINE/SUB_TOTAL
1452,1354,85,23,"760,00",LINE/SUB_TOTAL
1430,1439,14,20,2,LINE/SUB_TOTAL
1452,1439,85,23,"660,00",LINE/SUB_TOTAL
1416,1637,32,15,Net,O
1455,1636,10,16,a,O
1473,1640,55,17,payer,O
1535,1637,14,16,€,O
1431,1701,32,15,154,TOTAL_AMOUNT
1470,1701,63,18,"319,68",TOTAL_AMOUNT
