left,top,width,height,text,label
91,85,73,21,Wood,SUPPLIER
172,86,86,20,Corner,SUPPLIER
94,128,60,20,1839,ADDRESS
161,127,72,21,Arbor,ADDRESS
239,128,56,25,Way,ADDRESS
870,151,113,19,FACTURE,O
991,151,16,18,A,O
91,169,92,21,Turlock,ADDRESS
191,170,36,20,CA,ADDRESS
235,170,78,20,95380,ADDRESS
869,167,155,44,YourCompany,O
93,207,60,25,Etats,ADDRESS
161,212,52,20,Unis,ADDRESS
869,218,39,17,250,O
918,217,103,19,Executive,O
1031,217,48,19,Park,O
1088,217,44,19,Blvd,O
870,251,41,19,San,O
921,251,103,19,Francisco,O
1035,266,2,6,",",O
1048,252,66,18,94134,O
855,313,57,20,Date,O
921,312,147,22,23/06/2018,INVOICE_DATE
171,348,94,20,Facture,O
274,348,35,20,N°:,O
318,347,247,22,FA06/2018/080307,NUMBER
170,389,63,21,Code,O
241,389,66,21,client,O
314,390,80,20,CLO10,O
171,432,29,20,N°,O
208,431,106,21,d'affaire:,O
322,432,82,20,A5977,O
107,581,125,20,Réference,O
589,577,147,33,Désignation,O
1028,580,46,25,Qté,O
1197,581,48,20,Prix,O
1254,581,46,20,Uni.,O
1307,581,16,20,€,O
1408,581,107,20,Montant,O
1522,581,65,20,€H.T.,O
394,667,74,26,Dépot,LINE/DESCRIPTION
1017,668,69,24,"67,00",LINE/QUANTITY
1219,668,83,24,"100,00",LINE/PRICE
1444,668,14,20,6,LINE/SUB_TOTAL
1466,668,85,24,"700,00",LINE/SUB_TOTAL
392,753,131,21,Architecte,LINE/DESCRIPTION
530,754,78,20,Junior,LINE/DESCRIPTION
616,753,151,25,(Facturation,LINE/DESCRIPTION
775,760,38,14,sur,LINE/DESCRIPTION
821,753,93,21,Feuilles,LINE/DESCRIPTION
1017,754,69,23,"79,00",LINE/QUANTITY
1225,754,69,23,"85,00",LINE/PRICE
1444,754,107,24,"6715,00",LINE/SUB_TOTAL
392,795,29,21,de,LINE/DESCRIPTION
428,795,89,26,Temps),LINE/DESCRIPTION
107,882,148,24,FURN_0096,O
394,882,86,20,Bureau,LINE/DESCRIPTION
489,881,194,26,personnalisable,LINE/DESCRIPTION
1017,882,69,23,"86,00",LINE/QUANTITY
1217,882,85,24,"500,00",LINE/PRICE
1435,882,30,20,43,LINE/SUB_TOTAL
1473,882,85,23,"000,00",LINE/SUB_TOTAL
107,967,122,20,E-COM06,O
393,967,87,20,Bureau,LINE/DESCRIPTION
488,966,88,26,d'angle,LINE/DESCRIPTION
584,967,57,20,assis,LINE/DESCRIPTION
648,967,12,20,a,LINE/DESCRIPTION
668,966,74,21,droite,LINE/DESCRIPTION
1027,967,51,24,"1,00",LINE/QUANTITY
1217,967,85,24,"600,00",LINE/PRICE
1455,967,85,23,"600,00",LINE/SUB_TOTAL
392,1052,131,21,Architecte,LINE/DESCRIPTION
532,1052,106,26,Principal,LINE/DESCRIPTION
648,1052,151,25,(Facturation,LINE/DESCRIPTION
808,1059,37,14,sur,LINE/DESCRIPTION
1017,1053,69,24,"24,00",LINE/QUANTITY
1219,1053,83,24,"150,00",LINE/PRICE
1445,1053,13,20,3,LINE/SUB_TOTAL
1466,1053,85,23,"600,00",LINE/SUB_TOTAL
393,1094,93,21,Feuilles,LINE/DESCRIPTION
494,1094,28,21,de,LINE/DESCRIPTION
529,1093,90,27,Temps),LINE/DESCRIPTION
107,1181,148,24,FURN_8220,O
394,1181,86,20,Bureau,LINE/DESCRIPTION
489,1186,57,20,pour,LINE/DESCRIPTION
553,1182,81,24,quatre,LINE/DESCRIPTION
643,1186,126,20,personnes,LINE/DESCRIPTION
1019,1181,67,24,"19,00",LINE/QUANTITY
1206,1181,14,20,2,LINE/PRICE
1229,1181,84,24,"500,00",LINE/PRICE
1435,1181,31,20,47,LINE/SUB_TOTAL
1474,1181,84,24,"500,00",LINE/SUB_TOTAL
107,1266,133,20,DESK0004,O
394,1266,86,20,Bureau,LINE/DESCRIPTION
489,1265,194,26,personnalisable,LINE/DESCRIPTION
1017,1266,69,23,"54,00",LINE/QUANTITY
1217,1266,85,24,"500,00",LINE/PRICE
1436,1266,29,20,27,LINE/SUB_TOTAL
1473,1266,85,23,"000,00",LINE/SUB_TOTAL
107,1352,148,24,FURN_7800,O
392,1351,161,21,Combinaison,LINE/DESCRIPTION
561,1351,29,21,de,LINE/DESCRIPTION
598,1351,85,21,bureau,LINE/DESCRIPTION
1011,1352,83,23,"100,00",LINE/QUANTITY
1217,1352,85,24,"300,00",LINE/PRICE
1436,1352,30,20,30,LINE/SUB_TOTAL
1473,1352,85,24,"000,00",LINE/SUB_TOTAL
159,1637,48,15,Base,O
215,1637,26,15,HT,O
400,1637,48,15,Taux,O
604,1636,106,21,Réglement,O
717,1637,14,16,€,O
869,1637,48,16,Total,O
925,1636,43,16,€HT,O
1115,1637,79,16,Montant,O
1201,1637,41,15,TVA,O
1249,1636,14,17,€,O
1417,1637,32,15,Net,O
1456,1636,10,16,a,O
1474,1641,55,16,payer,O
1536,1637,14,15,€,O
149,1701,32,15,165,O
190,1701,61,18,"115,00",O
378,1701,40,15,TVA,O
425,1701,47,18,"5,5%",O
647,1701,39,18,"0,00",O
868,1701,32,15,165,TOTAL_UNTAXED
909,1701,61,18,"115,00",TOTAL_UNTAXED
1143,1701,21,15,29,TAX_AMOUNT
1172,1701,63,18,"051,50",TAX_AMOUNT
1432,1701,32,16,194,TOTAL_AMOUNT
1473,1701,61,18,"166,50",TOTAL_AMOUNT
83,1811,114,22,Réglement,O
205,1813,58,15,avant,O
271,1812,24,16,le:,O
304,1812,112,17,22/08/2018,INVOICE_DUE_DATE
84,1858,24,16,En,O
116,1862,34,12,cas,O
158,1858,24,16,de,O
190,1858,92,21,paiement,O
290,1857,81,22,"anticipé,",O
380,1862,60,12,aucun,O
448,1859,97,20,escompte,O
554,1862,23,12,ne,O
585,1862,23,12,ne,O
616,1862,43,13,sera,O
667,1857,84,18,accordé.,O
82,1880,45,17,Tout,O
135,1880,56,16,retard,O
200,1880,23,16,de,O
232,1880,92,21,paiement,O
331,1880,82,21,engedre,O
421,1884,36,12,une,O
465,1879,83,22,pénalité.,O
