left,top,width,height,text,label
151,133,63,18,Wood,SUPPLIER
222,133,74,18,Corner,SUPPLIER
153,170,53,18,1839,ADDRESS
212,170,63,18,Arbor,ADDRESS
280,170,49,22,Way,ADDRESS
150,206,81,18,Turlock,ADDRESS
238,206,32,18,CA,ADDRESS
277,206,68,18,95380,ADDRESS
152,239,53,22,Etats,ADDRESS
212,243,46,18,Unis,ADDRESS
178,334,49,32,Date,O
460,338,79,18,Facture,O
546,338,12,18,#,O
763,338,50,18,Date,O
819,338,118,18,d'échéance,O
1084,338,48,18,BC#,O
1256,334,70,32,Devise,O
1426,338,92,18,Vendeur,O
139,413,127,19,19/03/2017,INVOICE_DATE
401,413,216,19,FA03/2017/097840,NUMBER
787,413,127,19,17/06/2017,INVOICE_DUE_DATE
1058,413,99,18,BCO9125,PO_NUMBER
1269,413,45,18,EUR,O
1423,413,49,18,John,O
1480,413,42,18,Doe,O
121,550,86,18,Adresse,O
213,550,26,18,de,O
244,550,118,18,facturation,O
967,550,86,18,Adresse,O
1059,550,25,18,de,O
1091,550,88,18,livraison,O
123,625,54,18,Marc,O
184,625,62,18,Demo,O
969,625,53,18,Marc,O
1029,625,62,18,Demo,O
123,662,53,18,3575,O
184,662,65,18,Buena,O
256,662,53,18,Vista,O
315,663,81,17,Avenue,O
968,662,53,18,3575,O
1030,662,64,18,Buena,O
1101,662,53,18,Vista,O
1160,663,81,17,Avenue,O
123,699,77,22,Eugene,O
206,699,50,18,COR,O
264,699,68,18,97401,O
969,699,76,22,Eugene,O
1052,699,50,18,COR,O
1109,699,68,18,97401,O
123,731,53,22,Etats,O
183,735,46,18,Unis,O
969,731,52,22,Etats,O
1028,735,46,18,Unis,O
123,848,23,18,ID,O
152,848,59,18,client,O
122,923,70,18,CLOO6,O
109,1036,13,18,#,O
172,1036,122,22,Description,O
302,1042,3,12,:,O
574,1032,81,31,Qantité,O
762,1036,41,18,Prix,O
923,1032,91,31,Montant,O
1112,1032,47,31,TVA,O
1252,1036,61,18,Taxes,O
1417,1036,54,19,Total,O
1478,1036,44,18,TTC,O
111,1111,10,18,a,O
172,1106,116,33,Restaurant,LINE/DESCRIPTION
592,1111,45,18,80.0,LINE/QUANTITY
756,1111,51,18,€8.0,LINE/PRICE
929,1111,13,18,€,LINE/SUB_TOTAL
948,1111,60,18,640.0,LINE/SUB_TOTAL
1092,1111,45,18,20.0,LINE/TAX
1243,1111,79,18,€128.0,O
1431,1111,79,18,€768.0,O
110,1186,11,18,2,O
172,1182,69,22,Ecrans,LINE/DESCRIPTION
248,1186,94,18,ant-bruit,LINE/DESCRIPTION
592,1186,45,18,88.0,LINE/QUANTITY
742,1186,13,18,€,LINE/PRICE
762,1186,59,18,287.0,LINE/PRICE
914,1186,107,18,€25256.0,LINE/SUB_TOTAL
