left,top,width,height,text,label
151,133,74,18,Gemini,SUPPLIER
234,133,99,18,Furniture,SUPPLIER
152,170,40,18,317,ADDRESS
200,170,89,18,Fairchild,ADDRESS
298,170,25,18,Dr,ADDRESS
152,206,86,18,Fairfield,ADDRESS
246,206,32,18,CA,ADDRESS
284,206,68,18,94535,ADDRESS
152,239,53,22,Etats,ADDRESS
212,243,46,18,Unis,ADDRESS
176,334,50,32,Date,O
456,338,82,18,Facture,O
545,338,12,18,#,O
759,338,50,18,Date,O
816,338,121,18,d'échéance,O
1084,338,49,18,BC#,O
1256,334,71,32,Devise,O
1426,338,94,18,Vendeur,O
136,413,130,19,09/10/2020,INVOICE_DATE
399,413,216,19,FA10/2020/032906,NUMBER
784,413,129,19,24/10/2020,INVOICE_DUE_DATE
1058,413,100,18,BCO3008,PO_NUMBER
1270,413,44,18,EUR,O
1424,413,49,18,John,O
1481,413,42,18,Doe,O
121,550,88,18,Adresse,O
215,550,26,18,de,O
246,550,122,18,facturation,O
967,550,87,18,Adresse,O
1060,550,26,18,de,O
1093,550,91,18,livraison,O
123,625,53,18,Deco,O
182,625,70,18,Addict,O
969,625,53,18,Deco,O
1028,625,69,18,Addict,O
123,662,25,18,77,O
155,662,58,18,Santa,O
221,662,83,18,Barbara,O
313,662,25,18,Rd,O
968,662,26,18,77,O
1000,662,58,18,Santa,O
1067,662,82,18,Barbara,O
1158,662,25,18,Rd,O
124,699,88,18,Pleasant,O
220,699,33,18,Hill,O
261,699,32,18,CA,O
300,699,68,18,94523,O
969,699,88,18,Pleasant,O
1065,699,33,18,Hill,O
1106,699,32,18,CA,O
1145,699,68,18,94523,O
123,731,53,22,Etats,O
183,735,46,18,Unis,O
969,731,52,22,Etats,O
1028,735,46,18,Unis,O
123,848,23,18,ID,O
152,848,60,18,client,O
122,923,70,18,CLOO3,O
116,1036,13,18,#,O
187,1036,136,22,Description:,O
631,1032,83,30,Qantité,O
810,1032,42,30,Prix,O
951,1032,93,30,Montant,O
1122,1032,48,30,TVA,O
1261,1036,63,18,Taxes,O
1423,1036,55,18,Total,O
1485,1036,45,18,TTC,O
119,1111,10,18,1,O
187,1111,75,18,Bureau,LINE/DESCRIPTION
270,1111,165,22,personnalisable,LINE/DESCRIPTION
657,1111,32,18,7.0,LINE/QUANTITY
791,1111,79,18,€500.0,LINE/PRICE
950,1111,13,18,€,LINE/SUB_TOTAL
970,1111,73,18,3500.0,LINE/SUB_TOTAL
1107,1111,45,18,20.0,LINE/TAX
1253,1111,14,18,€,O
1273,1111,59,18,700.0,O
1430,1111,13,18,€,O
1448,1111,75,18,4200.0,O
117,1186,12,18,2,O
186,1186,72,18,Virtual,LINE/DESCRIPTION
266,1186,62,18,Home,LINE/DESCRIPTION
335,1186,78,22,Staging,LINE/DESCRIPTION
651,1186,45,18,35.0,LINE/QUANTITY
798,1186,64,18,€25.5,LINE/PRICE
958,1186,78,18,€892.5,LINE/SUB_TOTAL
1267,1186,51,18,€0.0,O
1438,1186,78,18,€892.5,O
117,1261,12,18,3,O
188,1261,116,18,Restaurant,LINE/DESCRIPTION
650,1261,46,18,41.0,LINE/QUANTITY
805,1261,50,18,€8.0,LINE/PRICE
958,1261,79,18,€328.0,LINE/SUB_TOTAL
1107,1261,45,18,20.0,LINE/TAX
1260,1261,65,18,€65.6,O
1438,1261,78,18,€393.6,O
116,1336,13,18,4,O
188,1336,90,18,Poubelle,LINE/DESCRIPTION
285,1336,10,18,a,LINE/DESCRIPTION
303,1336,69,22,pédale,LINE/DESCRIPTION
652,1336,44,18,18.0,LINE/QUANTITY
798,1336,65,18,€10.0,LINE/PRICE
958,1336,13,18,€,LINE/SUB_TOTAL
978,1336,59,18,180.0,LINE/SUB_TOTAL
1107,1336,45,18,20.0,LINE/TAX
1260,1336,65,18,€36.0,O
1438,1336,79,18,€216.0,O
117,1411,11,18,5,O
187,1411,55,18,Boite,LINE/DESCRIPTION
248,1411,25,18,de,LINE/DESCRIPTION
280,1413,114,20,rangement,LINE/DESCRIPTION
650,1411,46,18,88.0,LINE/QUANTITY
798,1411,65,18,€14.0,LINE/PRICE
950,1411,13,18,€,LINE/SUB_TOTAL
971,1411,72,18,1232.0,LINE/SUB_TOTAL
1107,1411,45,18,20.0,LINE/TAX
1253,1411,13,18,€,O
1273,1411,60,18,246.4,O
1430,1411,13,18,€,O
1451,1411,72,18,1478.4,O
117,1486,12,18,6,O
187,1486,72,22,Espace,LINE/DESCRIPTION
262,1481,15,33,de,LINE/DESCRIPTION
279,1486,84,18,travail,LINE/DESCRIPTION
371,1486,101,18,individuel,LINE/DESCRIPTION
650,1486,46,18,42.0,LINE/QUANTITY
791,1486,79,18,€876.0,LINE/PRICE
943,1486,107,18,€36792.0,LINE/SUB_TOTAL
1107,1486,30,18,55,LINE/TAX
1239,1486,13,18,€,O
1259,1486,87,18,2023.56,O
1416,1486,121,18,€38815.56,O
117,1561,12,18,7,O
187,1561,86,22,Flipover,LINE/DESCRIPTION
652,1561,44,18,10.0,LINE/QUANTITY
783,1561,14,18,€,LINE/PRICE
804,1561,73,18,1700.0,LINE/PRICE
943,1561,107,18,€17000.0,LINE/SUB_TOTAL
1107,1561,30,18,55,LINE/TAX
1253,1561,79,18,€935.0,O
1423,1561,107,18,€17935.0,O
117,1636,12,18,8,O
186,1636,111,18,Architecte,LINE/DESCRIPTION
304,1636,66,18,Junior,LINE/DESCRIPTION
377,1635,129,22,(Facturation,LINE/DESCRIPTION
514,1641,32,13,sur,LINE/DESCRIPTION
652,1636,44,18,12.0,LINE/QUANTITY
798,1636,65,18,€85.0,LINE/PRICE
950,1636,13,18,€,LINE/SUB_TOTAL
971,1636,72,18,1020.0,LINE/SUB_TOTAL
1107,1636,45,18,20.0,LINE/TAX
1253,1636,14,18,€,O
1273,1636,59,18,204.0,O
1430,1636,93,18,€1224.0,O
187,1672,80,18,Feuilles,LINE/DESCRIPTION
273,1672,25,18,de,LINE/DESCRIPTION
304,1671,77,23,Temps),LINE/DESCRIPTION
118,1747,11,18,9,O
187,1747,65,22,Dépot,LINE/DESCRIPTION
652,1747,44,18,17.0,LINE/QUANTITY
791,1747,13,18,€,LINE/PRICE
812,1747,58,18,100.0,LINE/PRICE
950,1747,13,18,€,LINE/SUB_TOTAL
971,1747,72,18,1700.0,LINE/SUB_TOTAL
1107,1747,30,18,55,LINE/TAX
1260,1747,64,18,€93.5,O
1430,1747,92,18,€1793.5,O
111,1822,25,18,10,O
187,1822,75,18,Bureau,LINE/DESCRIPTION
270,1827,48,17,pour,LINE/DESCRIPTION
324,1824,70,20,quatre,LINE/DESCRIPTION
401,1827,108,17,personnes,LINE/DESCRIPTION
651,1822,45,18,30.0,LINE/QUANTITY
783,1822,14,18,€,LINE/PRICE
803,1822,74,18,2500.0,LINE/PRICE
943,1822,107,18,€75000.0,LINE/SUB_TOTAL
1107,1822,45,18,20.0,LINE/TAX
1239,1822,13,18,€,O
1260,1822,86,18,15000.0,O
1423,1822,13,18,€,O
1443,1822,87,18,90000.0,O
