left,top,width,height,text,label
151,133,74,18,Gemini,SUPPLIER
234,133,99,18,Furniture,SUPPLIER
152,170,40,18,317,ADDRESS
200,170,89,18,Fairchild,ADDRESS
298,170,25,18,Dr,ADDRESS
152,206,86,18,Fairfield,ADDRESS
246,206,32,18,CA,ADDRESS
284,206,68,18,94535,ADDRESS
152,239,53,22,Etats,ADDRESS
212,243,46,18,Unis,ADDRESS
176,334,50,32,Date,O
456,338,82,18,Facture,O
545,338,12,18,#,O
759,338,50,18,Date,O
816,338,121,18,d'échéance,O
1084,338,49,18,BC#,O
1256,334,71,32,Devise,O
1426,338,94,18,Vendeur,O
138,413,127,19,10/07/2018,INVOICE_DATE
399,413,216,19,FAQ7/2018/084994,NUMBER
785,413,127,19,10/07/2018,INVOICE_DUE_DATE
1058,413,100,18,BCO0059,PO_NUMBER
1270,413,44,18,EUR,O
1424,413,49,18,John,O
1481,413,42,18,Doe,O
121,550,88,18,Adresse,O
215,550,26,18,de,O
246,550,122,18,facturation,O
967,550,87,18,Adresse,O
1060,550,26,18,de,O
1093,550,91,18,livraison,O
123,625,79,18,Biotech,O
969,625,78,18,Biotech,O
123,662,39,18,215,O
169,657,41,33,Vine,O
220,662,23,18,St,O
968,662,39,18,215,O
1014,662,44,18,Vine,O
1068,662,21,18,St,O
122,699,94,18,Scranton,O
225,699,29,18,PA,O
261,699,67,18,18503,O
968,699,93,18,Scranton,O
1070,699,29,18,PA,O
1107,699,67,18,18503,O
123,731,53,22,Etats,O
183,735,46,18,Unis,O
969,731,52,22,Etats,O
1028,735,46,18,Unis,O
123,848,23,18,ID,O
152,848,60,18,client,O
122,923,70,18,CLOO2,O
108,1036,13,18,#,O
170,1036,125,23,Description,O
303,1042,3,12,:,O
578,1032,83,31,Qantité,O
765,1032,42,31,Prix,O
920,1032,94,31,Montant,O
1104,1036,48,18,TVA,O
1249,1036,63,18,Taxes,O
1419,1036,55,18,Total,O
1481,1036,45,18,TTC,O
110,1111,10,18,1,O
171,1106,56,33,Hotel,LINE/DESCRIPTION
598,1111,45,18,26.0,LINE/QUANTITY
746,1111,79,18,€400.0,LINE/PRICE
913,1111,107,18,€10400.0,LINE/SUB_TOTAL
1087,1111,45,18,20.0,LINE/TAX
1234,1111,14,18,€,O
1254,1111,73,18,2080.0,O
1419,1111,108,18,€12480.0,O
109,1186,11,18,2,O
170,1186,76,18,Service,LINE/DESCRIPTION
253,1186,63,18,Client,LINE/DESCRIPTION
323,1185,83,22,(Heures,LINE/DESCRIPTION
598,1186,45,18,33.0,LINE/QUANTITY
746,1186,79,18,€190.0,LINE/PRICE
919,1186,14,18,€,LINE/SUB_TOTAL
939,1186,74,18,6270.0,LINE/SUB_TOTAL
1087,1186,45,18,20.0,LINE/TAX
1234,1186,93,18,€1254.0,O
1426,1186,93,18,€7524.0,O
171,1222,115,23,Prépayées),LINE/DESCRIPTION
109,1298,12,18,3,O
171,1294,69,22,Ecrans,LINE/DESCRIPTION
246,1298,94,18,ant-bruit,LINE/DESCRIPTION
604,1298,32,18,4.0,LINE/QUANTITY
746,1298,13,18,€,LINE/PRICE
765,1298,60,18,287.0,LINE/PRICE
919,1298,94,18,€1148.0,LINE/SUB_TOTAL
1256,1298,50,18,€0.0,O
1426,1298,93,18,€1148.0,O
108,1373,13,18,4,O
171,1373,72,22,Espace,LINE/DESCRIPTION
249,1368,17,33,de,LINE/DESCRIPTION
263,1373,83,18,travail,LINE/DESCRIPTION
354,1373,102,18,individuel,LINE/DESCRIPTION
598,1373,45,18,31.0,LINE/QUANTITY
746,1373,79,18,€876.0,LINE/PRICE
913,1373,107,18,€27156.0,LINE/SUB_TOTAL
1087,1373,30,18,5:5,LINE/TAX
1227,1373,13,18,€,O
1248,1373,86,18,1493.58,O
1412,1373,121,18,€28649.58,O
109,1448,11,18,5,O
171,1444,69,22,Ecrans,LINE/DESCRIPTION
246,1448,94,18,ant-bruit,LINE/DESCRIPTION
598,1448,45,18,22.0,LINE/QUANTITY
746,1448,13,18,€,LINE/PRICE
765,1448,60,18,287.0,LINE/PRICE
919,1448,13,18,€,LINE/SUB_TOTAL
939,1448,74,18,6314.0,LINE/SUB_TOTAL
1256,1448,50,18,€0.0,O
1426,1448,13,18,€,O
1445,1448,74,18,6314.0,O
109,1522,12,18,6,O
140,1517,12,33,|,LINE/DESCRIPTION
170,1522,78,18,Grande,LINE/DESCRIPTION
254,1522,53,18,table,LINE/DESCRIPTION
313,1522,25,18,de,LINE/DESCRIPTION
345,1522,80,18,réunion,LINE/DESCRIPTION
598,1522,45,18,99.0,LINE/QUANTITY
738,1522,13,18,€,LINE/PRICE
758,1517,73,33,4500.0,LINE/PRICE
906,1522,121,18,€445500.0,LINE/SUB_TOTAL
1087,1522,45,18,20.0,LINE/TAX
1227,1522,108,18,€89100.0,O
1412,1522,122,18,€534600.0,O
109,1597,12,18,7,O
140,1592,15,33,|,LINE/DESCRIPTION
170,1597,78,18,Grande,LINE/DESCRIPTION
254,1597,53,18,table,LINE/DESCRIPTION
313,1597,25,18,de,LINE/DESCRIPTION
345,1597,80,18,réunion,LINE/DESCRIPTION
598,1597,45,18,25.0,LINE/QUANTITY
738,1597,13,18,€,LINE/PRICE
758,1592,73,33,4500.0,LINE/PRICE
906,1597,121,18,€112500.0,LINE/SUB_TOTAL
1087,1597,45,18,20.0,LINE/TAX
1227,1597,108,18,€22500.0,O
1412,1597,122,18,€135000.0,O
109,1672,11,18,8,O
171,1672,74,18,Bureau,LINE/DESCRIPTION
253,1672,165,22,personnalisable,LINE/DESCRIPTION
598,1672,45,18,74.0,LINE/QUANTITY
746,1672,79,18,€500.0,LINE/PRICE
913,1672,107,18,€37000.0,LINE/SUB_TOTAL
1087,1672,45,18,20.0,LINE/TAX
1234,1672,14,18,€,O
1254,1672,73,18,7400.0,O
1419,1672,13,18,€,O
1438,1672,89,18,44400.0,O
1113,1761,55,18,Total,O
1177,1761,31,18,HT,O
1427,1761,13,18,€,TOTAL_UNTAXED
1446,1761,40,18,646,TOTAL_UNTAXED
1493,1761,74,21,"288,00",TOTAL_UNTAXED
1113,1811,63,18,Taxes,O
1427,1811,59,18,€123,TAX_AMOUNT
1493,1811,74,21,"827,58",TAX_AMOUNT
1113,1862,55,18,Total,O
1183,1857,37,33,TTC,O
1427,1862,60,18,€770,TOTAL_AMOUNT
1495,1862,72,21,"115,58",TOTAL_AMOUNT
1115,1912,110,18,Montant,O
1213,1908,11,30,a,O
1233,1917,60,17,payer,O
1427,1912,60,18,€770,O
1495,1912,72,21,"115,58",O
80,1955,91,18,Montant,O
177,1955,48,18,total,O
233,1955,10,18,a,O
251,1960,64,17,payer:,O
322,1955,13,18,€,O
341,1955,40,18,770,O
390,1955,72,21,"115,58",O
