left,top,width,height,text,label
152,133,54,18,Deco,SUPPLIER
211,133,70,18,Addict,SUPPLIER
152,170,26,18,77,ADDRESS
184,170,58,18,Santa,ADDRESS
250,170,83,18,Barbara,ADDRESS
342,170,25,18,Rd,ADDRESS
153,206,89,18,Pleasant,ADDRESS
249,206,33,18,Hill,ADDRESS
290,206,32,18,CA,ADDRESS
329,206,68,18,94523,ADDRESS
152,239,53,22,Etats,ADDRESS
212,243,46,18,Unis,ADDRESS
176,334,50,32,Date,O
456,338,82,18,Facture,O
545,338,12,18,#,O
759,338,50,18,Date,O
816,338,121,18,d'échéance,O
1084,338,49,18,BC#,O
1256,334,71,32,Devise,O
1426,338,94,18,Vendeur,O
136,413,129,19,02/01/2017,INVOICE_DATE
399,413,216,19,FA01/2017/058503,NUMBER
783,413,130,19,02/04/2017,INVOICE_DUE_DATE
1058,413,100,18,BC06068,PO_NUMBER
1270,413,44,18,EUR,O
1424,413,49,18,John,O
1481,413,42,18,Doe,O
121,550,88,18,Adresse,O
215,550,26,18,de,O
246,550,122,18,facturation,O
967,550,87,18,Adresse,O
1060,550,26,18,de,O
1093,550,91,18,livraison,O
122,625,74,18,Gemini,O
205,625,99,18,Furniture,O
968,625,74,18,Gemini,O
1050,625,100,18,Furniture,O
123,662,40,18,317,O
170,662,90,18,Fairchild,O
269,662,25,18,Dr,O
968,662,40,18,317,O
1016,662,89,18,Fairchild,O
1114,662,25,18,Dr,O
123,699,86,18,Fairfield,O
217,699,31,18,CA,O
255,699,68,18,94535,O
969,699,85,18,Fairfield,O
1062,699,32,18,CA,O
1101,699,67,18,94535,O
123,731,53,22,Etats,O
183,735,46,18,Unis,O
969,731,52,22,Etats,O
1028,735,46,18,Unis,O
123,848,23,18,ID,O
152,848,60,18,client,O
122,923,70,18,CLOO4,O
107,1036,13,18,#,O
169,1036,136,23,Description:,O
654,1032,83,31,Qantité,O
829,1032,42,31,Prix,O
967,1032,93,31,Montant,O
1144,1036,48,18,TVA,O
1279,1036,63,18,Taxes,O
1429,1036,55,18,Total,O
1491,1036,45,18,TTC,O
110,1111,10,18,1,O
169,1111,74,18,Bureau,LINE/DESCRIPTION
251,1111,166,22,personnalisable,LINE/DESCRIPTION
674,1111,45,18,64.0,LINE/QUANTITY
810,1111,79,18,€500.0,LINE/PRICE
959,1111,13,18,€,LINE/SUB_TOTAL
979,1111,87,18,32000.0,LINE/SUB_TOTAL
1127,1111,45,18,20.0,LINE/TAX
1264,1111,13,18,€,O
1283,1111,74,18,6400.0,O
1429,1111,13,18,€,O
1449,1111,87,18,38400.0,O
108,1186,12,18,2,O
167,1186,112,18,Architecte,LINE/DESCRIPTION
287,1186,90,22,Principal,LINE/DESCRIPTION
385,1185,130,22,(Facturation,LINE/DESCRIPTION
522,1191,32,13,sur,LINE/QUANTITY
674,1186,45,18,70.0,LINE/QUANTITY
810,1186,13,18,€,LINE/PRICE
831,1186,58,18,150.0,LINE/PRICE
959,1186,13,18,€,LINE/SUB_TOTAL
980,1186,86,18,10500.0,LINE/SUB_TOTAL
1127,1186,45,18,20.0,LINE/TAX
1264,1186,13,18,€,O
1283,1186,74,18,2100.0,O
1429,1186,107,18,€12600.0,O
169,1223,79,18,Feuilles,LINE/DESCRIPTION
255,1223,25,18,de,LINE/DESCRIPTION
286,1222,76,23,Temps),LINE/DESCRIPTION
108,1298,12,18,3,O
167,1298,112,18,Architecte,LINE/DESCRIPTION
287,1298,90,22,Principal,LINE/DESCRIPTION
385,1297,130,22,(Facturation,LINE/DESCRIPTION
522,1303,32,13,sur,LINE/QUANTITY
681,1298,31,18,9.0,LINE/QUANTITY
810,1298,13,18,€,LINE/PRICE
831,1298,58,18,150.0,LINE/PRICE
966,1298,13,18,€,LINE/SUB_TOTAL
987,1298,72,18,1350.0,LINE/SUB_TOTAL
1127,1298,45,18,20.0,LINE/TAX
1272,1298,13,18,€,O
1291,1298,60,18,270.0,O
1436,1298,93,18,€1620.0,O
169,1334,79,18,Feuilles,LINE/DESCRIPTION
255,1334,25,18,de,LINE/DESCRIPTION
286,1333,76,23,Temps),LINE/DESCRIPTION
107,1409,13,18,4,O
169,1409,74,18,Bureau,LINE/DESCRIPTION
251,1409,75,22,d'angle,LINE/DESCRIPTION
332,1414,48,13,avec,LINE/DESCRIPTION
386,1409,53,22,siége,LINE/DESCRIPTION
446,1409,10,18,a,LINE/DESCRIPTION
462,1409,75,22,gauche,LINE/DESCRIPTION
675,1409,44,18,14.0,LINE/QUANTITY
817,1409,65,18,€78.0,LINE/PRICE
966,1409,13,18,€,LINE/SUB_TOTAL
987,1409,72,18,1092.0,LINE/SUB_TOTAL
1127,1409,45,18,20.0,LINE/TAX
1272,1409,79,18,€218.4,O
1436,1409,93,18,€1310.4,O
109,1484,10,18,5,O
169,1484,74,18,Bureau,LINE/DESCRIPTION
251,1484,166,22,personnalisable,LINE/DESCRIPTION
674,1484,45,18,97.0,LINE/QUANTITY
810,1484,79,18,€500.0,LINE/PRICE
959,1484,107,18,€48500.0,LINE/SUB_TOTAL
1127,1484,45,18,20.0,LINE/TAX
1264,1484,13,18,€,O
1284,1484,73,18,9700.0,O
1429,1484,107,18,€58200.0,O
108,1559,12,18,6,O
167,1559,112,18,Architecte,LINE/DESCRIPTION
287,1559,90,22,Principal,LINE/DESCRIPTION
385,1559,130,21,(Facturation,LINE/DESCRIPTION
522,1564,32,13,sur,LINE/QUANTITY
675,1559,44,18,13.0,LINE/QUANTITY
810,1559,13,18,€,LINE/PRICE
831,1559,58,18,150.0,LINE/PRICE
966,1559,93,18,€1950.0,LINE/SUB_TOTAL
1127,1559,45,18,20.0,LINE/TAX
1272,1559,13,18,€,O
1291,1559,60,18,390.0,O
1436,1559,13,18,€,O
1455,1559,74,18,2340.0,O
169,1596,79,18,Feuilles,LINE/DESCRIPTION
255,1596,25,18,de,LINE/DESCRIPTION
286,1595,76,23,Temps),LINE/DESCRIPTION
108,1671,12,18,7,O
137,1666,17,33,|,LINE/DESCRIPTION
169,1671,74,18,Bureau,LINE/DESCRIPTION
251,1671,166,22,personnalisable,LINE/DESCRIPTION
674,1671,45,18,52.0,LINE/QUANTITY
810,1671,79,18,€500.0,LINE/PRICE
959,1671,107,18,€26000.0,LINE/SUB_TOTAL
1127,1671,45,18,20.0,LINE/TAX
1264,1671,93,18,€5200.0,O
1429,1671,107,18,€31200.0,O
108,1746,12,18,8,O
137,1741,14,33,|,LINE/DESCRIPTION
169,1746,74,18,Bureau,LINE/DESCRIPTION
251,1746,166,22,personnalisable,LINE/DESCRIPTION
673,1741,46,33,80.0,LINE/QUANTITY
810,1746,79,18,€500.0,LINE/PRICE
959,1746,107,18,€40000.0,LINE/SUB_TOTAL
1127,1746,45,18,20.0,LINE/TAX
1264,1746,93,18,€8000.0,O
1429,1746,107,18,€48000.0,O
1113,1834,55,18,Total,O
1177,1834,31,18,HT,O
1427,1834,59,18,€161,TOTAL_UNTAXED
1494,1834,73,21,"392,00",TOTAL_UNTAXED
1113,1885,63,18,Taxes,O
1442,1885,13,18,€,TAX_AMOUNT
1462,1885,25,18,32,TAX_AMOUNT
1494,1885,74,21,"278,40",TAX_AMOUNT
1113,1935,55,18,Total,O
1175,1935,45,18,TTC,O
1427,1935,59,18,€193,TOTAL_AMOUNT
1493,1935,74,21,"670,40",TOTAL_AMOUNT
1115,1986,93,18,Montant,O
1215,1986,10,18,a,O
1233,1991,61,17,payer,O
1427,1986,13,18,€,O
1448,1986,38,18,193,O
1493,1986,74,21,"670,40",O
80,2028,91,18,Montant,O
177,2028,48,18,total,O
233,2028,10,18,a,O
251,2033,64,17,payer:,O
322,2028,13,18,€,O
343,2028,38,18,193,O
388,2028,74,21,"670,40",O
