left,top,width,height,text,label
84,91,616,104,FACTURE,O
58,317,74,20,Azure,SUPPLIER
141,316,94,21,Interior,SUPPLIER
58,359,63,20,4557,ADDRESS
130,359,33,20,De,ADDRESS
170,358,58,21,Silva,ADDRESS
235,358,25,21,St,ADDRESS
59,401,106,20,Fremont,ADDRESS
172,401,38,20,CA,ADDRESS
218,400,78,21,94538,ADDRESS
59,443,62,20,Etats,ADDRESS
129,442,54,21,Unis,ADDRESS
59,527,168,28,FACTUREA,O
524,527,154,28,ENVOYEA,O
59,578,77,26,Ready,O
144,579,49,20,Mat,O
524,578,76,26,Ready,O
608,579,49,20,Mat,O
59,620,63,21,7500,O
128,621,29,20,W,O
165,620,66,21,Linne,O
239,620,61,21,Road,O
523,620,63,21,7500,O
592,621,29,20,W,O
629,620,66,21,Linne,O
704,620,61,21,Road,O
58,663,70,25,Tracy,O
135,662,37,21,CA,O
180,662,79,21,95304,O
522,663,70,25,Tracy,O
599,662,38,21,CA,O
644,662,79,21,95304,O
59,705,62,20,Etats,O
129,704,54,21,Unis,O
524,705,61,20,Etats,O
594,704,53,21,Unis,O
59,847,72,40,QTE,O
215,847,258,35,DESIGNATION,O
59,917,78,27,"95,00",LINE/QUANTITY
214,916,104,30,Logiciel,LINE/DESCRIPTION
327,916,33,24,de,LINE/DESCRIPTION
368,916,155,29,conception,LINE/DESCRIPTION
532,916,33,24,de,LINE/DESCRIPTION
574,916,97,24,bureau,LINE/DESCRIPTION
60,968,77,27,"16,00",LINE/QUANTITY
214,968,91,28,Lampe,LINE/DESCRIPTION
313,967,33,24,de,LINE/DESCRIPTION
355,967,97,24,bureau,LINE/DESCRIPTION
59,1019,78,27,"64,00",LINE/QUANTITY
213,1018,103,24,Grande,LINE/DESCRIPTION
324,1018,111,24,armoire,LINE/DESCRIPTION
59,1070,78,27,"52,00",LINE/QUANTITY
213,1069,93,24,Chaise,LINE/DESCRIPTION
314,1069,33,24,de,LINE/DESCRIPTION
356,1069,97,24,bureau,LINE/DESCRIPTION
59,1121,78,27,"39,00",LINE/QUANTITY
214,1120,122,24,Poubelle,LINE/DESCRIPTION
344,1121,14,23,a,LINE/DESCRIPTION
367,1120,92,29,pédale,LINE/DESCRIPTION
58,1172,79,27,"44,00",LINE/QUANTITY
214,1166,91,29,Ecrans,LINE/DESCRIPTION
314,1171,126,24,ant-bruit,LINE/DESCRIPTION
59,1223,60,27,"3,00",LINE/QUANTITY
214,1222,104,30,Logiciel,LINE/DESCRIPTION
327,1222,33,24,de,LINE/DESCRIPTION
368,1222,155,29,conception,LINE/DESCRIPTION
532,1222,33,24,de,LINE/DESCRIPTION
574,1222,97,24,bureau,LINE/DESCRIPTION
58,1274,79,27,"23,00",LINE/QUANTITY
214,1274,95,28,Espace,LINE/DESCRIPTION
317,1273,33,24,de,LINE/DESCRIPTION
358,1273,89,24,travail,LINE/DESCRIPTION
458,1273,136,24,individuel,LINE/DESCRIPTION
56,1898,197,23,CONDITIONS,O
262,1898,35,23,ET,O
306,1893,177,28,MODALITES,O
493,1898,38,23,DE,O
541,1898,158,23,PAIEMENT,O
57,1944,31,21,30,O
94,1944,10,21,J,O
111,1944,32,21,fin,O
151,1944,29,21,du,O
189,1944,63,21,mois.,O
988,560,139,23,FACTURE,O
1136,560,34,23,N°,O
988,611,79,23,DATE,O
987,662,191,23,COMMANDE,O
1188,662,33,23,N°,O
988,708,163,28,ECHEANCE,O
1034,854,85,28,PRIX,O
1129,854,97,28,UNIT.,O
1238,854,49,28,HT,O
1191,917,97,27,"235,00",LINE/PRICE
1209,968,78,27,"35,00",LINE/PRICE
1191,1019,97,27,"800,00",LINE/PRICE
1209,1070,78,27,"55,00",LINE/PRICE
1210,1121,77,27,"10,00",LINE/PRICE
1191,1172,97,27,"287,00",LINE/PRICE
1191,1223,97,27,"235,00",LINE/PRICE
1191,1274,97,27,"876,00",LINE/PRICE
954,1589,64,21,Total,O
1027,1589,36,21,HT,O
954,1635,73,21,Taxes,O
954,1680,90,21,TOTAL,O
1311,559,282,26,FA07/2016/085571,NUMBER
1426,610,168,26,10/07/2016,INVOICE_DATE
1463,662,130,23,BC03570,PO_NUMBER
1426,712,168,26,10/07/2016,INVOICE_DUE_DATE
1340,854,196,28,MONTANT,O
1547,854,48,28,HT,O
1432,917,34,23,22,LINE/SUB_TOTAL
1475,917,96,27,"325,00",LINE/SUB_TOTAL
1578,917,17,23,€,LINE/SUB_TOTAL
1474,968,97,27,"560,00",LINE/SUB_TOTAL
