left,top,width,height,text,label
84,91,616,104,FACTURE,O
59,316,94,21,Biotech,SUPPLIER
58,358,46,21,215,ADDRESS
112,358,57,21,Vine,ADDRESS
176,358,24,21,St,ADDRESS
58,400,111,21,Scranton,ADDRESS
178,401,35,20,PA,ADDRESS
222,400,78,21,18503,ADDRESS
59,438,62,25,Etats,ADDRESS
129,442,54,21,Unis,ADDRESS
59,527,168,28,FACTUREA,O
524,527,154,28,ENVOYEA,O
59,579,63,20,Deco,O
128,578,83,21,Addict,O
524,579,62,20,Deco,O
593,578,82,21,Addict,O
59,621,30,20,77,O
96,620,69,21,Santa,O
174,620,98,21,Barbara,O
281,620,30,21,Rd,O
523,621,30,20,77,O
560,620,69,21,Santa,O
638,620,98,21,Barbara,O
745,620,31,21,Rd,O
59,662,106,21,Pleasant,O
174,662,40,21,Hill,O
222,662,37,21,CA,O
267,662,79,21,94523,O
524,662,106,21,Pleasant,O
638,662,40,21,Hill,O
686,662,38,21,CA,O
731,662,79,21,94523,O
59,700,62,25,Etats,O
129,704,54,21,Unis,O
524,700,61,25,Etats,O
594,704,53,21,Unis,O
59,847,72,41,QTE,O
215,847,258,35,DESIGNATION,O
59,917,78,27,"72,00",LINE/QUANTITY
213,917,105,29,Canapé,LINE/DESCRIPTION
326,916,64,24,trois,LINE/DESCRIPTION
399,916,86,30,places,LINE/DESCRIPTION
59,968,78,27,"37,00",LINE/QUANTITY
212,967,169,30,Assemblage,LINE/DESCRIPTION
389,967,33,24,de,LINE/DESCRIPTION
430,967,103,24,Cuisine,LINE/DESCRIPTION
542,966,102,30,(Etapes,LINE/DESCRIPTION
654,966,180,30,Importantes),LINE/DESCRIPTION
59,1019,60,27,"3,00",LINE/QUANTITY
213,1018,183,24,Combinaison,LINE/DESCRIPTION
404,1018,33,24,de,LINE/DESCRIPTION
446,1018,97,24,bureau,LINE/DESCRIPTION
59,1070,78,27,"67,00",LINE/QUANTITY
214,1070,73,23,Boite,LINE/DESCRIPTION
295,1069,33,24,de,LINE/DESCRIPTION
337,1072,152,27,rangement,LINE/DESCRIPTION
58,1121,79,27,"67,00",LINE/QUANTITY
213,1120,103,24,Grande,LINE/DESCRIPTION
324,1120,111,24,armoire,LINE/DESCRIPTION
58,1172,79,27,"20,00",LINE/QUANTITY
214,1172,99,23,Bureau,LINE/DESCRIPTION
323,1171,220,29,personnalisable,LINE/DESCRIPTION
56,1898,197,23,CONDITIONS,O
262,1898,35,23,ET,O
306,1893,177,28,MODALITES,O
493,1898,38,23,DE,O
541,1898,158,23,PAIEMENT,O
57,1944,31,21,30,O
94,1944,10,21,J,O
111,1944,32,21,fin,O
151,1944,29,21,du,O
189,1944,63,21,mois.,O
988,560,139,23,FACTURE,O
1136,560,34,23,N°,O
988,611,79,23,DATE,O
987,662,191,23,COMMANDE,O
1188,662,33,23,N°,O
988,708,163,28,ECHEANCE,O
1034,854,85,28,PRIX,O
1129,854,97,28,UNIT.,O
1238,854,49,28,HT,O
1168,917,120,27,"1000,00",LINE/PRICE
1190,968,98,27,"420,00",LINE/PRICE
1191,1019,97,27,"300,00",LINE/PRICE
1210,1070,77,27,"14,00",LINE/PRICE
1191,1121,97,27,"800,00",LINE/PRICE
1191,1172,97,27,"500,00",LINE/PRICE
954,1589,64,21,Total,O
1027,1589,36,21,HT,O
954,1635,73,21,Taxes,O
954,1680,90,21,TOTAL,O
1311,559,282,26,FA06/2017/065288,NUMBER
1425,610,169,26,26/06/2017,INVOICE_DATE
1463,662,130,23,BCO7097,PO_NUMBER
1426,712,168,26,11/07/2017,INVOICE_DUE_DATE
1340,854,196,28,MONTANT,O
1547,854,48,28,HT,O
1432,917,34,23,72,LINE/SUB_TOTAL
1474,917,97,27,"000,00",LINE/SUB_TOTAL
1578,917,17,23,€,LINE/SUB_TOTAL
1433,968,33,23,15,LINE/SUB_TOTAL
1475,968,96,27,"540,00",LINE/SUB_TOTAL
1578,968,17,23,€,LINE/SUB_TOTAL
1475,1019,96,27,"900,00",LINE/SUB_TOTAL
1578,1019,17,23,€,LINE/SUB_TOTAL
1475,1070,96,27,"938,00",LINE/SUB_TOTAL
1578,1070,17,23,€,LINE/SUB_TOTAL
1432,1121,34,23,53,LINE/SUB_TOTAL
1474,1121,97,27,"600,00",LINE/SUB_TOTAL
1578,1121,17,23,€,LINE/SUB_TOTAL
1433,1172,34,23,10,LINE/SUB_TOTAL
1474,1172,97,27,"000,00",LINE/SUB_TOTAL
1578,1172,17,23,€,LINE/SUB_TOTAL
1405,1589,45,21,152,TOTAL_UNTAXED
1458,1589,86,25,"978,00",TOTAL_UNTAXED
1551,1589,15,21,€,TOTAL_UNTAXED
1420,1635,30,21,30,TAX_AMOUNT
1457,1635,87,25,"505,60",TAX_AMOUNT
1551,1635,15,21,€,TAX_AMOUNT
1405,1680,45,21,183,TOTAL_AMOUNT
1457,1680,87,24,"483,60",TOTAL_AMOUNT
1551,1680,15,21,€,TOTAL_AMOUNT
