left,top,width,height,text,label
84,91,616,104,FACTURE,O
58,316,75,21,Wood,SUPPLIER
141,316,87,21,Corner,SUPPLIER
60,358,62,21,1839,ADDRESS
128,358,74,21,Arbor,ADDRESS
209,359,58,25,Way,ADDRESS
58,400,95,21,Turlock,ADDRESS
160,400,38,21,CA,ADDRESS
205,400,79,21,95380,ADDRESS
59,438,62,25,Etats,ADDRESS
129,442,54,21,Unis,ADDRESS
59,527,168,28,FACTUREA,O
524,527,154,28,ENVOYEA,O
59,578,94,21,Lumber,O
162,579,35,20,Inc,O
523,578,95,21,Lumber,O
626,579,35,20,Inc,O
60,620,61,21,1337,O
130,621,17,20,N,O
155,620,44,21,San,O
206,620,97,26,Joaquin,O
311,620,24,21,St,O
524,620,62,21,1337,O
594,621,17,20,N,O
620,620,43,21,San,O
671,620,96,26,Joaquin,O
775,620,24,21,St,O
58,662,112,21,Stockton,O
177,662,38,21,CA,O
222,662,79,21,95202,O
522,662,112,21,Stockton,O
641,662,38,21,CA,O
687,662,78,21,95202,O
59,700,62,25,Etats,O
129,704,54,21,Unis,O
523,700,62,25,Etats,O
594,704,53,21,Unis,O
59,847,73,41,QTE,O
215,847,258,35,DESIGNATION,O
58,917,79,27,"88,00",LINE/QUANTITY
213,916,103,24,Grande,LINE/DESCRIPTION
324,916,71,24,table,LINE/DESCRIPTION
403,916,33,24,de,LINE/DESCRIPTION
445,916,106,24,réunion,LINE/DESCRIPTION
59,968,60,27,"3,00",LINE/QUANTITY
213,968,105,29,Canapé,LINE/DESCRIPTION
326,967,64,24,trois,LINE/DESCRIPTION
399,967,86,30,places,LINE/DESCRIPTION
59,1019,78,27,"54,00",LINE/QUANTITY
213,1018,93,24,Chaise,LINE/DESCRIPTION
314,1018,33,24,de,LINE/DESCRIPTION
356,1018,97,24,bureau,LINE/DESCRIPTION
58,1070,79,27,"28,00",LINE/QUANTITY
213,1069,93,24,Chaise,LINE/DESCRIPTION
314,1069,33,24,de,LINE/DESCRIPTION
356,1069,97,24,bureau,LINE/DESCRIPTION
462,1069,72,25,noire,LINE/DESCRIPTION
56,1898,197,23,CONDITIONS,O
262,1898,35,23,ET,O
306,1893,177,28,MODALITES,O
493,1898,38,23,DE,O
541,1898,158,23,PAIEMENT,O
57,1944,31,21,30,O
94,1944,10,21,J,O
111,1944,32,21,fin,O
151,1944,29,21,du,O
189,1944,63,21,mois.,O
988,560,139,23,FACTURE,O
1136,560,34,23,N°,O
988,611,79,23,DATE,O
987,662,191,23,COMMANDE,O
1188,662,33,23,N°,O
988,708,163,28,ECHEANCE,O
1034,854,85,28,PRIX,O
1129,854,97,28,UNIT.,O
1238,854,49,28,HT,O
1165,917,18,23,4,LINE/PRICE
1191,917,97,27,"500,00",LINE/PRICE
1168,968,120,27,"1000,00",LINE/PRICE
1208,1019,79,27,"55,00",LINE/PRICE
1193,1070,95,27,"180,00",LINE/PRICE
954,1589,64,21,Total,O
1027,1589,36,21,HT,O
954,1635,73,21,Taxes,O
954,1680,90,21,TOTAL,O
1311,559,282,26,FA08/2019/068826,NUMBER
1426,610,168,26,17/08/2019,INVOICE_DATE
1463,662,130,23,BC03749,PO_NUMBER
1426,712,168,26,15/11/2019,INVOICE_DUE_DATE
1340,854,196,28,MONTANT,O
1547,854,48,28,HT,O
1413,917,52,23,396,LINE/SUB_TOTAL
1473,917,97,27,"000,00",LINE/SUB_TOTAL
1578,917,17,23,€,LINE/SUB_TOTAL
1450,968,16,23,3,LINE/SUB_TOTAL
1473,968,98,27,"000,00",LINE/SUB_TOTAL
1578,968,17,23,€,LINE/SUB_TOTAL
1449,1019,17,23,2.,LINE/SUB_TOTAL
1474,1019,97,27,"970,00",LINE/SUB_TOTAL
1578,1019,17,23,€,LINE/SUB_TOTAL
1450,1070,15,23,5,LINE/SUB_TOTAL
1473,1070,98,27,"040,00",LINE/SUB_TOTAL
1578,1070,17,23,€,LINE/SUB_TOTAL
1403,1589,48,21,407,TOTAL_UNTAXED
1457,1589,87,25,"010,00",TOTAL_UNTAXED
1551,1589,15,21,€,TOTAL_UNTAXED
1419,1635,31,21,80,TAX_AMOUNT
1457,1635,87,25,"898,00",TAX_AMOUNT
1551,1635,15,21,€,TAX_AMOUNT
1403,1680,47,21,487,TOTAL_AMOUNT
1459,1680,85,24,"908,00",TOTAL_AMOUNT
1551,1680,15,21,€,TOTAL_AMOUNT
