left,top,width,height,text,label
84,91,616,104,FACTURE,O
59,317,63,20,Marc,SUPPLIER
131,317,72,20,Demo,SUPPLIER
59,358,62,21,3575,ADDRESS
130,359,76,20,Buena,ADDRESS
213,358,64,21,Vista,ADDRESS
284,359,96,20,Avenue,ADDRESS
59,401,90,25,Eugene,ADDRESS
156,400,58,21,COR,ADDRESS
222,400,79,21,97401,ADDRESS
59,438,62,25,Etats,ADDRESS
129,442,54,21,Unis,ADDRESS
59,527,168,28,FACTUREA,O
524,527,154,28,ENVOYEA,O
59,578,77,26,Ready,O
144,579,49,20,Mat,O
524,578,76,26,Ready,O
608,579,49,20,Mat,O
59,620,63,21,7500,O
128,621,29,20,W,O
165,620,66,21,Linne,O
239,620,61,21,Road,O
523,620,63,21,7500,O
592,621,29,20,W,O
629,620,66,21,Linne,O
704,620,61,21,Road,O
58,663,70,25,Tracy,O
135,662,37,21,CA,O
180,662,79,21,95304,O
522,663,70,25,Tracy,O
599,662,38,21,CA,O
644,662,79,21,95304,O
59,700,62,25,Etats,O
129,704,54,21,Unis,O
524,700,61,25,Etats,O
594,704,53,21,Unis,O
59,847,72,41,QTE,O
215,847,258,35,DESIGNATION,O
58,917,79,27,"42,00",LINE/QUANTITY
214,917,99,23,Bureau,LINE/DESCRIPTION
322,916,100,30,d'angle,LINE/DESCRIPTION
430,923,64,17,avec,LINE/DESCRIPTION
501,916,71,30,siége,LINE/DESCRIPTION
580,917,14,23,4,LINE/DESCRIPTION
602,916,100,30,gauche,LINE/DESCRIPTION
58,968,79,27,"28,00",LINE/QUANTITY
214,967,94,30,Design,LINE/DESCRIPTION
316,967,149,24,d'intérieur,LINE/DESCRIPTION
472,967,92,24,virtuel,LINE/DESCRIPTION
59,1019,78,27,"58,00",LINE/QUANTITY
214,1018,122,24,Poubelle,LINE/DESCRIPTION
344,1019,14,23,a,LINE/DESCRIPTION
367,1018,92,29,pédale,LINE/DESCRIPTION
59,1070,78,27,"63,00",LINE/QUANTITY
213,1070,112,29,Support,LINE/DESCRIPTION
333,1069,33,24,de,LINE/DESCRIPTION
375,1069,96,24,bureau,LINE/DESCRIPTION
480,1076,64,17,avec,LINE/DESCRIPTION
552,1070,77,23,écran,LINE/DESCRIPTION
58,1121,79,27,"24,00",LINE/QUANTITY
214,1120,75,24,Hotel,LINE/DESCRIPTION
59,1172,78,27,"76,00",LINE/QUANTITY
214,1172,155,23,Restaurant,LINE/DESCRIPTION
58,1223,79,28,"25,00",LINE/QUANTITY
212,1222,97,24,Virtual,LINE/DESCRIPTION
319,1223,83,23,Home,LINE/DESCRIPTION
409,1222,105,30,Staging,LINE/DESCRIPTION
56,1898,197,23,CONDITIONS,O
262,1898,35,23,ET,O
306,1893,177,28,MODALITES,O
493,1898,38,23,DE,O
541,1898,158,23,PAIEMENT,O
57,1944,31,21,30,O
94,1944,10,21,J,O
111,1944,32,21,fin,O
151,1944,29,21,du,O
189,1944,63,21,mois.,O
988,560,139,23,FACTURE,O
1136,560,34,23,N°,O
988,611,79,23,DATE,O
987,662,191,23,COMMANDE,O
1188,662,33,23,N°,O
988,708,163,28,ECHEANCE,O
1034,854,85,28,PRIX,O
1129,854,97,28,UNIT.,O
1238,854,49,28,HT,O
1209,917,78,27,"78,00",LINE/PRICE
1208,968,79,27,"20,50",LINE/PRICE
1210,1019,77,27,"10,00",LINE/PRICE
1166,1070,122,27,"2.010,00",LINE/PRICE
1190,1121,98,27,"400,00",LINE/PRICE
1228,1172,60,27,"8,00",LINE/PRICE
1208,1223,79,27,"25,50",LINE/PRICE
954,1589,64,21,Total,O
1027,1589,36,21,HT,O
954,1635,73,21,Taxes,O
954,1680,90,21,TOTAL,O
1311,559,282,26,FA12/2020/011447,NUMBER
1426,610,168,26,11/12/2020,INVOICE_DATE
1463,662,130,23,BCO2442,PO_NUMBER
1424,712,169,26,09/02/2021,INVOICE_DUE_DATE
1340,854,196,28,MONTANT,O
1547,854,48,28,HT,O
1450,917,16,23,3,LINE/SUB_TOTAL
1474,917,97,27,"276,00",LINE/SUB_TOTAL
1578,917,17,23,€,LINE/SUB_TOTAL
1474,968,97,27,"574,00",LINE/SUB_TOTAL
1578,968,17,23,€,LINE/SUB_TOTAL
1474,1019,97,27,"580,00",LINE/SUB_TOTAL
1578,1019,17,23,€,LINE/SUB_TOTAL
1414,1070,52,23,126,LINE/SUB_TOTAL
1473,1070,97,27,"630,00",LINE/SUB_TOTAL
1578,1070,17,23,€,LINE/SUB_TOTAL
1450,1121,16,23,9,LINE/SUB_TOTAL
1474,1121,97,27,"600,00",LINE/SUB_TOTAL
1578,1121,17,23,€,LINE/SUB_TOTAL
1474,1172,97,27,"608,00",LINE/SUB_TOTAL
1578,1172,17,23,€,LINE/SUB_TOTAL
1474,1223,97,27,"637,50",LINE/SUB_TOTAL
1578,1223,17,23,€,LINE/SUB_TOTAL
1405,1589,45,21,141,TOTAL_UNTAXED
1458,1589,86,25,"905,50",TOTAL_UNTAXED
1551,1589,15,21,€,TOTAL_UNTAXED
1437,1635,14,21,2,TAX_AMOUNT
1458,1635,87,25,"844,37",TAX_AMOUNT
1551,1635,15,21,€,TAX_AMOUNT
1405,1681,46,20,144,TOTAL_AMOUNT
1458,1680,86,24,"749,87",TOTAL_AMOUNT
1551,1680,15,21,€,TOTAL_AMOUNT
