left,top,width,height,text,label
59,337,126,28,Facture,O
197,336,341,31,FAQ5/2015/007836,NUMBER
63,580,112,20,Description,O
62,625,71,16,Grande,LINE/DESCRIPTION
138,625,48,16,table,LINE/DESCRIPTION
192,625,22,16,de,LINE/DESCRIPTION
221,625,73,16,réunion,LINE/DESCRIPTION
63,671,67,16,Bureau,LINE/DESCRIPTION
136,671,68,20,d'angle,LINE/DESCRIPTION
211,676,42,11,avec,LINE/DESCRIPTION
259,671,48,20,siége,LINE/DESCRIPTION
313,671,9,16,a,LINE/DESCRIPTION
328,671,68,20,gauche,LINE/DESCRIPTION
62,717,58,16,Grand,LINE/DESCRIPTION
128,717,65,16,bureau,LINE/DESCRIPTION
63,762,67,16,Bureau,LINE/DESCRIPTION
137,762,150,20,personnalisable,LINE/DESCRIPTION
63,808,70,20,Logiciel,LINE/DESCRIPTION
140,808,22,16,de,LINE/DESCRIPTION
168,808,106,20,conception,LINE/DESCRIPTION
280,808,22,16,de,LINE/DESCRIPTION
309,808,66,16,bureau,LINE/DESCRIPTION
666,338,72,16,Lumber,SUPPLIER
745,338,27,16,Inc,SUPPLIER
666,371,49,16,1337,ADDRESS
721,371,13,16,N,ADDRESS
741,371,34,16,San,ADDRESS
781,371,74,20,Joaquin,ADDRESS
665,404,18,16,St,ADDRESS
665,437,85,16,Stockton,ADDRESS
756,437,29,16,CA,ADDRESS
791,437,62,16,95202,ADDRESS
666,467,47,20,Etats,ADDRESS
720,471,41,16,Unis,ADDRESS
777,580,87,19,Quantité,O
744,625,54,19,"80,00",LINE/QUANTITY
804,625,61,16,Unités,LINE/UOM
745,671,53,19,"18,00",LINE/QUANTITY
804,671,61,16,Unités,LINE/UOM
744,717,54,19,"84,00",LINE/QUANTITY
804,717,61,16,Unités,LINE/UOM
744,762,54,19,"72,00",LINE/QUANTITY
804,762,61,16,Unités,LINE/UOM
744,808,54,19,"29,00",LINE/QUANTITY
804,808,61,16,Unités,LINE/UOM
1054,339,46,16,Date,O
1193,339,102,16,Echéacnce,O
1331,339,57,16,N°BC,O
1054,375,116,16,2015-05-28,INVOICE_DATE
1192,375,116,16,2015-06-12,INVOICE_DUE_DATE
1331,375,91,16,BC04749,PO_NUMBER
1049,580,38,16,Prix,O
1098,580,57,16,Taxes,O
1495,576,34,30,Sous,O
1543,580,47,16,total,O
1002,625,85,19,"4500,00",LINE/PRICE
1098,625,43,16,TVA,LINE/TAX
1147,625,41,16,20%,LINE/TAX
1465,625,36,16,360,LINE/SUB_TOTAL
1507,625,67,19,"000,00",LINE/SUB_TOTAL
1580,625,12,16,€,LINE/SUB_TOTAL
1033,671,54,19,"78,00",LINE/PRICE
1098,671,43,16,TVA,LINE/TAX
1147,671,41,16,20%,LINE/TAX
1492,671,100,19,"1404,00€",LINE/SUB_TOTAL
1004,717,83,19,"1299,00",LINE/PRICE
1098,717,43,16,TVA,LINE/TAX
1147,717,41,16,20%,LINE/TAX
1466,717,35,16,109,LINE/SUB_TOTAL
1509,717,83,19,"116,00",LINE/SUB_TOTAL
1582,713,13,29,€,LINE/SUB_TOTAL
1019,762,67,19,"500,00",LINE/PRICE
1098,762,43,16,TVA,LINE/TAX
1147,762,41,16,20%,LINE/TAX
1479,762,23,16,36,LINE/SUB_TOTAL
1508,762,67,19,"000,00",LINE/SUB_TOTAL
1580,762,12,16,€,LINE/SUB_TOTAL
1019,808,67,19,"235,00",LINE/PRICE
1098,808,43,16,TVA,LINE/TAX
1147,808,41,16,20%,LINE/TAX
1491,808,11,16,6,LINE/SUB_TOTAL
1508,808,67,19,"815,00",LINE/SUB_TOTAL
1580,808,12,16,€,LINE/SUB_TOTAL
1116,1576,84,16,Montant,O
1207,1576,28,16,HT,O
1377,1576,54,16,€513,TOTAL_UNTAXED
1438,1576,66,19,"335,00",TOTAL_UNTAXED
1146,1621,57,16,Taxes,O
1377,1621,12,16,€,TAX_AMOUNT
1396,1621,35,16,102,TAX_AMOUNT
1437,1621,67,19,"667,00",TAX_AMOUNT
1110,1667,85,16,Montant,O
1200,1667,40,16,TTC,O
1377,1667,54,16,€616,TOTAL_AMOUNT
1437,1667,67,19,"002,00",TOTAL_AMOUNT
