left,top,width,height,text,label
59,337,89,28,Factu,O
154,345,31,20,re,O
197,336,341,31,FA02/2016/010649,NUMBER
664,338,140,20,YourCompany,SUPPLIER
1054,339,46,16,Date,O
1193,339,102,16,Echéacnce,O
1331,339,57,16,N°BC,O
665,371,37,16,250,ADDRESS
708,371,93,16,Executive,ADDRESS
808,370,42,17,Park,ADDRESS
857,370,46,20,"Blvd,",ADDRESS
909,371,104,16,Suite3400,ADDRESS
1054,375,116,16,2016-02-22,INVOICE_DATE
1192,375,116,16,2016-03-08,INVOICE_DUE_DATE
1331,375,91,16,BC08740,PO_NUMBER
665,404,63,16,94134,ADDRESS
733,404,33,16,San,ADDRESS
773,404,91,16,Francisco,ADDRESS
666,437,64,16,France,ADDRESS
59,576,116,28,Description,O
741,576,87,27,Quantité,O
1024,580,38,16,Prix,O
1074,580,57,16,Taxes,O
1495,576,34,27,Sous,O
1542,576,48,27,total,O
62,625,71,16,Grande,LINE/DESCRIPTION
138,625,48,16,table,LINE/DESCRIPTION
192,625,22,16,de,LINE/DESCRIPTION
221,625,73,16,réunion,LINE/DESCRIPTION
708,625,54,19,"23,00",LINE/QUANTITY
768,625,61,16,Unités,LINE/UOM
977,625,85,19,"4500,00",LINE/PRICE
1074,625,42,16,TVA,LINE/TAX
1122,625,41,16,20%,LINE/TAX
1466,625,35,16,103,LINE/SUB_TOTAL
1508,625,66,19,"500,00",LINE/SUB_TOTAL
1580,625,12,16,€,LINE/SUB_TOTAL
62,671,64,16,Chaise,LINE/DESCRIPTION
131,671,23,16,de,LINE/DESCRIPTION
161,671,65,16,bureau,LINE/DESCRIPTION
233,671,49,16,noire,LINE/DESCRIPTION
709,671,53,19,"10,00",LINE/QUANTITY
768,671,61,16,Unités,LINE/UOM
996,671,65,19,"180,00",LINE/PRICE
1074,671,42,16,TVA,LINE/TAX
1123,671,40,16,10%,LINE/TAX
1492,671,83,19,"1800,00",LINE/SUB_TOTAL
1580,671,12,16,€,LINE/SUB_TOTAL
62,717,58,16,Grand,LINE/DESCRIPTION
128,717,65,16,bureau,LINE/DESCRIPTION
709,717,53,19,"91,00",LINE/QUANTITY
768,717,61,16,Unités,LINE/UOM
979,717,83,19,"1299,00",LINE/PRICE
1074,717,42,16,TVA,LINE/TAX
1122,717,41,16,20%,LINE/TAX
1466,717,35,16,118,LINE/SUB_TOTAL
1507,717,68,19,"209,00",LINE/SUB_TOTAL
1580,717,12,16,€,LINE/SUB_TOTAL
63,762,62,20,Lampe,LINE/DESCRIPTION
130,762,23,16,de,LINE/DESCRIPTION
160,762,65,16,bureau,LINE/DESCRIPTION
708,762,54,19,"34,00",LINE/QUANTITY
768,762,61,16,Unités,LINE/UOM
1008,762,54,19,"35,00",LINE/PRICE
1074,762,42,16,TVA,LINE/TAX
1122,762,41,16,20%,LINE/TAX
1492,762,83,19,"1190,00",LINE/SUB_TOTAL
1580,762,12,16,€,LINE/SUB_TOTAL
63,808,65,20,Espace,LINE/DESCRIPTION
134,808,22,16,de,LINE/DESCRIPTION
162,808,60,16,travail,LINE/DESCRIPTION
229,808,92,16,individuel,LINE/DESCRIPTION
709,808,53,19,"94,00",LINE/QUANTITY
768,808,61,16,Unités,LINE/UOM
994,808,67,19,"876,00",LINE/PRICE
1074,808,94,19,"TVA5,5%",LINE/TAX
1478,808,24,16,82,LINE/SUB_TOTAL
1509,808,83,19,"344,00€",LINE/SUB_TOTAL
62,854,72,20,Canapé,LINE/DESCRIPTION
139,854,44,16,trois,LINE/DESCRIPTION
189,854,58,20,places,LINE/DESCRIPTION
708,854,54,19,"54,00",LINE/QUANTITY
768,854,61,16,Unités,LINE/UOM
979,854,83,18,"1000,00",LINE/PRICE
1074,854,42,16,TVA,LINE/TAX
1122,854,41,16,20%,LINE/TAX
1479,854,24,16,54,LINE/SUB_TOTAL
1508,854,67,19,"000,00",LINE/SUB_TOTAL
1580,854,12,16,€,LINE/SUB_TOTAL
63,899,62,20,Lampe,LINE/DESCRIPTION
130,899,23,16,de,LINE/DESCRIPTION
160,899,65,16,bureau,LINE/DESCRIPTION
708,899,54,19,"61,00",LINE/QUANTITY
768,899,61,16,Unités,LINE/UOM
1008,899,55,19,"35,00",LINE/PRICE
1074,899,42,16,TVA,LINE/TAX
1122,899,41,16,20%,LINE/TAX
1491,899,11,16,2,LINE/SUB_TOTAL
1509,899,66,19,"135,00",LINE/SUB_TOTAL
1580,899,12,16,€,LINE/SUB_TOTAL
1116,1576,84,16,Montant,O
1207,1576,28,16,HT,O
1377,1576,12,16,€,TOTAL_UNTAXED
1395,1576,36,16,363,TOTAL_UNTAXED
1439,1576,65,19,"178,00",TOTAL_UNTAXED
1146,1621,57,16,Taxes,O
1384,1621,41,16,€60,TAX_AMOUNT
1432,1621,66,19,"515,72",TAX_AMOUNT
1110,1667,85,16,Montant,O
1200,1667,40,16,TTC,O
1377,1667,54,16,€423,TOTAL_AMOUNT
1437,1667,67,19,"693,72",TOTAL_AMOUNT
