left,top,width,height,text,label
59,337,126,28,Facture,O
197,336,342,31,FAO1/2018/040967,NUMBER
63,580,112,20,Description,O
61,625,101,16,Architecte,LINE/DESCRIPTION
168,625,60,16,Junior,LINE/DESCRIPTION
234,624,118,20,(Facturation,LINE/DESCRIPTION
358,630,29,11,sur,LINE/DESCRIPTION
394,625,72,16,Feuilles,LINE/DESCRIPTION
472,625,22,16,de,LINE/DESCRIPTION
499,624,70,21,Temps),LINE/DESCRIPTION
666,338,48,16,Deco,SUPPLIER
719,337,64,17,Addict,SUPPLIER
665,371,24,16,77,ADDRESS
695,371,52,16,Santa,ADDRESS
754,370,76,17,Barbara,ADDRESS
837,371,23,16,Rd,ADDRESS
666,404,81,16,Pleasant,ADDRESS
753,404,31,16,Hill,ADDRESS
790,404,30,16,CA,ADDRESS
825,404,62,16,94523,ADDRESS
666,433,47,20,Etats,ADDRESS
720,437,41,16,Unis,ADDRESS
843,580,88,19,Quantité,O
803,625,55,19,"49,00",LINE/UOM
864,625,68,16,Heures,LINE/UOM
1054,339,46,16,Date,O
1193,339,102,16,Echéacnce,O
1331,339,23,16,N°,O
1361,339,27,16,BC,O
1054,375,116,16,2018-01-23,INVOICE_DATE
1192,375,116,16,2018-03-09,INVOICE_DUE_DATE
1331,375,91,16,BCO7543,PO_NUMBER
1096,580,38,16,Prix,O
1145,580,57,16,Taxes,O
1080,625,54,19,"85,00",LINE/TAX
1145,625,43,16,TVA,LINE/TAX
1194,625,41,16,20%,LINE/TAX
1118,1576,84,16,Montant,O
1209,1576,28,16,HT,O
1148,1621,57,16,Taxes,O
1112,1667,85,16,Montant,O
1202,1667,40,16,TTC,O
1495,580,45,16,Sous,O
1545,580,45,16,total,O
1490,625,102,19,"4165,00€",LINE/SUB_TOTAL
1393,1576,28,16,€4,TOTAL_UNTAXED
1428,1576,66,19,"165,00",TOTAL_UNTAXED
1401,1621,12,16,€,TAX_AMOUNT
1418,1621,67,19,"833,00",TAX_AMOUNT
1393,1667,28,16,€4,TOTAL_AMOUNT
1428,1667,66,19,"998,00",TOTAL_AMOUNT
