left,top,width,height,text,label
84,149,47,21,The,SUPPLIER
137,149,98,21,Jackson,SUPPLIER
242,149,79,26,Group,SUPPLIER
87,192,62,21,1611,ADDRESS
157,192,77,26,Peony,ADDRESS
241,192,31,21,Dr,ADDRESS
84,235,70,26,Tracy,ADDRESS
161,235,38,21,CA,ADDRESS
206,235,80,21,95377,ADDRESS
86,272,62,26,Etats,ADDRESS
156,277,53,21,Unis,ADDRESS
86,430,59,21,Date,O
152,430,29,21,de,O
189,430,19,21,la,O
215,430,89,21,facture,O
311,437,5,14,:,O
533,430,142,21,26.11.2020,INVOICE_DATE
1127,409,94,64,own,O
1245,452,24,21,st,O
109,473,30,5,nee,O
378,480,4,4,.,O
1202,458,36,15,ine,O
86,473,125,47,povenence,O
218,473,56,47,dela,O
281,473,101,21,facture:,O
534,469,251,35,FA11/2020/064411,NUMBER
1127,494,110,21,Scranton,O
1246,494,36,21,PA,O
1289,494,79,21,18503,O
86,516,100,21,Numéro,O
193,516,29,21,de,O
229,516,80,21,client:,O
533,516,82,21,CLOO2,O
1128,532,62,26,Etats,O
1198,537,53,21,Unis,O
84,558,20,21,A,O
111,564,68,20,payer,O
186,560,80,19,avant:,O
533,558,142,21,26.12.2020,INVOICE_DUE_DATE
85,601,99,21,Contact,O
190,601,68,21,client,O
266,608,4,14,:,O
533,601,58,21,John,O
600,601,49,21,Doe,O
86,644,47,21,BC:,O
534,644,118,21,BC02043,PO_NUMBER
86,755,146,34,Description,O
562,759,114,25,Quantité,O
705,759,68,21,Unité,O
803,759,50,21,Prix,O
860,759,98,21,unitaire,O
966,759,37,21,HT,O
1067,759,85,21,%*TVA,O
1253,759,64,21,Total,O
1325,759,57,21,TVA,O
1433,759,65,21,Total,O
1505,759,52,21,TTC,O
84,850,84,21,Virtual,LINE/DESCRIPTION
177,850,74,21,Home,LINE/DESCRIPTION
257,850,92,26,Staging,LINE/DESCRIPTION
593,850,54,25,"7,00",LINE/QUANTITY
695,850,88,21,Heures,LINE/UOM
867,850,70,25,"25,50",LINE/PRICE
1291,850,54,25,"0,00",O
1454,850,86,25,"178,50",LINE/SUB_TOTAL
86,941,87,21,Bureau,LINE/DESCRIPTION
182,941,193,26,personnalisable,LINE/DESCRIPTION
586,941,69,25,"15,00",LINE/QUANTITY
699,941,79,21, Unités,LINE/UOM
858,941,87,25,"500,00",LINE/PRICE
1083,941,54,21,20.0,LINE/TAX
1265,941,107,25,"1500,00",O
1442,941,15,21,7,LINE/SUB_TOTAL
1464,941,87,25,"500,00",LINE/SUB_TOTAL
86,1032,87,21,Bureau,LINE/DESCRIPTION
181,1032,88,26,d'angle,LINE/DESCRIPTION
276,1038,56,15,avec,LINE/DESCRIPTION
339,1032,62,26,siége,LINE/DESCRIPTION
408,1032,12,21,a,LINE/DESCRIPTION
427,1032,88,26,gauche,LINE/DESCRIPTION
585,1032,70,25,"70,00",LINE/QUANTITY
699,1032,79,21, Unités,LINE/UOM
867,1032,70,25,"78,00",LINE/PRICE
1083,1032,54,21,20.0,LINE/TAX
1265,1032,107,25,"1092,00",O
1442,1032,14,21,5,LINE/SUB_TOTAL
1463,1032,88,25,"460,00",LINE/SUB_TOTAL
1169,1122,65,21,Total,O
1243,1122,37,21,HT,O
1422,1122,30,21,13,TOTAL_UNTAXED
1461,1122,85,25,"138,50",TOTAL_UNTAXED
1554,1122,15,21,€,TOTAL_UNTAXED
1121,1169,65,21,Total,O
1193,1169,87,21,TAXES,O
1438,1169,131,25,"2592,00€",TAX_AMOUNT
1155,1215,65,22,Total,O
1227,1215,52,21,TTC,O
1422,1215,29,21,15,TOTAL_AMOUNT
1460,1215,87,25,"730,50",TOTAL_AMOUNT
1554,1215,15,21,€,TOTAL_AMOUNT
