left,top,width,height,text,label
84,149,180,26,YourCompany,SUPPLIER
85,192,48,21,250,ADDRESS
141,192,119,21,Executive,ADDRESS
269,192,56,21,Park,ADDRESS
332,192,53,21,Blvd,ADDRESS
86,235,80,21,94134,ADDRESS
172,235,44,21,San,ADDRESS
224,235,118,21,Francisco,ADDRESS
86,277,83,21,France,ADDRESS
86,430,59,21,Date,O
152,430,29,21,de,O
189,430,19,21,la,O
215,430,89,21,facture,O
311,437,5,14,:,O
535,430,140,21,15.10.2020,INVOICE_DATE
1127,409,179,64,teen,O
109,473,30,4,vee,O
378,480,4,4,.,O
1219,458,52,15,rbor,O
1307,458,28,20,Way,O
86,473,125,47,povenence,O
218,473,56,47,dela,O
281,473,101,21,facture:,O
534,473,252,22,FA10/2020/040296,NUMBER
1126,494,96,21,Turlock,O
1247,494,19,21,CA,O
1273,494,80,21,95380,O
86,516,100,21,Numéro,O
193,516,29,21,de,O
229,516,80,21,client:,O
533,516,82,21,CLOO9,O
1128,532,62,26,Etats,O
1198,537,53,21,Unis,O
84,558,20,21,A,O
111,564,68,20,payer,O
186,560,80,19,avant:,O
535,558,140,21,15.10.2020,INVOICE_DUE_DATE
85,601,99,21,Contact,O
190,601,68,21,client,O
266,608,4,14,:,O
533,601,58,21,John,O
600,601,49,21,Doe,O
86,644,47,21,BC:,O
534,644,117,21,BC05608,PO_NUMBER
86,755,146,34,Description,O
562,759,114,25,Quantité,O
705,759,68,21,Unité,O
803,759,50,21,Prix,O
860,759,98,21,unitaire,O
966,759,37,21,HT,O
1067,759,85,21,%*TVA,O
1253,759,64,21,Total,O
1325,759,57,21,TVA,O
1433,759,65,21,Total,O
1505,759,52,21,TTC,O
84,850,116,21,Architecte,LINE/DESCRIPTION
223,850,69,21,Principal,LINE/DESCRIPTION
347,850,111,21,(Facturati,LINE/DESCRIPTION
105,856,110,41,rchitecte,LINE/DESCRIPTION
240,856,82,20,Principal,LINE/DESCRIPTION
338,849,197,26,(Facturationsur,LINE/DESCRIPTION
594,871,13,21,9,LINE/QUANTITY
623,871,24,25,4),LINE/QUANTITY
695,871,88,21,ees,LINE/UOM
859,871,86,25,"150,00",LINE/PRICE
1083,871,54,21,20.0,LINE/TAX
1274,852,87,49,"270,00",O
1444,871,107,25,"1.350,00",LINE/SUB_TOTAL
86,893,93,21,Feuilles,LINE/DESCRIPTION
186,893,29,21,de,LINE/DESCRIPTION
222,892,90,27,Temps),LINE/DESCRIPTION
86,984,87,21,Bureau,LINE/DESCRIPTION
182,984,193,26,personnalisable,LINE/DESCRIPTION
585,984,70,25,"34,00",LINE/QUANTITY
699,984,79,21, Unités,LINE/UOM
858,984,87,25,"500,00",LINE/PRICE
1083,984,54,21,20.0,LINE/TAX
1264,984,14,21,3,O
1285,984,87,25,"400,00",O
1436,984,29,21,17,LINE/SUB_TOTAL
1472,984,87,25,"000,00",LINE/SUB_TOTAL
1169,1074,65,21,Total,O
1243,1074,37,21,HT,O
1422,1074,30,21,18,TOTAL_UNTAXED
1460,1074,86,25,"350,00",TOTAL_UNTAXED
1554,1074,15,21,€,TOTAL_UNTAXED
1121,1120,65,21,Total,O
1193,1120,87,21,TAXES,O
1439,1120,14,21,3,TAX_AMOUNT
1461,1120,87,25,"670,00",TAX_AMOUNT
1554,1120,15,21,€,TAX_AMOUNT
1155,1167,65,22,Total,O
1227,1167,52,21,TTC,O
1421,1167,31,21,22,TOTAL_AMOUNT
1459,1167,88,25,"020,00",TOTAL_AMOUNT
1554,1167,15,21,€,TOTAL_AMOUNT
