left,top,width,height,text,label
84,149,180,26,YourCompany,SUPPLIER
85,192,48,21,250,ADDRESS
141,192,119,21,Executive,ADDRESS
269,192,56,21,Park,ADDRESS
332,192,53,21,Blvd,ADDRESS
86,235,80,21,94134,ADDRESS
172,235,44,21,San,ADDRESS
224,235,118,21,Francisco,ADDRESS
86,277,83,21,France,ADDRESS
1127,409,74,21,Wood,O
1209,409,88,21,Corner,O
86,430,59,21,Date,O
152,430,29,21,de,O
189,430,19,21,la,O
215,430,89,21,facture,O
311,437,5,14,:,O
534,430,141,21,30.12.2021,INVOICE_DATE
1129,452,63,21,1839,O
1198,452,46,21,Arbor,O
1277,452,29,21,W,O
109,473,30,5,vee,O
378,480,4,4,.,O
1219,458,52,15,rbor,O
1307,458,28,20,Way,O
86,473,125,47,povenence,O
218,473,56,47,dela,O
281,473,101,21,facture:,O
534,473,252,22,FA12/2021/058527,NUMBER
1126,494,96,21,Turlock,O
1247,494,20,21,CA,O
1273,494,80,21,95380,O
86,516,100,21,Numéro,O
193,516,29,21,de,O
229,516,80,21,client:,O
533,516,82,21,CLOO9,O
1128,532,62,26,Etats,O
1198,537,53,21,Unis,O
84,558,20,21,A,O
110,564,69,20,payer,O
186,560,80,19,avant:,O
533,558,142,21,29.01.2022,INVOICE_DUE_DATE
85,601,99,21,Contact,O
190,601,68,21,client,O
266,608,4,14,:,O
533,601,58,21,John,O
600,601,49,21,Doe,O
86,644,47,21,BC:,O
534,644,118,21,BC00887,PO_NUMBER
86,755,146,34,Description,O
562,759,114,25,Quantité,O
705,759,68,21,Unité,O
803,759,50,21,Prix,O
860,759,98,21,unitaire,O
966,759,37,21,HT,O
1067,759,85,21,%*TVA,O
1253,759,64,21,Total,O
1325,759,57,21,TVA,O
1433,759,65,21,Total,O
1505,759,52,21,TTC,O
86,850,87,21,Bureau,LINE/DESCRIPTION
181,850,88,26,d'angle,LINE/DESCRIPTION
276,850,57,21,assis,LINE/DESCRIPTION
340,850,13,21,a,LINE/DESCRIPTION
360,850,75,21,droite,LINE/DESCRIPTION
585,850,70,25,"34,00",LINE/QUANTITY
699,850,80,21, Unités,LINE/UOM
858,850,87,25,"600,00",LINE/PRICE
1083,850,54,21,20.0,LINE/TAX
1263,850,109,25,"4080,00",O
1434,850,31,21,20,LINE/SUB_TOTAL
1472,850,87,25,"400,00",LINE/SUB_TOTAL
86,941,91,26,Logiciel,LINE/DESCRIPTION
185,941,30,21,de,LINE/DESCRIPTION
222,941,136,26,conception,LINE/DESCRIPTION
365,941,30,21,de,LINE/DESCRIPTION
403,941,85,21,bureau,LINE/DESCRIPTION
585,941,70,25,"26,00",LINE/QUANTITY
699,941,79,21, Unités,LINE/UOM
858,941,87,25,"235,00",LINE/PRICE
1083,941,54,21,20.0,LINE/TAX
1265,941,107,25,"1222,00",O
1442,941,15,21,6,LINE/SUB_TOTAL
1466,941,85,25,"110,00",LINE/SUB_TOTAL
84,1032,70,21,Tiroir,LINE/DESCRIPTION
161,1032,48,21,noir,LINE/DESCRIPTION
585,1032,70,25,"21,00",LINE/QUANTITY
699,1032,79,21,Unités,LINE/UOM
867,1032,70,25,"20,00",LINE/PRICE
1291,1032,54,25,"0,00",O
1452,1032,88,25,"420,00",LINE/SUB_TOTAL
85,1122,92,21,Grande,LINE/DESCRIPTION
184,1122,97,21,armoire,LINE/DESCRIPTION
586,1122,69,25,"90,00",LINE/QUANTITY
699,1122,80,21, Unités,LINE/UOM
858,1122,87,25,"800,00",LINE/PRICE
1083,1122,54,21,20.0,LINE/TAX
1257,1122,124,25,"14400,00",O
1434,1122,125,25,"72000,00",LINE/SUB_TOTAL
85,1213,99,26,Support,LINE/DESCRIPTION
190,1213,30,21,de,LINE/DESCRIPTION
228,1213,85,21,bureau,LINE/DESCRIPTION
321,1219,55,15,avec,LINE/DESCRIPTION
383,1213,68,21,écran,LINE/DESCRIPTION
594,1213,53,25,"1,00",LINE/QUANTITY
699,1209,79,33,Unités,LINE/UOM
847,1213,109,25,"2010,00",LINE/PRICE
1291,1213,54,25,"0,00",O
1442,1213,109,25,"2010,00",LINE/SUB_TOTAL
84,1304,103,21,Armoire,LINE/DESCRIPTION
