left,top,width,height,text,label
86,149,63,21,Marc,SUPPLIER
157,149,73,21,Demo,SUPPLIER
86,192,62,21,3575,ADDRESS
157,192,76,21,Buena,ADDRESS
240,192,63,21,Vista,ADDRESS
309,192,95,21,Avenue,ADDRESS
86,235,90,26,Eugene,ADDRESS
183,235,59,21,COR,ADDRESS
250,235,79,21,97401,ADDRESS
86,272,62,26,Etats,ADDRESS
156,277,53,21,Unis,ADDRESS
1127,409,73,21,Azure,O
1209,409,93,21,Interior,O
86,430,59,21,Date,O
152,430,29,21,de,O
189,430,19,21,la,O
215,430,89,21,facture,O
311,437,5,14,:,O
533,430,142,21,26.06.2018,INVOICE_DATE
1127,452,64,21,4557,O
1200,452,67,21,DeSilva,O
1304,452,25,21,St,O
109,473,30,5,nee,O
378,480,4,4,.,O
1220,458,13,15,e,O
1256,458,41,15,Silva,O
86,473,125,47,povenence,O
218,473,56,47,dela,O
281,473,101,21,facture:,O
534,473,251,22,FA06/2018/082081,NUMBER
1128,494,106,21,Fremont,O
1259,494,20,21,CA,O
1286,494,79,21,94538,O
86,516,100,21,Numéro,O
193,516,29,21,de,O
229,516,80,21,client:,O
533,516,82,21,CLOO1,O
1128,532,62,26,Etats,O
1198,537,53,21,Unis,O
84,558,20,21,A,O
110,564,69,20,payer,O
186,560,80,19,avant:,O
533,558,142,21,25.08.2018,INVOICE_DUE_DATE
85,601,99,21,Contact,O
190,601,68,21,client,O
266,608,4,14,:,O
533,601,58,21,John,O
600,601,49,21,Doe,O
86,644,47,21,BC:,O
534,644,117,21,BCO1491,PO_NUMBER
86,755,146,34,Description,O
562,759,114,25,Quantité,O
705,759,68,21,Unité,O
803,759,50,21,Prix,O
860,759,98,21,unitaire,O
966,759,37,21,HT,O
1067,759,85,21,%*TVA,O
1253,759,64,21,Total,O
1325,759,57,21,TVA,O
1433,759,65,21,Total,O
1505,759,52,21,TTC,O
85,850,76,21,Grand,LINE/DESCRIPTION
170,850,85,21,bureau,LINE/DESCRIPTION
584,850,71,25,"45,00",LINE/QUANTITY
699,850,80,21, Unités,LINE/UOM
849,850,107,25,"1299,00",LINE/PRICE
1083,850,54,21,20.0,LINE/TAX
1257,850,124,25,"11691,00",O
1434,850,125,25,"58455,00",LINE/SUB_TOTAL
86,941,91,26,Logiciel,LINE/DESCRIPTION
185,941,30,21,de,LINE/DESCRIPTION
222,941,136,26,conception,LINE/DESCRIPTION
365,941,30,21,de,LINE/DESCRIPTION
403,941,85,21,bureau,LINE/DESCRIPTION
577,941,86,25,"100,00",LINE/QUANTITY
699,941,79,21,Unités,LINE/UOM
858,941,87,25,"235,00",LINE/PRICE
1083,941,54,21,20.0,LINE/TAX
1263,941,15,21,4,O
1286,941,86,25,"700,00",O
1434,941,31,21,23,LINE/SUB_TOTAL
1473,941,86,25,"500,00",LINE/SUB_TOTAL
86,1032,87,21,Bureau,LINE/DESCRIPTION
182,1032,193,26,personnalisable,LINE/DESCRIPTION
585,1032,70,25,"55,00",LINE/QUANTITY
699,1032,79,21,Unités,LINE/UOM
858,1032,87,25,"500,00",LINE/PRICE
1083,1032,54,21,20.0,LINE/TAX
1264,1032,13,21,5,O
1285,1032,87,25,"500,00",O
1434,1032,31,21,27,LINE/SUB_TOTAL
