left,top,width,height,text,label
86,149,63,21,Deco,SUPPLIER
155,149,82,21,Addict,SUPPLIER
85,192,31,21,77,ADDRESS
123,192,69,21,Santa,ADDRESS
200,192,98,21,Barbara,ADDRESS
306,192,31,21,Rd,ADDRESS
86,235,105,21,Pleasant,ADDRESS
198,235,40,21,Hill,ADDRESS
246,235,39,21,CA,ADDRESS
292,235,79,21,94523,ADDRESS
86,272,62,26,Etats,ADDRESS
156,277,53,21,Unis,ADDRESS
86,430,59,21,Date,O
152,430,29,21,de,O
189,430,19,21,la,O
215,430,89,21,facture,O
311,437,5,14,:,O
533,430,141,21,01.08.2015,INVOICE_DATE
1126,409,151,64,eee,O
1283,409,32,64,.,O
1317,415,46,20,~,O
109,473,30,5,nee,O
1216,458,60,20,eony,O
1305,458,9,15,Dr,O
86,473,41,21,Réf,O
218,473,14,21,de,O
256,473,4,21,la,O
281,473,48,21,facture,O
378,480,4,14,:,O
534,473,252,21,FA08/2015/024330,NUMBER
103,479,14,15,6,O
128,479,83,41,iia,O
234,479,40,41,ela,O
292,479,78,15,‘acture,O
600,469,14,36,/:,NUMBER
677,473,11,22,/,NUMBER
1126,494,71,26,Tracy,O
1203,494,39,21,CA,O
1248,494,80,21,95377,O
86,516,100,21,Numéro,O
193,516,29,21,de,O
229,516,80,21,client:,O
533,516,82,21,CLOO8,O
1128,532,62,26,Etats,O
1198,537,53,21,Unis,O
84,558,20,21,A,O
110,564,69,20,payer,O
186,560,80,19,avant:,O
534,558,140,21,30.10.2015,INVOICE_DUE_DATE
85,601,99,21,Contact,O
190,601,68,21,client,O
266,608,4,14,:,O
533,601,58,21,John,O
600,601,49,21,Doe,O
86,644,47,21,BC:,O
534,644,117,21,BC09218,PO_NUMBER
86,755,146,34,Description,O
562,759,114,25,Quantité,O
705,759,68,21,Unité,O
803,759,50,21,Prix,O
860,759,98,21,unitaire,O
966,759,37,21,HT,O
1067,759,85,21,%*TVA,O
1253,759,64,21,Total,O
1325,759,57,21,TVA,O
1433,759,65,21,Total,O
1505,759,52,21,TTC,O
86,850,107,21,Poubelle,LINE/DESCRIPTION
200,850,12,21,a,LINE/DESCRIPTION
220,850,81,26,pédale,LINE/DESCRIPTION
585,850,70,25,"75,00",LINE/QUANTITY
699,850,80,21, Unités,LINE/UOM
868,850,69,25,"10,00",LINE/PRICE
1083,850,54,21,20.0,LINE/TAX
1276,850,85,25,"150,00",O
1453,850,87,25,"750,00",LINE/SUB_TOTAL
86,941,76,26,Dépét,LINE/DESCRIPTION
585,941,70,25,"25,00",LINE/QUANTITY
699,941,79,21, Unités,LINE/UOM
859,941,86,25,"100,00",LINE/PRICE
1091,941,36,21,55,LINE/TAX
1276,941,85,25,"137,50",O
1442,941,109,25,"2.500,00",LINE/SUB_TOTAL
86,1027,81,26,Ecrans,LINE/DESCRIPTION
174,1032,110,21,ant-bruit,LINE/DESCRIPTION
585,1032,70,25,"71,00",LINE/QUANTITY
699,1032,79,21, Unités,LINE/UOM
858,1032,87,25,"287,00",LINE/PRICE
1291,1032,54,25,"0,00",O
1434,1032,31,21,20,LINE/SUB_TOTAL
1473,1032,86,25,"377,00",LINE/SUB_TOTAL
86,1122,107,21,Poubelle,LINE/DESCRIPTION
200,1122,12,21,a,LINE/DESCRIPTION
220,1122,81,26,pédale,LINE/DESCRIPTION
586,1122,69,25,"95,00",LINE/QUANTITY
699,1122,80,21,Unités,LINE/UOM
868,1122,69,25,"10,00",LINE/PRICE
1083,1122,54,21,20.0,LINE/TAX
1276,1122,85,25,"190,00",O
1453,1122,87,25,"950,00",LINE/SUB_TOTAL
84,1209,131,55,Architects,LINE/DESCRIPTION
223,1213,106,26,Principal,LINE/DESCRIPTION
338,1212,151,26,(Facturation,LINE/DESCRIPTION
496,1219,39,15,sur,LINE/QUANTITY
585,1234,70,25,"22,00",LINE/QUANTITY
695,1234,88,21,Heures,LINE/UOM
859,1234,86,25,"150,00",LINE/PRICE
1083,1234,54,21,20.0,LINE/TAX
1274,1234,87,25,"660,00",O
1442,1234,109,25,"3300,00",LINE/SUB_TOTAL
86,1256,93,21,Feuilles,LINE/DESCRIPTION
186,1256,30,21,de,LINE/DESCRIPTION
222,1255,90,27,Temps),LINE/DESCRIPTION
85,1346,161,21,Combinaison,LINE/DESCRIPTION
254,1346,29,21,de,LINE/DESCRIPTION
291,1346,85,21,bureau,LINE/DESCRIPTION
585,1346,70,25,"56,00",LINE/QUANTITY
699,1346,80,21, Unités,LINE/UOM
858,1346,87,25,"300,00",LINE/PRICE
1084,1346,53,21,10.0,LINE/TAX
1265,1346,13,21,1,O
1285,1346,87,25,"680,00",O
1436,1346,29,21,16,LINE/SUB_TOTAL
1473,1346,86,25,"800,00",LINE/SUB_TOTAL
86,1437,87,21,Bureau,LINE/DESCRIPTION
181,1437,88,26,d'angle,LINE/DESCRIPTION
276,1443,56,15,avec,LINE/DESCRIPTION
338,1437,63,26,siége,LINE/DESCRIPTION
408,1437,12,21,a,LINE/DESCRIPTION
427,1437,88,26,gauche,LINE/DESCRIPTION
585,1437,70,25,"20,00",LINE/QUANTITY
699,1437,79,21, Unités,LINE/UOM
867,1437,70,25,"78,00",LINE/PRICE
1083,1437,54,21,20.0,LINE/TAX
1275,1437,86,25,"312,00",O
1444,1437,107,25,"1560,00",LINE/SUB_TOTAL
86,1528,87,21,Bureau,LINE/DESCRIPTION
182,1528,193,26,personnalisable,LINE/DESCRIPTION
593,1528,54,25,"2,00",LINE/QUANTITY
699,1524,79,33,Unités,LINE/UOM
858,1528,87,25,"500,00",LINE/PRICE
1083,1528,54,21,20.0,LINE/TAX
1274,1528,87,25,"200,00",O
1444,1528,107,25,"1000,00",LINE/SUB_TOTAL
86,1619,107,21,Poubelle,LINE/DESCRIPTION
200,1619,12,21,a,LINE/DESCRIPTION
220,1619,81,26,pédale,LINE/DESCRIPTION
584,1619,71,25,"47,00",LINE/QUANTITY
699,1619,80,21,_Unités,LINE/UOM
868,1619,69,25,"10,00",LINE/PRICE
1083,1619,54,21,20.0,LINE/TAX
1284,1619,69,25,"94,00",O
1452,1619,88,25,"470,00",LINE/SUB_TOTAL
1169,1709,65,21,Total,O
1243,1709,37,21,HT,O
1420,1709,32,21,47,TOTAL_UNTAXED
1459,1709,87,25,"707,00",TOTAL_UNTAXED
1554,1709,15,21,€,TOTAL_UNTAXED
1121,1756,65,21,Total,O
1193,1756,87,21,TAXES,O
1439,1756,14,21,3,TAX_AMOUNT
1460,1756,88,25,"423,50",TAX_AMOUNT
1554,1756,15,21,€,TAX_AMOUNT
1155,1801,65,23,Total,O
1227,1802,52,22,TTC,O
1421,1802,31,21,51,TOTAL_AMOUNT
1460,1802,86,25,"130,50",TOTAL_AMOUNT
1554,1802,15,21,€,TOTAL_AMOUNT
