left,top,width,height,text,label
84,149,180,26,YourCompany,SUPPLIER
85,192,48,21,250,ADDRESS
141,192,119,21,Executive,ADDRESS
269,192,56,21,Park,ADDRESS
332,192,53,21,Blvd,ADDRESS
86,235,80,21,94134,ADDRESS
172,235,44,21,San,ADDRESS
224,235,118,21,Francisco,ADDRESS
86,277,83,21,France,ADDRESS
86,430,59,21,Date,O
152,430,29,21,de,O
189,430,19,21,la,O
215,430,89,21,facture,O
311,437,5,14,:,O
533,430,142,21,03.09.2017,INVOICE_DATE
1128,409,62,64,ore,O
1197,409,82,64,_,O
1287,452,13,21,nara,O
1349,452,30,21,Re,O
109,473,30,5,vee,O
378,480,4,4,.,O
1181,458,53,15,anta,O
1260,458,80,15,Barbara,O
86,473,125,47,povenence,O
218,473,56,47,dela,O
281,473,101,21,facture:,O
534,473,252,22,FA09/2017/049704,NUMBER
1128,494,105,21,Pleasant,O
1241,494,40,21,Hill,O
1307,494,20,21,CA,O
1334,494,80,21,94523,O
86,516,100,21,Numéro,O
193,516,29,21,de,O
229,516,80,21,client:,O
533,516,82,21,CLOO3,O
1128,532,62,26,Etats,O
1198,537,53,21,Unis,O
84,558,20,21,A,O
110,564,69,20,payer,O
186,560,80,19,avant:,O
533,558,142,21,03.09.2017,INVOICE_DUE_DATE
85,601,99,21,Contact,O
190,601,68,21,client,O
266,608,4,14,:,O
533,601,58,21,John,O
600,601,49,21,Doe,O
86,644,47,21,BC:,O
534,644,118,21,BC06214,PO_NUMBER
86,755,146,34,Description,O
562,759,114,25,Quantité,O
705,759,68,21,Unité,O
803,759,50,21,Prix,O
860,759,98,21,unitaire,O
966,759,37,21,HT,O
1067,759,85,21,%*TVA,O
1253,759,64,21,Total,O
1325,759,57,21,TVA,O
1433,759,65,21,Total,O
1505,759,52,21,TTC,O
86,850,107,21,Poubelle,LINE/DESCRIPTION
200,850,12,21,a,LINE/DESCRIPTION
220,850,81,26,pédale,LINE/DESCRIPTION
585,850,70,25,"71,00",LINE/QUANTITY
699,850,80,21,~Unités,LINE/UOM
868,850,69,25,"10,00",LINE/PRICE
1083,850,54,21,20.0,LINE/TAX
1276,850,85,25,"142,00",O
1453,850,87,25,"710,00",LINE/SUB_TOTAL
86,941,80,26,Lampe,LINE/DESCRIPTION
173,941,30,21,de,LINE/DESCRIPTION
211,941,84,21,bureau,LINE/DESCRIPTION
584,941,71,25,"44,00",LINE/QUANTITY
668,937,3,33,_,O
681,937,12,33,_,LINE/UOM
699,941,79,21,Unités,LINE/UOM
867,941,70,25,"35,00",LINE/PRICE
1083,941,54,21,20.0,LINE/TAX
1275,941,86,25,"308,00",O
1444,941,107,25,"1540,00",LINE/SUB_TOTAL
86,1032,87,21,Bureau,LINE/DESCRIPTION
182,1032,193,26,personnalisable,LINE/DESCRIPTION
585,1032,70,25,"85,00",LINE/QUANTITY
699,1032,79,21,Unités,LINE/UOM
858,1032,87,25,"500,00",LINE/PRICE
1083,1032,54,21,20.0,LINE/TAX
1263,1032,15,21,8,O
1285,1032,87,25,"500,00",O
1433,1032,32,21,42,LINE/SUB_TOTAL
1473,1032,86,25,"500,00",LINE/SUB_TOTAL
86,1122,83,26,Design,LINE/DESCRIPTION
177,1122,130,21,d'intérieur,LINE/DESCRIPTION
313,1122,80,21,virtuel,LINE/DESCRIPTION
585,1122,70,25,"63,00",LINE/QUANTITY
695,1122,88,21,Heures,LINE/UOM
867,1122,70,25,"20,50",LINE/PRICE
1091,1122,36,21,5:5,LINE/TAX
1283,1122,70,25,"71,03",O
1444,1122,107,25,"1291,50",LINE/SUB_TOTAL
85,1213,93,26,Canapé,LINE/DESCRIPTION
184,1213,57,21,trois,LINE/DESCRIPTION
249,1213,75,26,places,LINE/DESCRIPTION
585,1213,70,25,"64,00",LINE/QUANTITY
699,1213,79,21, Unités,LINE/UOM
849,1213,107,25,"1000,00",LINE/PRICE
1083,1213,54,21,20.0,LINE/TAX
1257,1213,29,21,12,O
1294,1213,87,25,"800,00",O
1434,1213,32,21,64,LINE/SUB_TOTAL
1472,1213,87,25,"000,00",LINE/SUB_TOTAL
86,1304,87,21,Bureau,LINE/DESCRIPTION
182,1304,193,26,personnalisable,LINE/DESCRIPTION
